ax(g);ay(g);az(g);accRMS(g);time(s)
0.1332;0.1873;0.9214;0.9496;0.0000
0.1332;0.1881;0.9222;0.9506;0.5031
0.1335;0.1879;0.9229;0.9512;0.7549
0.1342;0.1882;0.9221;0.9506;1.0068
0.1331;0.1873;0.9215;0.9497;1.2588
0.1335;0.1873;0.9216;0.9499;1.5107
0.1335;0.1868;0.9230;0.9511;1.7627
0.1328;0.1876;0.9220;0.9502;2.0147
0.1329;0.1882;0.9222;0.9506;2.2666
0.1333;0.1875;0.9230;0.9512;2.5187
0.1343;0.1874;0.9215;0.9499;2.7707
0.1331;0.1885;0.9226;0.9510;3.0228
0.1329;0.1875;0.9226;0.9508;3.2747
0.1331;0.1876;0.9210;0.9493;3.5266
0.1333;0.1877;0.9215;0.9498;3.7786
0.1329;0.1885;0.9207;0.9491;4.0305
0.1333;0.1882;0.9221;0.9505;4.2825
0.1339;0.1877;0.9221;0.9505;4.5344
0.1335;0.1865;0.9224;0.9505;4.7863
0.1334;0.1879;0.9226;0.9509;5.0383
0.1335;0.1882;0.9225;0.9509;5.2902
0.1332;0.1881;0.9200;0.9485;5.5422
0.1327;0.1877;0.9215;0.9498;5.7941
0.1334;0.1876;0.9216;0.9500;6.0569
0.1318;0.1881;0.9225;0.9507;6.3089
0.1321;0.1880;0.9218;0.9500;6.5608
0.1342;0.1875;0.9224;0.9507;6.8128
0.1331;0.1876;0.9210;0.9493;7.0647
0.1331;0.1881;0.9211;0.9495;7.3167
0.1331;0.1874;0.9209;0.9491;7.5686
0.1332;0.1888;0.9216;0.9502;7.8205
0.1324;0.1881;0.9213;0.9496;8.0725
0.1333;0.1884;0.9200;0.9485;8.3244
0.1329;0.1875;0.9225;0.9507;8.5764
0.1329;0.1865;0.9225;0.9505;8.8283
0.1326;0.1882;0.9215;0.9498;9.0802
0.1329;0.1876;0.9215;0.9498;9.3322
0.1331;0.1874;0.9215;0.9497;9.5842
0.1327;0.1879;0.9227;0.9510;9.8361
0.1322;0.1876;0.9216;0.9498;10.0881
0.1322;0.1885;0.9226;0.9509;10.3400
0.1338;0.1885;0.9214;0.9499;10.5920
0.1334;0.1877;0.9207;0.9490;10.8440
0.1331;0.1884;0.9216;0.9500;11.1074
0.1337;0.1881;0.9211;0.9496;11.3593
0.1338;0.1880;0.9224;0.9508;11.6114
0.1327;0.1877;0.9219;0.9501;11.8633
0.1338;0.1874;0.9222;0.9505;12.1153
0.1339;0.1879;0.9232;0.9516;12.3673
0.1328;0.1880;0.9208;0.9491;12.6192
0.1326;0.1873;0.9225;0.9506;12.8712
0.1327;0.1871;0.9213;0.9494;13.1232
0.1332;0.1875;0.9220;0.9502;13.3752
0.1338;0.1884;0.9229;0.9513;13.6271
0.1333;0.1885;0.9203;0.9488;13.8791
0.1331;0.1882;0.9220;0.9504;14.1312
0.1333;0.1882;0.9225;0.9509;14.3831
0.1340;0.1884;0.9211;0.9497;14.6351
0.1338;0.1875;0.9216;0.9500;14.8870
0.1329;0.1877;0.9215;0.9498;15.1390
0.1323;0.1886;0.9220;0.9503;15.3910
0.1329;0.1873;0.9213;0.9495;15.6430
0.1337;0.1875;0.9215;0.9498;15.8949
0.1342;0.1882;0.9215;0.9501;16.1583
0.1346;0.1879;0.9226;0.9511;16.4103
0.1342;0.1879;0.9210;0.9495;16.6625
0.1332;0.1879;0.9219;0.9502;16.9144
0.1335;0.1882;0.9232;0.9516;17.1664
0.1335;0.1876;0.9225;0.9508;17.4185
0.1332;0.1884;0.9218;0.9502;17.6705
0.1327;0.1887;0.9220;0.9504;17.9225
0.1332;0.1888;0.9222;0.9508;18.1745
0.1332;0.1892;0.9222;0.9508;18.4265
0.1339;0.1875;0.9210;0.9494;18.6785
0.1332;0.1876;0.9207;0.9490;18.9305
0.1339;0.1874;0.9227;0.9510;19.1825
0.1340;0.1879;0.9209;0.9494;19.4345
0.1328;0.1882;0.9219;0.9502;19.6865
0.1351;0.1870;0.9209;0.9494;19.9385
0.1322;0.1877;0.9227;0.9509;20.1905
0.1340;0.1877;0.9214;0.9498;20.4425
0.1340;0.1875;0.9207;0.9491;20.6944
0.1338;0.1877;0.9222;0.9506;20.9464
0.1338;0.1874;0.9220;0.9503;21.1986
0.1340;0.1881;0.9224;0.9508;21.4506
0.1335;0.1871;0.9211;0.9494;21.7026
0.1323;0.1875;0.9218;0.9499;21.9546
0.1334;0.1870;0.9220;0.9502;22.2066
0.1323;0.1885;0.9224;0.9507;22.4585
0.1342;0.1884;0.9213;0.9498;22.7106
0.1326;0.1881;0.9221;0.9504;22.9626
0.1328;0.1896;0.9220;0.9506;23.2146
0.1327;0.1882;0.9214;0.9497;23.4665
0.1328;0.1881;0.9222;0.9506;23.7185
0.1320;0.1877;0.9231;0.9512;23.9705
0.1331;0.1876;0.9221;0.9504;24.2225
0.1324;0.1880;0.9221;0.9504;24.4745
0.1322;0.1886;0.9218;0.9501;24.7265
0.1335;0.1871;0.9241;0.9522;24.9785
0.1331;0.1884;0.9209;0.9493;25.2305
0.1340;0.1871;0.9218;0.9501;25.4825
0.1334;0.1876;0.9208;0.9491;25.7345
0.1335;0.1876;0.9220;0.9503;25.9864
0.1334;0.1888;0.9216;0.9502;26.2385
0.1331;0.1876;0.9211;0.9494;26.4951
0.1333;0.1885;0.9222;0.9507;26.7471
0.1332;0.1879;0.9209;0.9493;26.9994
0.1328;0.1884;0.9226;0.9510;27.2514
0.1332;0.1879;0.9208;0.9491;27.5034
0.1337;0.1876;0.9213;0.9496;27.7554
0.1337;0.1884;0.9225;0.9510;28.0074
0.1326;0.1873;0.9215;0.9496;28.2594
0.1338;0.1874;0.9226;0.9509;28.5114
0.1326;0.1877;0.9220;0.9502;28.7634
0.1332;0.1868;0.9202;0.9483;29.0155
0.1335;0.1881;0.9218;0.9502;29.2675
0.1327;0.1880;0.9215;0.9498;29.5195
0.1339;0.1885;0.9202;0.9488;29.7715
0.1332;0.1874;0.9211;0.9494;30.0235
0.1331;0.1886;0.9220;0.9504;30.2755
0.1326;0.1880;0.9226;0.9509;30.5275
0.1335;0.1864;0.9215;0.9496;30.7795
0.1331;0.1881;0.9224;0.9507;31.0315
0.1343;0.1877;0.9209;0.9494;31.2835
0.1340;0.1884;0.9220;0.9505;31.5355
0.1326;0.1875;0.9211;0.9493;31.7878
0.1342;0.1879;0.9222;0.9507;32.0398
0.1337;0.1875;0.9219;0.9502;32.2919
0.1333;0.1879;0.9226;0.9509;32.5439
0.1335;0.1881;0.9207;0.9491;32.7959
0.1329;0.1874;0.9222;0.9504;33.0479
0.1343;0.1881;0.9225;0.9510;33.3001
0.1337;0.1886;0.9222;0.9508;33.5523
0.1321;0.1876;0.9222;0.9504;33.8043
0.1329;0.1876;0.9218;0.9500;34.0563
0.1339;0.1874;0.9222;0.9506;34.3083
0.1328;0.1876;0.9237;0.9519;34.5603
0.1338;0.1876;0.9220;0.9504;34.8123
0.1337;0.1876;0.9211;0.9495;35.0643
0.1334;0.1877;0.9220;0.9503;35.3163
0.1334;0.1876;0.9214;0.9497;35.5683
0.1335;0.1864;0.9205;0.9487;35.8203
0.1339;0.1876;0.9216;0.9500;36.0723
0.1334;0.1884;0.9222;0.9507;36.3243
0.1331;0.1875;0.9208;0.9490;36.5763
0.1334;0.1879;0.9219;0.9502;36.8283
0.1332;0.1888;0.9222;0.9508;37.0806
0.1326;0.1881;0.9210;0.9493;37.3326
0.1332;0.1877;0.9230;0.9512;37.5846
0.1322;0.1875;0.9221;0.9502;37.8366
