ax(g);ay(g);az(g);accRMS(g);time(s)
0.0004;0.0013;-0.0015;0.0020;0.0000
0.0007;0.0013;-0.0013;0.0020;0.0027
0.0007;0.0012;-0.0011;0.0018;0.0041
0.0007;0.0013;-0.0009;0.0018;0.0053
0.0007;0.0012;-0.0005;0.0015;0.0077
0.0010;0.0012;-0.0001;0.0016;0.0089
0.0011;0.0011;0.0000;0.0016;0.0102
0.0012;0.0010;0.0001;0.0016;0.0115
0.0010;0.0010;0.0001;0.0014;0.0128
0.0009;0.0012;0.0001;0.0015;0.0141
0.0007;0.0013;0.0000;0.0015;0.0153
0.0006;0.0013;0.0000;0.0015;0.0166
0.0007;0.0013;0.0000;0.0015;0.0178
0.0007;0.0013;-0.0001;0.0015;0.0191
0.0009;0.0013;0.0000;0.0016;0.0214
0.0009;0.0013;0.0001;0.0016;0.0227
0.0009;0.0013;0.0000;0.0016;0.0239
0.0006;0.0012;-0.0002;0.0014;0.0252
0.0005;0.0011;-0.0004;0.0013;0.0265
0.0002;0.0010;-0.0005;0.0011;0.0277
0.0004;0.0009;-0.0004;0.0010;0.0290
0.0004;0.0007;-0.0002;0.0009;0.0303
0.0004;0.0006;-0.0004;0.0008;0.0315
0.0002;0.0009;-0.0002;0.0009;0.0328
0.0001;0.0007;0.0000;0.0007;0.0341
0.0001;0.0006;0.0001;0.0006;0.0353
0.0001;0.0006;0.0004;0.0007;0.0366
0.0001;0.0006;0.0005;0.0008;0.0378
0.0001;0.0007;0.0005;0.0009;0.0391
0.0000;0.0007;0.0004;0.0008;0.0403
0.0000;0.0010;0.0004;0.0010;0.0416
0.0002;0.0013;0.0005;0.0014;0.0429
0.0004;0.0015;0.0005;0.0016;0.0441
0.0002;0.0015;0.0005;0.0016;0.0454
0.0001;0.0013;0.0005;0.0014;0.0466
0.0000;0.0012;0.0006;0.0014;0.0479
0.0000;0.0012;0.0005;0.0013;0.0492
0.0000;0.0011;0.0004;0.0012;0.0504
-0.0001;0.0011;0.0005;0.0012;0.0517
-0.0002;0.0011;0.0005;0.0012;0.0530
-0.0002;0.0010;0.0006;0.0012;0.0542
-0.0002;0.0009;0.0007;0.0012;0.0555
-0.0001;0.0009;0.0005;0.0010;0.0568
-0.0002;0.0009;0.0002;0.0009;0.0580
-0.0002;0.0007;0.0000;0.0008;0.0593
-0.0002;0.0009;0.0000;0.0009;0.0616
-0.0002;0.0005;0.0000;0.0005;0.0629
-0.0002;0.0004;-0.0001;0.0005;0.0641
-0.0002;0.0004;-0.0002;0.0005;0.0654
-0.0002;0.0004;-0.0004;0.0006;0.0667
-0.0002;0.0004;-0.0005;0.0007;0.0679
-0.0001;0.0002;-0.0006;0.0007;0.0702
0.0000;0.0001;-0.0006;0.0006;0.0716
-0.0001;-0.0001;-0.0006;0.0006;0.0728
0.0000;-0.0002;-0.0005;0.0005;0.0751
0.0000;-0.0002;-0.0006;0.0007;0.0764
0.0001;-0.0001;-0.0005;0.0005;0.0776
0.0002;0.0002;-0.0002;0.0004;0.0789
0.0002;0.0002;-0.0001;0.0004;0.0802
0.0002;0.0001;-0.0001;0.0003;0.0815
0.0001;0.0002;-0.0004;0.0005;0.0828
0.0000;0.0005;-0.0004;0.0006;0.0840
0.0001;0.0006;-0.0004;0.0007;0.0853
0.0002;0.0007;-0.0005;0.0009;0.0866
0.0005;0.0007;-0.0009;0.0012;0.0878
0.0005;0.0009;-0.0009;0.0013;0.0901
0.0005;0.0010;-0.0007;0.0013;0.0925
0.0005;0.0011;-0.0007;0.0014;0.0937
0.0006;0.0012;-0.0010;0.0017;0.0950
0.0006;0.0012;-0.0011;0.0018;0.0962
0.0006;0.0013;-0.0012;0.0019;0.0975
0.0006;0.0015;-0.0013;0.0021;0.0988
0.0006;0.0015;-0.0015;0.0022;0.1000
0.0005;0.0015;-0.0016;0.0022;0.1014
0.0005;0.0013;-0.0015;0.0020;0.1038
0.0005;0.0012;-0.0015;0.0020;0.1051
0.0005;0.0011;-0.0012;0.0017;0.1063
0.0006;0.0010;-0.0012;0.0017;0.1076
0.0006;0.0007;-0.0012;0.0015;0.1088
0.0007;0.0009;-0.0012;0.0017;0.1101
0.0009;0.0010;-0.0012;0.0018;0.1124
0.0007;0.0010;-0.0012;0.0017;0.1148
0.0009;0.0009;-0.0016;0.0020;0.1160
0.0010;0.0009;-0.0013;0.0019;0.1173
0.0011;0.0009;-0.0009;0.0016;0.1188
0.0011;0.0009;-0.0007;0.0016;0.1201
0.0012;0.0007;-0.0006;0.0015;0.1215
0.0013;0.0006;-0.0006;0.0016;0.1227
0.0013;0.0004;-0.0006;0.0015;0.1240
0.0012;0.0004;-0.0007;0.0015;0.1253
0.0011;0.0004;-0.0007;0.0014;0.1265
0.0010;0.0004;-0.0004;0.0011;0.1278
0.0007;0.0004;-0.0005;0.0010;0.1291
0.0006;0.0005;-0.0005;0.0009;0.1303
0.0006;0.0005;-0.0002;0.0008;0.1316
0.0007;0.0005;0.0001;0.0009;0.1329
0.0007;0.0005;0.0002;0.0009;0.1341
0.0007;0.0005;0.0001;0.0009;0.1354
0.0006;0.0005;0.0000;0.0008;0.1366
0.0005;0.0004;0.0001;0.0006;0.1379
0.0005;0.0002;0.0002;0.0006;0.1391
0.0006;0.0004;0.0004;0.0008;0.1404
0.0007;0.0004;0.0002;0.0009;0.1417
0.0010;0.0004;0.0002;0.0011;0.1429
0.0010;0.0004;0.0001;0.0011;0.1444
0.0007;0.0004;0.0000;0.0008;0.1457
0.0007;0.0001;-0.0002;0.0008;0.1469
0.0009;0.0002;-0.0004;0.0010;0.1482
0.0010;0.0002;-0.0002;0.0010;0.1495
0.0011;0.0002;0.0002;0.0012;0.1509
0.0011;0.0002;0.0004;0.0012;0.1521
0.0012;0.0002;0.0005;0.0013;0.1534
0.0013;0.0002;0.0005;0.0014;0.1546
0.0010;0.0005;0.0000;0.0011;0.1559
0.0009;0.0005;0.0001;0.0010;0.1572
0.0009;0.0006;0.0004;0.0011;0.1585
0.0007;0.0006;0.0004;0.0010;0.1597
0.0006;0.0009;0.0004;0.0011;0.1621
0.0007;0.0011;0.0001;0.0013;0.1633
0.0006;0.0011;0.0001;0.0013;0.1646
0.0006;0.0009;0.0000;0.0011;0.1659
0.0006;0.0007;0.0001;0.0010;0.1671
0.0004;0.0007;0.0002;0.0009;0.1684
0.0004;0.0006;0.0005;0.0009;0.1696
0.0004;0.0006;0.0007;0.0010;0.1710
0.0002;0.0006;0.0010;0.0012;0.1722
0.0002;0.0005;0.0010;0.0011;0.1735
0.0002;0.0005;0.0009;0.0010;0.1748
0.0001;0.0005;0.0007;0.0009;0.1760
0.0001;0.0006;0.0009;0.0011;0.1773
0.0001;0.0007;0.0010;0.0012;0.1785
0.0004;0.0006;0.0007;0.0010;0.1798
0.0005;0.0006;0.0007;0.0011;0.1811
0.0006;0.0007;0.0006;0.0011;0.1824
0.0006;0.0009;0.0007;0.0013;0.1837
0.0004;0.0010;0.0010;0.0014;0.1850
0.0004;0.0009;0.0011;0.0014;0.1863
0.0004;0.0009;0.0012;0.0015;0.1876
0.0004;0.0010;0.0017;0.0020;0.1889
0.0005;0.0010;0.0017;0.0020;0.1901
0.0006;0.0009;0.0017;0.0020;0.1914
0.0007;0.0009;0.0023;0.0026;0.1965
0.0006;0.0006;0.0024;0.0026;0.1985
0.0005;0.0005;0.0026;0.0027;0.2001
0.0005;0.0007;0.0026;0.0027;0.2019
0.0006;0.0007;0.0026;0.0027;0.2034
0.0009;0.0007;0.0026;0.0028;0.2047
0.0011;0.0010;0.0024;0.0028;0.2061
0.0012;0.0010;0.0023;0.0028;0.2074
0.0013;0.0010;0.0022;0.0028;0.2088
0.0015;0.0010;0.0021;0.0027;0.2102
0.0017;0.0007;0.0015;0.0024;0.2119
0.0017;0.0007;0.0011;0.0022;0.2134
0.0016;0.0009;0.0007;0.0019;0.2151
0.0015;0.0007;0.0007;0.0018;0.2169
0.0013;0.0007;0.0010;0.0018;0.2186
0.0012;0.0007;0.0012;0.0019;0.2201
0.0011;0.0009;0.0011;0.0018;0.2215
0.0010;0.0011;0.0010;0.0018;0.2229
0.0011;0.0012;0.0010;0.0019;0.2243
0.0011;0.0012;0.0011;0.0020;0.2257
0.0010;0.0010;0.0010;0.0017;0.2272
0.0010;0.0009;0.0011;0.0017;0.2287
0.0009;0.0009;0.0015;0.0019;0.2301
0.0006;0.0009;0.0015;0.0018;0.2315
0.0004;0.0010;0.0012;0.0016;0.2329
0.0004;0.0009;0.0013;0.0016;0.2342
0.0005;0.0007;0.0012;0.0015;0.2362
0.0005;0.0007;0.0010;0.0013;0.2381
0.0005;0.0007;0.0009;0.0012;0.2394
0.0006;0.0009;0.0007;0.0013;0.2408
0.0007;0.0010;0.0007;0.0014;0.2422
0.0007;0.0010;0.0009;0.0015;0.2437
0.0007;0.0007;0.0009;0.0013;0.2452
0.0007;0.0007;0.0007;0.0013;0.2467
0.0006;0.0006;0.0006;0.0011;0.2483
0.0009;0.0006;0.0006;0.0012;0.2509
0.0009;0.0005;0.0005;0.0011;0.2522
0.0010;0.0004;0.0005;0.0012;0.2546
0.0012;0.0002;0.0007;0.0014;0.2559
0.0013;0.0002;0.0009;0.0016;0.2572
0.0013;0.0001;0.0010;0.0017;0.2585
0.0012;0.0001;0.0011;0.0016;0.2597
0.0012;0.0004;0.0012;0.0018;0.2611
0.0011;0.0004;0.0010;0.0015;0.2624
0.0011;0.0004;0.0009;0.0014;0.2637
0.0013;0.0004;0.0005;0.0015;0.2650
0.0015;0.0004;0.0005;0.0016;0.2663
