ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0006;0.0000;-0.0002;0.0007;0.0000
-0.0006;0.0000;-0.0005;0.0008;0.0025
-0.0005;-0.0001;-0.0004;0.0006;0.0049
-0.0005;-0.0002;-0.0004;0.0007;0.0062
-0.0006;-0.0004;-0.0002;0.0008;0.0075
-0.0006;-0.0004;0.0001;0.0007;0.0088
-0.0006;-0.0005;0.0004;0.0009;0.0100
-0.0006;-0.0004;0.0006;0.0009;0.0113
-0.0005;-0.0001;0.0005;0.0007;0.0126
-0.0004;0.0000;0.0005;0.0006;0.0149
-0.0004;0.0001;0.0006;0.0007;0.0162
-0.0001;0.0002;0.0006;0.0007;0.0174
0.0000;0.0005;0.0006;0.0008;0.0187
-0.0001;0.0006;0.0005;0.0008;0.0200
-0.0002;0.0006;0.0004;0.0008;0.0212
-0.0002;0.0005;0.0005;0.0007;0.0225
-0.0004;0.0005;0.0002;0.0007;0.0238
-0.0004;0.0006;0.0002;0.0008;0.0251
-0.0002;0.0006;0.0001;0.0007;0.0264
-0.0001;0.0009;-0.0001;0.0009;0.0277
-0.0001;0.0009;-0.0002;0.0009;0.0289
-0.0002;0.0007;-0.0001;0.0008;0.0312
-0.0002;0.0005;-0.0002;0.0006;0.0325
-0.0002;0.0005;-0.0005;0.0007;0.0338
-0.0001;0.0005;-0.0006;0.0008;0.0351
-0.0001;0.0006;-0.0006;0.0009;0.0363
-0.0001;0.0009;-0.0007;0.0011;0.0376
-0.0002;0.0011;-0.0007;0.0013;0.0389
-0.0004;0.0011;-0.0006;0.0013;0.0401
-0.0002;0.0011;-0.0006;0.0013;0.0414
-0.0001;0.0011;-0.0006;0.0013;0.0427
-0.0001;0.0012;-0.0006;0.0014;0.0451
-0.0002;0.0012;-0.0005;0.0013;0.0474
-0.0004;0.0012;-0.0005;0.0014;0.0487
-0.0002;0.0013;-0.0005;0.0014;0.0499
-0.0001;0.0013;-0.0004;0.0014;0.0512
-0.0001;0.0013;-0.0002;0.0014;0.0525
0.0001;0.0013;-0.0005;0.0014;0.0537
0.0001;0.0013;-0.0007;0.0015;0.0550
0.0001;0.0013;-0.0009;0.0016;0.0563
-0.0001;0.0012;-0.0005;0.0013;0.0576
-0.0002;0.0011;-0.0004;0.0012;0.0589
-0.0001;0.0012;-0.0004;0.0013;0.0601
0.0000;0.0012;-0.0004;0.0013;0.0614
0.0002;0.0013;-0.0001;0.0014;0.0627
0.0005;0.0013;-0.0002;0.0014;0.0639
0.0006;0.0015;-0.0004;0.0016;0.0653
0.0010;0.0016;-0.0004;0.0019;0.0666
0.0011;0.0016;-0.0006;0.0020;0.0678
0.0011;0.0016;-0.0005;0.0020;0.0702
0.0010;0.0016;-0.0006;0.0020;0.0714
0.0009;0.0016;-0.0007;0.0019;0.0727
0.0009;0.0015;-0.0006;0.0018;0.0740
0.0007;0.0013;-0.0006;0.0016;0.0753
0.0005;0.0012;-0.0005;0.0014;0.0765
0.0002;0.0011;-0.0001;0.0011;0.0778
0.0002;0.0011;0.0000;0.0011;0.0790
