Frecuencia(Hz);%Magnitud_X(g);%Magnitud_Y(g);%Magnitud_Z(g);%Magnitud_RMS(g)
0.0;2.0;2.0;2.0;2.0
0.030517578125;0.0186674570178;0.0450567502687;0.635629361969;0.0668561697379
0.06103515625;0.0158946307085;0.0698751605247;0.394606117354;0.01803307528
0.091552734375;0.0164817701334;0.0437459295115;0.142602049503;0.0532368735905
0.1220703125;0.000947615852031;0.0821298772461;0.261387021626;0.0741946907284
0.152587890625;0.00655084788648;0.0642488320245;0.156695225393;0.0656803564217
0.18310546875;0.00238280008418;0.00646241808097;0.540708082086;0.0401665419328
0.213623046875;0.00845456645782;0.0423417769038;0.271648586738;0.0378798269008
0.244140625;0.00732523448003;0.0371794963362;0.152878025332;0.0746990505927
0.274658203125;0.00601857467628;0.0390347788244;0.384222883099;0.06526001993
0.30517578125;0.00780688385882;0.0361669578115;0.181769021508;0.0356556303752
0.335693359375;0.00840350699725;0.0460542710602;0.517755848448;0.0327682808799
0.3662109375;0.00453900780582;0.0233587061048;0.160278798973;0.0579563740346
0.396728515625;0.00133978705568;0.0217211952746;0.208003349642;0.06743952652
0.42724609375;0.00559023815442;0.0549700778899;0.358634230087;0.0369453969264
0.457763671875;0.00421787294953;0.0384677618872;0.342813059703;0.0303314772052
0.48828125;0.00275403391274;0.0290106778215;0.255517260153;0.0612703933323
0.518798828125;0.0117262194554;0.0133794610295;0.337256703075;0.0462936696739
0.54931640625;0.00856864287954;0.0438921073617;0.532222957909;0.035694860135
0.579833984375;0.0084973538671;0.0307422558881;0.405299109373;0.0222336642247
0.6103515625;0.00665164676445;0.00998318125242;0.214141098864;0.0467923555506
0.640869140625;0.00165261792497;0.0419926235222;0.278757320336;0.0648511330402
0.67138671875;0.0033950334615;0.0023827370562;0.131610925002;0.0303283031555
0.701904296875;0.00571664013816;0.0215613711915;0.680444712994;0.027441322906
0.732421875;0.0130260558086;0.025085561566;0.402367393531;0.0491462617567
0.762939453125;0.000289610637998;0.0379105397466;0.481531559811;0.045732897888
0.79345703125;0.00906090238652;0.0402488013497;0.572100170014;0.0318183680906
0.823974609375;0.00466970709452;0.00997181997088;0.330280541522;0.00336369004588
0.8544921875;0.00118199419421;0.0248077248265;0.353398158095;0.0435667752882
0.885009765625;0.00830039279136;0.0542623923894;0.170413328418;0.0601992752647
0.91552734375;0.00709819056414;0.0540068125536;0.253839773;0.0321241032095
0.946044921875;0.00237912379778;0.0139759581442;0.344553547829;0.014528219572
0.9765625;0.00713665248707;0.0302952409626;0.126172135853;0.0422909526985
1.00708007812;0.00236566912803;0.0304471624673;0.320917331762;0.0543179982315
1.03759765625;0.0167735128507;0.0149052846747;0.649962483199;0.0342966864211
1.06811523438;0.00242967503104;0.0197891073735;0.448539719649;0.00627245919036
1.0986328125;0.00884719504508;0.0354942589699;0.190773994698;0.042091175247
1.12915039062;0.00888322762714;0.0256773966536;0.137637879161;0.0438737236555
1.15966796875;0.00899879339212;0.0206195828326;0.458885655434;0.0229257576206
1.19018554688;0.00573731154744;0.0192139523051;0.599785073107;0.0205331337992
1.220703125;0.00533226122291;0.0175295140502;0.122571647471;0.0195856340874
1.25122070312;0.00573917708579;0.0298429737255;0.117726910731;0.0450874381116
1.28173828125;0.00912091265086;0.0125972272044;0.810961885156;0.0421218602738
1.31225585938;0.00647710741941;0.0332850971403;0.365254014058;0.0195681134593
1.3427734375;0.00260358191275;0.00660505191141;0.0767444819214;0.0432705593109
1.37329101562;0.0062693803597;0.00779745872154;0.322215060281;0.0464310939304
1.40380859375;0.00387772165471;0.0468710888092;0.245176135608;0.0354036571934
