ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0825;0.0841;0.9950;1.0019;0.0000
-0.0807;0.0850;0.9957;1.0026;0.5087
-0.0814;0.0850;0.9943;1.0012;0.7622
-0.0798;0.0854;0.9963;1.0032;1.0174
-0.0814;0.0853;0.9960;1.0029;1.2726
-0.0811;0.0850;0.9958;1.0027;1.5282
-0.0817;0.0844;0.9974;1.0043;1.7835
-0.0813;0.0841;0.9961;1.0029;2.0387
-0.0814;0.0851;0.9957;1.0027;2.2940
-0.0808;0.0854;0.9958;1.0028;2.5492
-0.0804;0.0840;0.9969;1.0037;2.8045
-0.0815;0.0848;0.9971;1.0040;3.0598
-0.0806;0.0845;0.9966;1.0034;3.3154
-0.0814;0.0842;0.9966;1.0034;3.5707
-0.0819;0.0846;0.9950;1.0019;3.8260
-0.0808;0.0852;0.9968;1.0037;4.0815
-0.0813;0.0850;0.9955;1.0024;4.3367
-0.0802;0.0841;0.9955;1.0022;4.5921
-0.0811;0.0852;0.9983;1.0052;4.8473
-0.0815;0.0857;0.9966;1.0036;5.1027
-0.0806;0.0846;0.9962;1.0030;5.3584
-0.0814;0.0847;0.9951;1.0020;5.6137
-0.0813;0.0847;0.9934;1.0003;5.8691
-0.0818;0.0841;0.9968;1.0037;6.1249
-0.0807;0.0846;0.9945;1.0014;6.3802
-0.0814;0.0848;0.9949;1.0018;6.6355
-0.0819;0.0852;0.9962;1.0032;6.8906
-0.0812;0.0848;0.9963;1.0032;7.1444
-0.0812;0.0841;0.9979;1.0047;7.3996
-0.0812;0.0854;0.9972;1.0041;7.6550
-0.0814;0.0853;0.9971;1.0040;7.9103
-0.0809;0.0850;0.9967;1.0036;8.1658
-0.0818;0.0852;0.9969;1.0039;8.4210
-0.0813;0.0836;0.9969;1.0037;8.6765
-0.0800;0.0858;0.9957;1.0026;8.9318
-0.0814;0.0846;0.9955;1.0024;9.1871
-0.0804;0.0847;0.9961;1.0029;9.4426
-0.0801;0.0850;0.9946;1.0015;9.6981
-0.0815;0.0848;0.9954;1.0023;9.9534
-0.0812;0.0851;0.9974;1.0043;10.2084
-0.0803;0.0844;0.9957;1.0025;10.4618
-0.0804;0.0836;0.9971;1.0038;10.7153
-0.0808;0.0853;0.9965;1.0034;10.9707
-0.0811;0.0839;0.9965;1.0033;11.2261
-0.0804;0.0847;0.9957;1.0026;11.4816
-0.0808;0.0851;0.9963;1.0032;11.7370
-0.0808;0.0851;0.9957;1.0026;11.9926
-0.0808;0.0847;0.9958;1.0027;12.2479
-0.0807;0.0845;0.9955;1.0023;12.5031
-0.0814;0.0848;0.9963;1.0033;12.7584
-0.0812;0.0844;0.9983;1.0051;13.0138
-0.0806;0.0845;0.9950;1.0018;13.2692
-0.0803;0.0845;0.9971;1.0039;13.5227
-0.0818;0.0846;0.9966;1.0035;13.7779
-0.0815;0.0848;0.9958;1.0028;14.0332
-0.0813;0.0845;0.9966;1.0035;14.2885
-0.0808;0.0842;0.9967;1.0035;14.5438
-0.0804;0.0856;0.9960;1.0029;14.7991
-0.0806;0.0858;0.9963;1.0033;15.0548
-0.0808;0.0850;0.9951;1.0020;15.3100
-0.0818;0.0850;0.9973;1.0043;15.5652
-0.0813;0.0840;0.9962;1.0030;15.8204
-0.0806;0.0846;0.9954;1.0022;16.0757
-0.0803;0.0859;0.9963;1.0033;16.3310
-0.0803;0.0844;0.9951;1.0019;16.5862
-0.0809;0.0852;0.9967;1.0036;16.8416
