ax(g);ay(g);az(g);accRMS(g);time(s)
0.0006;0.0007;0.0009;0.0013;0.0000
0.0007;0.0007;0.0007;0.0013;0.0025
0.0007;0.0007;0.0005;0.0011;0.0038
0.0006;0.0006;0.0007;0.0011;0.0051
0.0005;0.0005;0.0007;0.0010;0.0063
0.0004;0.0004;0.0009;0.0010;0.0076
0.0006;0.0002;0.0011;0.0013;0.0089
0.0006;0.0002;0.0012;0.0014;0.0102
0.0005;0.0002;0.0013;0.0014;0.0114
0.0005;0.0001;0.0015;0.0015;0.0127
0.0006;0.0001;0.0018;0.0019;0.0140
0.0006;0.0000;0.0018;0.0019;0.0152
0.0005;-0.0002;0.0018;0.0019;0.0165
0.0005;-0.0004;0.0016;0.0017;0.0178
0.0004;-0.0004;0.0015;0.0016;0.0192
0.0004;-0.0004;0.0016;0.0017;0.0205
0.0004;-0.0002;0.0015;0.0015;0.0217
0.0005;-0.0004;0.0012;0.0014;0.0230
0.0006;-0.0005;0.0013;0.0016;0.0243
0.0007;-0.0004;0.0011;0.0014;0.0267
0.0007;-0.0004;0.0010;0.0013;0.0280
0.0009;-0.0004;0.0011;0.0014;0.0292
0.0009;-0.0002;0.0012;0.0015;0.0305
0.0009;-0.0004;0.0015;0.0017;0.0318
0.0006;-0.0002;0.0016;0.0017;0.0330
0.0006;-0.0004;0.0016;0.0017;0.0343
0.0005;-0.0004;0.0015;0.0016;0.0355
0.0004;-0.0004;0.0015;0.0016;0.0369
0.0001;-0.0004;0.0015;0.0015;0.0381
0.0000;-0.0004;0.0016;0.0016;0.0404
0.0000;-0.0004;0.0015;0.0015;0.0417
0.0000;-0.0004;0.0013;0.0014;0.0430
0.0001;-0.0005;0.0012;0.0013;0.0442
0.0002;-0.0005;0.0012;0.0013;0.0455
0.0002;-0.0004;0.0013;0.0014;0.0467
0.0004;0.0000;0.0015;0.0015;0.0480
0.0004;0.0000;0.0013;0.0014;0.0503
0.0004;-0.0001;0.0012;0.0013;0.0516
0.0002;-0.0001;0.0011;0.0011;0.0528
0.0004;-0.0001;0.0012;0.0013;0.0541
0.0004;-0.0001;0.0015;0.0015;0.0554
0.0004;0.0000;0.0015;0.0015;0.0567
0.0005;0.0001;0.0012;0.0013;0.0580
0.0005;0.0002;0.0011;0.0012;0.0592
0.0006;0.0002;0.0011;0.0013;0.0605
0.0006;0.0002;0.0012;0.0014;0.0617
0.0005;0.0001;0.0010;0.0011;0.0630
0.0006;0.0002;0.0011;0.0013;0.0653
0.0007;0.0005;0.0012;0.0015;0.0666
0.0007;0.0005;0.0013;0.0016;0.0679
0.0007;0.0005;0.0012;0.0015;0.0692
0.0007;0.0004;0.0010;0.0013;0.0704
0.0007;0.0005;0.0010;0.0013;0.0717
0.0007;0.0006;0.0010;0.0014;0.0729
0.0006;0.0006;0.0010;0.0013;0.0742
0.0005;0.0006;0.0012;0.0014;0.0755
0.0005;0.0006;0.0013;0.0016;0.0768
0.0005;0.0006;0.0012;0.0014;0.0780
0.0006;0.0005;0.0011;0.0013;0.0793
0.0007;0.0006;0.0010;0.0014;0.0806
0.0007;0.0006;0.0007;0.0012;0.0818
0.0007;0.0005;0.0007;0.0011;0.0831
0.0006;0.0005;0.0007;0.0011;0.0854
0.0005;0.0005;0.0009;0.0011;0.0867
0.0004;0.0006;0.0006;0.0009;0.0880
0.0002;0.0007;0.0006;0.0010;0.0892
0.0001;0.0009;0.0006;0.0011;0.0905
0.0000;0.0007;0.0006;0.0010;0.0917
0.0000;0.0006;0.0005;0.0008;0.0930
0.0001;0.0007;0.0004;0.0008;0.0943
0.0001;0.0007;0.0002;0.0008;0.0955
0.0001;0.0007;0.0004;0.0008;0.0968
0.0000;0.0007;0.0004;0.0008;0.0981
0.0000;0.0006;0.0001;0.0006;0.0994
-0.0001;0.0007;-0.0001;0.0008;0.1007
-0.0002;0.0007;-0.0004;0.0009;0.1019
-0.0002;0.0007;-0.0002;0.0008;0.1032
-0.0002;0.0006;-0.0002;0.0007;0.1044
-0.0002;0.0005;-0.0002;0.0006;0.1057
-0.0002;0.0005;-0.0001;0.0006;0.1070
-0.0005;0.0007;-0.0004;0.0010;0.1082
-0.0005;0.0007;-0.0006;0.0011;0.1095
