ax(g);ay(g);az(g);accRMS(g);time(s)
0.0004;0.0000;0.0010;0.0010;0.0000
0.0004;0.0000;0.0007;0.0008;0.0033
0.0006;0.0000;0.0009;0.0011;0.0052
0.0009;-0.0001;0.0011;0.0014;0.0084
0.0009;-0.0002;0.0010;0.0013;0.0104
0.0010;-0.0004;0.0007;0.0013;0.0125
0.0012;-0.0002;0.0006;0.0014;0.0147
0.0012;-0.0002;0.0005;0.0013;0.0171
0.0012;-0.0002;0.0001;0.0013;0.0190
0.0011;-0.0002;0.0002;0.0012;0.0210
0.0011;-0.0001;0.0001;0.0011;0.0230
0.0010;-0.0002;0.0000;0.0010;0.0250
0.0009;-0.0002;0.0006;0.0011;0.0270
0.0009;-0.0001;0.0010;0.0013;0.0288
0.0012;0.0000;0.0011;0.0016;0.0312
0.0012;0.0002;0.0009;0.0015;0.0330
0.0013;0.0002;0.0006;0.0015;0.0350
0.0010;0.0002;0.0006;0.0012;0.0370
0.0010;0.0000;0.0002;0.0010;0.0394
0.0010;0.0000;0.0000;0.0010;0.0412
0.0007;0.0000;0.0002;0.0008;0.0433
0.0006;0.0000;0.0007;0.0010;0.0455
0.0004;0.0001;0.0007;0.0008;0.0475
0.0004;0.0002;0.0006;0.0008;0.0492
0.0004;0.0002;0.0005;0.0007;0.0510
0.0005;0.0002;0.0007;0.0009;0.0529
0.0006;0.0002;0.0009;0.0011;0.0551
0.0006;0.0001;0.0009;0.0011;0.0569
0.0005;0.0001;0.0010;0.0011;0.0587
0.0005;0.0001;0.0009;0.0010;0.0625
0.0004;0.0004;0.0006;0.0008;0.0643
0.0004;0.0004;0.0007;0.0009;0.0660
0.0005;0.0004;0.0009;0.0011;0.0678
0.0009;0.0002;0.0006;0.0011;0.0695
0.0010;0.0004;0.0005;0.0012;0.0713
0.0012;0.0006;0.0004;0.0014;0.0730
0.0013;0.0007;0.0002;0.0015;0.0760
0.0013;0.0009;0.0002;0.0016;0.0773
0.0015;0.0009;0.0002;0.0017;0.0787
0.0012;0.0009;-0.0004;0.0015;0.0813
0.0013;0.0007;-0.0005;0.0016;0.0829
0.0015;0.0009;-0.0005;0.0018;0.0846
0.0016;0.0009;-0.0006;0.0019;0.0863
0.0015;0.0009;-0.0007;0.0018;0.0889
0.0016;0.0009;-0.0012;0.0022;0.0904
0.0017;0.0006;-0.0012;0.0022;0.0920
0.0017;0.0005;-0.0010;0.0020;0.0938
0.0017;0.0006;-0.0011;0.0021;0.0953
0.0016;0.0006;-0.0011;0.0020;0.0971
0.0015;0.0006;-0.0011;0.0019;0.0990
0.0015;0.0006;-0.0006;0.0017;0.1006
0.0015;0.0006;-0.0005;0.0017;0.1022
0.0015;0.0006;-0.0002;0.0016;0.1050
0.0015;0.0007;-0.0001;0.0016;0.1064
0.0013;0.0006;-0.0001;0.0015;0.1080
0.0012;0.0006;0.0001;0.0014;0.1098
0.0013;0.0004;0.0004;0.0014;0.1114
0.0012;0.0004;0.0001;0.0013;0.1131
0.0011;0.0002;0.0001;0.0011;0.1148
0.0011;0.0002;0.0002;0.0012;0.1179
0.0009;0.0005;0.0004;0.0011;0.1195
0.0007;0.0002;0.0002;0.0008;0.1211
0.0006;0.0001;0.0004;0.0007;0.1226
0.0006;0.0001;0.0006;0.0009;0.1244
0.0006;0.0002;0.0006;0.0009;0.1260
0.0005;0.0004;0.0009;0.0011;0.1275
0.0006;0.0002;0.0009;0.0011;0.1292
0.0007;0.0002;0.0007;0.0011;0.1308
0.0006;0.0001;0.0005;0.0008;0.1331
0.0006;0.0002;0.0002;0.0007;0.1347
0.0005;0.0001;-0.0002;0.0006;0.1361
0.0005;0.0000;-0.0002;0.0005;0.1375
0.0005;0.0000;-0.0001;0.0005;0.1392
0.0004;0.0000;0.0000;0.0004;0.1407
0.0005;0.0000;0.0004;0.0006;0.1423
0.0006;-0.0001;0.0002;0.0007;0.1438
0.0007;-0.0004;0.0002;0.0009;0.1452
0.0007;-0.0002;0.0002;0.0008;0.1466
0.0007;0.0000;0.0002;0.0008;0.1483
0.0009;0.0001;0.0001;0.0009;0.1499
0.0009;0.0004;0.0004;0.0010;0.1513
0.0009;0.0005;0.0005;0.0011;0.1527
0.0007;0.0006;0.0006;0.0011;0.1542
0.0006;0.0006;0.0006;0.0011;0.1556
0.0001;0.0002;0.0006;0.0007;0.1571
0.0000;0.0001;0.0005;0.0005;0.1590
0.0001;0.0002;0.0005;0.0006;0.1605
0.0000;0.0001;0.0005;0.0005;0.1627
0.0001;0.0001;0.0002;0.0003;0.1643
0.0002;0.0001;0.0004;0.0005;0.1658
0.0001;0.0001;0.0007;0.0008;0.1673
0.0000;0.0001;0.0007;0.0007;0.1687
0.0000;0.0001;0.0009;0.0009;0.1715
0.0000;0.0001;0.0010;0.0010;0.1731
0.0000;0.0001;0.0009;0.0009;0.1746
0.0000;0.0000;0.0007;0.0007;0.1760
0.0001;-0.0001;0.0006;0.0006;0.1774
0.0004;-0.0002;0.0005;0.0007;0.1790
0.0005;-0.0001;0.0006;0.0008;0.1805
0.0006;-0.0001;0.0006;0.0009;0.1820
0.0007;0.0000;0.0004;0.0008;0.1835
0.0006;0.0000;0.0005;0.0008;0.1849
0.0005;-0.0002;0.0006;0.0008;0.1863
0.0004;0.0000;0.0002;0.0004;0.1915
0.0002;0.0000;0.0009;0.0009;0.1969
0.0002;-0.0002;0.0009;0.0009;0.1986
0.0002;0.0001;0.0004;0.0005;0.2003
0.0002;0.0001;0.0006;0.0007;0.2029
0.0002;0.0001;0.0009;0.0009;0.2045
0.0002;0.0001;0.0007;0.0008;0.2061
0.0004;0.0002;0.0007;0.0009;0.2078
0.0005;0.0005;0.0005;0.0008;0.2095
0.0005;0.0006;0.0002;0.0008;0.2111
0.0004;0.0005;0.0002;0.0007;0.2128
0.0004;0.0009;0.0000;0.0009;0.2145
0.0004;0.0010;0.0000;0.0010;0.2170
0.0005;0.0010;0.0001;0.0011;0.2191
0.0006;0.0011;0.0000;0.0013;0.2210
0.0005;0.0010;0.0000;0.0011;0.2229
0.0006;0.0010;-0.0002;0.0012;0.2246
0.0006;0.0010;0.0000;0.0012;0.2264
0.0007;0.0009;-0.0001;0.0011;0.2279
0.0007;0.0010;0.0000;0.0012;0.2296
0.0007;0.0010;-0.0001;0.0012;0.2316
0.0006;0.0009;-0.0002;0.0011;0.2331
0.0006;0.0007;-0.0001;0.0010;0.2347
0.0006;0.0007;-0.0002;0.0010;0.2367
0.0009;0.0010;-0.0001;0.0013;0.2393
0.0007;0.0010;0.0000;0.0012;0.2408
0.0006;0.0010;0.0001;0.0012;0.2423
0.0007;0.0010;0.0001;0.0012;0.2460
0.0007;0.0011;0.0000;0.0013;0.2474
0.0009;0.0011;0.0001;0.0014;0.2488
0.0010;0.0010;0.0001;0.0014;0.2504
0.0010;0.0009;0.0002;0.0013;0.2520
0.0011;0.0010;0.0005;0.0015;0.2534
0.0011;0.0010;0.0006;0.0016;0.2548
0.0012;0.0010;0.0005;0.0016;0.2561
0.0012;0.0010;0.0006;0.0017;0.2578
0.0012;0.0010;0.0009;0.0018;0.2595
0.0012;0.0011;0.0007;0.0018;0.2611
0.0012;0.0012;0.0006;0.0018;0.2629
0.0013;0.0013;0.0005;0.0020;0.2645
0.0012;0.0013;0.0002;0.0018;0.2661
0.0010;0.0015;0.0000;0.0018;0.2679
0.0011;0.0015;0.0002;0.0018;0.2698
0.0011;0.0016;0.0005;0.0020;0.2725
0.0011;0.0016;0.0006;0.0020;0.2739
0.0012;0.0017;0.0009;0.0023;0.2753
0.0013;0.0017;0.0009;0.0023;0.2769
0.0013;0.0018;0.0007;0.0024;0.2785
0.0012;0.0020;0.0009;0.0025;0.2803
0.0012;0.0020;0.0010;0.0025;0.2819
0.0013;0.0020;0.0011;0.0026;0.2834
0.0012;0.0021;0.0011;0.0026;0.2850
0.0012;0.0022;0.0006;0.0026;0.2866
0.0012;0.0021;0.0005;0.0025;0.2881
0.0010;0.0018;0.0001;0.0021;0.2895
0.0011;0.0018;0.0000;0.0021;0.2910
0.0009;0.0016;0.0000;0.0018;0.2928
0.0007;0.0015;0.0000;0.0016;0.2944
0.0007;0.0015;-0.0001;0.0016;0.2958
0.0005;0.0016;0.0001;0.0017;0.2973
0.0004;0.0016;0.0002;0.0016;0.2990
0.0004;0.0013;0.0004;0.0014;0.3008
0.0006;0.0013;0.0007;0.0016;0.3037
0.0007;0.0010;0.0007;0.0014;0.3052
0.0009;0.0009;0.0005;0.0013;0.3067
0.0007;0.0007;0.0006;0.0012;0.3082
0.0010;0.0007;0.0009;0.0015;0.3117
0.0009;0.0007;0.0006;0.0013;0.3135
0.0009;0.0007;0.0005;0.0012;0.3150
0.0009;0.0007;0.0002;0.0012;0.3166
0.0007;0.0006;0.0002;0.0010;0.3186
0.0011;0.0006;0.0001;0.0013;0.3206
0.0011;0.0004;0.0000;0.0012;0.3235
0.0013;0.0004;-0.0002;0.0014;0.3253
0.0011;0.0004;-0.0002;0.0012;0.3290
0.0013;0.0005;-0.0005;0.0015;0.3314
0.0013;0.0004;-0.0005;0.0015;0.3340
0.0012;0.0004;-0.0002;0.0013;0.3356
0.0012;0.0004;0.0000;0.0013;0.3371
0.0011;0.0004;0.0001;0.0012;0.3386
0.0012;0.0004;0.0000;0.0013;0.3403
0.0012;0.0005;0.0000;0.0013;0.3418
0.0010;0.0005;-0.0001;0.0011;0.3433
0.0010;0.0004;0.0000;0.0010;0.3447
0.0013;0.0002;0.0004;0.0014;0.3463
0.0013;0.0001;0.0002;0.0014;0.3478
0.0013;0.0002;0.0004;0.0014;0.3493
0.0012;0.0002;0.0004;0.0013;0.3509
0.0011;0.0001;0.0005;0.0012;0.3524
0.0010;0.0001;0.0004;0.0011;0.3538
0.0011;0.0004;0.0001;0.0012;0.3565
0.0011;0.0005;0.0000;0.0012;0.3579
0.0011;0.0007;0.0000;0.0013;0.3594
0.0011;0.0006;-0.0001;0.0013;0.3611
0.0011;0.0005;0.0001;0.0012;0.3626
0.0007;0.0004;0.0002;0.0009;0.3644
0.0009;0.0004;0.0001;0.0009;0.3659
0.0010;0.0002;0.0004;0.0011;0.3675
0.0009;0.0004;0.0005;0.0011;0.3690
0.0007;0.0004;0.0006;0.0010;0.3706
0.0006;0.0002;0.0009;0.0011;0.3720
0.0009;0.0002;0.0010;0.0013;0.3736
0.0011;0.0002;0.0007;0.0013;0.3754
0.0011;0.0002;0.0009;0.0014;0.3767
0.0010;0.0001;0.0010;0.0014;0.3782
0.0007;0.0000;0.0012;0.0014;0.3797
0.0005;0.0000;0.0011;0.0012;0.3814
0.0004;-0.0002;0.0010;0.0011;0.3833
0.0004;-0.0004;0.0011;0.0012;0.3848
0.0004;-0.0005;0.0010;0.0012;0.3862
0.0001;-0.0005;0.0013;0.0014;0.3877
0.0001;-0.0005;0.0015;0.0015;0.3891
0.0004;-0.0005;0.0013;0.0015;0.3909
0.0005;-0.0005;0.0012;0.0014;0.3924
0.0006;-0.0004;0.0011;0.0013;0.3947
0.0007;-0.0002;0.0007;0.0011;0.3967
0.0007;-0.0001;0.0006;0.0010;0.3989
0.0007;-0.0004;0.0002;0.0009;0.4018
0.0009;-0.0002;-0.0001;0.0009;0.4035
0.0010;-0.0002;0.0000;0.0010;0.4050
0.0011;-0.0002;0.0005;0.0012;0.4071
0.0012;-0.0002;0.0004;0.0013;0.4089
0.0013;-0.0001;0.0000;0.0013;0.4105
0.0013;0.0000;0.0000;0.0013;0.4123
0.0013;0.0001;0.0000;0.0013;0.4137
0.0013;0.0001;0.0001;0.0014;0.4153
0.0013;0.0001;0.0007;0.0015;0.4168
0.0013;0.0000;0.0010;0.0017;0.4183
0.0012;-0.0001;0.0010;0.0016;0.4197
0.0012;0.0000;0.0007;0.0014;0.4213
0.0011;0.0001;0.0009;0.0014;0.4229
0.0011;0.0001;0.0010;0.0015;0.4258
0.0011;0.0000;0.0011;0.0016;0.4273
0.0010;-0.0001;0.0011;0.0015;0.4287
0.0011;0.0000;0.0012;0.0016;0.4305
0.0010;0.0000;0.0013;0.0017;0.4333
0.0010;0.0000;0.0011;0.0015;0.4350
0.0013;-0.0001;0.0011;0.0017;0.4367
0.0015;-0.0002;0.0012;0.0019;0.4385
0.0013;-0.0002;0.0012;0.0018;0.4401
0.0015;0.0000;0.0010;0.0018;0.4416
0.0015;0.0001;0.0011;0.0018;0.4431
0.0015;-0.0001;0.0013;0.0020;0.4448
0.0015;-0.0001;0.0015;0.0021;0.4464
0.0016;-0.0001;0.0012;0.0020;0.4479
0.0016;-0.0001;0.0007;0.0018;0.4498
0.0016;0.0000;0.0006;0.0017;0.4513
0.0016;0.0004;0.0007;0.0018;0.4530
0.0017;0.0005;0.0007;0.0019;0.4546
0.0017;0.0006;0.0006;0.0019;0.4562
0.0018;0.0006;0.0005;0.0020;0.4578
0.0021;0.0005;0.0006;0.0022;0.4595
0.0022;0.0006;0.0006;0.0024;0.4612
0.0017;0.0006;0.0005;0.0019;0.4633
0.0017;0.0005;0.0005;0.0018;0.4650
0.0013;0.0004;0.0006;0.0015;0.4664
0.0013;0.0004;0.0005;0.0015;0.4678
0.0015;0.0004;0.0005;0.0016;0.4691
0.0016;0.0005;0.0009;0.0019;0.4707
0.0015;0.0005;0.0011;0.0019;0.4722
0.0017;0.0006;0.0010;0.0021;0.4737
0.0018;0.0006;0.0010;0.0022;0.4752
0.0017;0.0007;0.0005;0.0019;0.4767
0.0017;0.0009;0.0004;0.0019;0.4782
0.0016;0.0011;0.0005;0.0020;0.4797
0.0015;0.0009;0.0007;0.0018;0.4814
0.0012;0.0009;0.0007;0.0017;0.4829
0.0009;0.0007;0.0010;0.0015;0.4845
0.0007;0.0007;0.0012;0.0016;0.4861
0.0009;0.0007;0.0012;0.0017;0.4876
0.0010;0.0007;0.0009;0.0015;0.4892
0.0012;0.0006;0.0006;0.0015;0.4908
0.0012;0.0006;0.0007;0.0015;0.4926
0.0011;0.0006;0.0007;0.0015;0.4941
0.0010;0.0009;0.0009;0.0016;0.4960
0.0010;0.0006;0.0007;0.0014;0.4975
0.0010;0.0005;0.0009;0.0014;0.4991
0.0009;0.0005;0.0007;0.0012;0.5008
0.0009;0.0005;0.0006;0.0012;0.5025
0.0007;0.0005;0.0002;0.0009;0.5062
0.0006;0.0005;-0.0001;0.0008;0.5079
0.0005;0.0007;0.0000;0.0009;0.5110
0.0005;0.0009;0.0001;0.0010;0.5129
0.0005;0.0009;0.0000;0.0010;0.5145
0.0001;0.0010;0.0002;0.0010;0.5165
0.0001;0.0010;0.0001;0.0010;0.5193
0.0004;0.0011;0.0001;0.0012;0.5208
0.0006;0.0012;-0.0002;0.0014;0.5224
0.0006;0.0012;-0.0004;0.0014;0.5240
0.0007;0.0012;0.0001;0.0014;0.5256
0.0009;0.0012;0.0002;0.0015;0.5282
0.0006;0.0009;0.0005;0.0012;0.5295
0.0007;0.0009;0.0007;0.0013;0.5311
0.0009;0.0009;0.0010;0.0016;0.5329
0.0007;0.0010;0.0010;0.0016;0.5345
0.0007;0.0009;0.0011;0.0016;0.5360
0.0006;0.0009;0.0009;0.0014;0.5377
0.0006;0.0007;0.0009;0.0013;0.5395
0.0005;0.0006;0.0009;0.0012;0.5413
0.0006;0.0007;0.0005;0.0011;0.5431
0.0005;0.0007;0.0004;0.0010;0.5461
0.0004;0.0005;0.0006;0.0009;0.5476
0.0002;0.0004;0.0007;0.0009;0.5492
0.0001;0.0004;0.0010;0.0011;0.5508
-0.0001;0.0002;0.0007;0.0008;0.5535
0.0000;0.0000;0.0006;0.0006;0.5555
0.0000;-0.0001;0.0006;0.0006;0.5569
0.0000;-0.0001;0.0005;0.0005;0.5588
-0.0001;-0.0001;0.0005;0.0005;0.5604
-0.0004;-0.0002;0.0004;0.0006;0.5618
-0.0002;-0.0002;0.0001;0.0004;0.5632
-0.0001;-0.0002;-0.0001;0.0003;0.5647
0.0000;-0.0002;-0.0001;0.0003;0.5665
0.0000;-0.0001;-0.0001;0.0002;0.5694
0.0001;0.0002;0.0001;0.0003;0.5711
0.0000;0.0002;0.0004;0.0004;0.5733
-0.0002;0.0004;0.0004;0.0006;0.5756
-0.0004;0.0004;0.0005;0.0007;0.5808
-0.0002;0.0004;0.0006;0.0008;0.5823
-0.0001;0.0004;0.0009;0.0009;0.5837
0.0000;0.0004;0.0009;0.0009;0.5852
0.0000;0.0002;0.0011;0.0011;0.5866
0.0000;0.0002;0.0012;0.0012;0.5880
0.0000;-0.0001;0.0011;0.0011;0.5899
0.0002;-0.0001;0.0011;0.0011;0.5918
0.0002;0.0000;0.0012;0.0012;0.5938
0.0005;-0.0001;0.0013;0.0014;0.5956
0.0004;-0.0002;0.0012;0.0013;0.5986
0.0002;-0.0002;0.0009;0.0009;0.6006
0.0000;-0.0004;0.0009;0.0009;0.6034
-0.0002;-0.0005;0.0006;0.0008;0.6049
-0.0004;-0.0001;0.0004;0.0005;0.6065
-0.0002;0.0000;0.0004;0.0004;0.6080
-0.0001;0.0001;0.0006;0.0006;0.6096
-0.0001;0.0002;0.0002;0.0004;0.6125
-0.0002;0.0002;0.0004;0.0005;0.6142
-0.0004;0.0001;0.0002;0.0005;0.6159
-0.0001;0.0000;0.0001;0.0002;0.6176
-0.0001;-0.0001;0.0001;0.0002;0.6194
0.0001;-0.0001;0.0004;0.0004;0.6213
0.0001;-0.0001;0.0005;0.0005;0.6231
0.0001;-0.0001;0.0006;0.0006;0.6249
0.0000;-0.0002;0.0004;0.0004;0.6266
0.0000;-0.0001;0.0004;0.0004;0.6289
-0.0002;-0.0002;0.0004;0.0005;0.6318
0.0000;-0.0002;0.0002;0.0003;0.6337
0.0000;-0.0002;0.0005;0.0005;0.6355
-0.0001;-0.0002;0.0004;0.0005;0.6373
-0.0002;-0.0004;0.0005;0.0007;0.6390
-0.0001;-0.0006;0.0007;0.0010;0.6414
0.0000;-0.0007;0.0013;0.0015;0.6431
0.0000;-0.0006;0.0017;0.0018;0.6448
0.0000;-0.0005;0.0018;0.0019;0.6464
0.0000;-0.0006;0.0020;0.0020;0.6481
0.0000;-0.0006;0.0018;0.0019;0.6506
0.0001;-0.0006;0.0018;0.0019;0.6526
0.0000;-0.0002;0.0021;0.0021;0.6549
0.0002;-0.0002;0.0020;0.0020;0.6565
0.0000;-0.0002;0.0022;0.0022;0.6619
0.0000;-0.0001;0.0023;0.0023;0.6641
0.0000;0.0001;0.0022;0.0022;0.6663
-0.0001;0.0004;0.0021;0.0021;0.6684
-0.0004;0.0002;0.0018;0.0019;0.6705
-0.0005;0.0002;0.0017;0.0018;0.6726
-0.0005;0.0001;0.0020;0.0020;0.6746
-0.0006;0.0002;0.0020;0.0021;0.6764
-0.0006;0.0005;0.0016;0.0018;0.6783
-0.0005;0.0005;0.0015;0.0016;0.6798
-0.0006;0.0005;0.0013;0.0016;0.6827
-0.0006;0.0007;0.0012;0.0015;0.6845
-0.0004;0.0009;0.0012;0.0015;0.6866
