ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0016;-0.0001;0.0005;0.0017;0.0000
-0.0017;-0.0001;0.0005;0.0018;0.0029
-0.0017;-0.0002;0.0005;0.0018;0.0046
-0.0020;0.0000;0.0006;0.0020;0.0062
-0.0018;-0.0002;0.0005;0.0019;0.0092
-0.0017;-0.0004;0.0005;0.0018;0.0108
-0.0016;-0.0004;0.0006;0.0017;0.0124
-0.0016;-0.0005;0.0007;0.0018;0.0140
-0.0018;-0.0004;0.0006;0.0020;0.0159
-0.0020;-0.0002;0.0005;0.0020;0.0182
-0.0022;-0.0005;0.0004;0.0023;0.0198
-0.0022;-0.0005;0.0002;0.0023;0.0214
-0.0020;-0.0004;-0.0002;0.0020;0.0231
-0.0021;-0.0004;-0.0001;0.0021;0.0248
-0.0021;-0.0002;-0.0002;0.0021;0.0265
-0.0022;-0.0002;-0.0001;0.0022;0.0280
-0.0022;-0.0004;0.0001;0.0022;0.0295
-0.0021;-0.0004;0.0004;0.0021;0.0313
-0.0022;-0.0005;0.0002;0.0023;0.0331
-0.0022;-0.0005;0.0001;0.0023;0.0348
-0.0021;-0.0005;-0.0001;0.0021;0.0364
-0.0020;-0.0004;-0.0001;0.0020;0.0381
-0.0020;-0.0005;0.0001;0.0020;0.0398
-0.0018;-0.0005;0.0001;0.0019;0.0415
-0.0015;-0.0004;0.0000;0.0015;0.0432
-0.0015;-0.0004;0.0001;0.0015;0.0451
-0.0013;-0.0004;-0.0001;0.0014;0.0468
-0.0012;-0.0004;-0.0002;0.0013;0.0496
-0.0012;-0.0001;-0.0001;0.0012;0.0512
-0.0011;-0.0001;0.0004;0.0012;0.0529
-0.0012;-0.0001;0.0002;0.0013;0.0545
-0.0013;0.0000;0.0004;0.0014;0.0562
-0.0015;0.0001;0.0006;0.0016;0.0580
-0.0013;0.0001;0.0009;0.0016;0.0598
-0.0013;0.0001;0.0010;0.0017;0.0614
-0.0016;0.0000;0.0010;0.0019;0.0631
-0.0016;0.0000;0.0009;0.0018;0.0648
-0.0016;0.0001;0.0007;0.0018;0.0664
-0.0015;0.0006;0.0005;0.0017;0.0682
-0.0015;0.0007;0.0005;0.0017;0.0696
-0.0015;0.0009;0.0009;0.0019;0.0710
-0.0015;0.0010;0.0010;0.0020;0.0725
-0.0017;0.0007;0.0012;0.0022;0.0744
-0.0017;0.0007;0.0011;0.0022;0.0758
-0.0015;0.0007;0.0011;0.0020;0.0771
-0.0013;0.0007;0.0012;0.0020;0.0796
-0.0011;0.0006;0.0015;0.0019;0.0811
-0.0011;0.0005;0.0015;0.0019;0.0825
-0.0012;0.0004;0.0013;0.0019;0.0839
-0.0012;0.0005;0.0012;0.0018;0.0852
-0.0013;0.0004;0.0013;0.0019;0.0867
-0.0015;0.0002;0.0011;0.0018;0.0883
-0.0012;0.0000;0.0006;0.0014;0.0902
-0.0012;0.0000;0.0005;0.0013;0.0916
-0.0011;0.0002;0.0007;0.0013;0.0932
-0.0011;0.0004;0.0009;0.0014;0.0950
-0.0012;0.0007;0.0011;0.0018;0.1012
-0.0010;0.0007;0.0012;0.0017;0.1034
-0.0010;0.0006;0.0012;0.0017;0.1051
-0.0011;0.0006;0.0012;0.0018;0.1067
-0.0011;0.0006;0.0015;0.0019;0.1082
-0.0011;0.0006;0.0012;0.0018;0.1099
-0.0011;0.0006;0.0011;0.0017;0.1115
-0.0012;0.0007;0.0010;0.0017;0.1132
-0.0011;0.0007;0.0009;0.0016;0.1155
-0.0011;0.0005;0.0009;0.0015;0.1173
-0.0012;0.0005;0.0011;0.0017;0.1189
-0.0012;0.0005;0.0013;0.0019;0.1205
-0.0011;0.0005;0.0012;0.0017;0.1222
-0.0010;0.0005;0.0011;0.0015;0.1238
-0.0009;0.0005;0.0011;0.0015;0.1255
-0.0010;0.0006;0.0010;0.0015;0.1272
-0.0011;0.0006;0.0010;0.0016;0.1297
-0.0011;0.0005;0.0011;0.0016;0.1324
-0.0011;0.0005;0.0013;0.0018;0.1339
-0.0010;0.0004;0.0012;0.0016;0.1367
-0.0011;0.0002;0.0009;0.0014;0.1382
-0.0011;0.0001;0.0007;0.0013;0.1399
-0.0010;0.0001;0.0006;0.0012;0.1416
-0.0010;0.0001;0.0005;0.0011;0.1437
-0.0012;0.0004;0.0006;0.0014;0.1453
-0.0011;0.0005;0.0004;0.0013;0.1469
-0.0011;0.0005;0.0002;0.0012;0.1485
-0.0010;0.0002;0.0005;0.0011;0.1501
-0.0010;0.0002;0.0004;0.0011;0.1517
-0.0011;0.0001;0.0002;0.0011;0.1535
-0.0012;0.0000;0.0002;0.0012;0.1557
-0.0011;0.0000;0.0005;0.0012;0.1573
-0.0012;0.0001;0.0001;0.0012;0.1590
-0.0011;0.0001;0.0001;0.0011;0.1606
-0.0009;0.0002;0.0004;0.0010;0.1623
-0.0006;0.0004;0.0004;0.0008;0.1639
-0.0006;0.0002;0.0004;0.0008;0.1655
-0.0006;0.0002;0.0002;0.0007;0.1673
-0.0005;0.0001;0.0001;0.0005;0.1695
-0.0006;0.0000;-0.0001;0.0006;0.1711
-0.0006;-0.0001;-0.0004;0.0007;0.1727
-0.0005;-0.0004;-0.0004;0.0007;0.1743
-0.0002;-0.0005;0.0004;0.0007;0.1781
-0.0001;-0.0006;0.0004;0.0007;0.1797
-0.0004;-0.0009;0.0001;0.0009;0.1818
-0.0002;-0.0007;0.0000;0.0008;0.1836
-0.0002;-0.0004;-0.0002;0.0005;0.1854
0.0000;-0.0002;-0.0001;0.0003;0.1870
0.0001;-0.0001;0.0001;0.0002;0.1892
0.0001;0.0002;-0.0001;0.0003;0.1929
0.0000;0.0001;0.0000;0.0001;0.1949
0.0001;0.0001;-0.0002;0.0003;0.1966
-0.0002;0.0001;-0.0002;0.0004;0.1984
-0.0006;0.0002;-0.0004;0.0008;0.2013
-0.0005;0.0005;-0.0001;0.0007;0.2030
-0.0005;0.0005;0.0000;0.0007;0.2047
-0.0005;0.0004;0.0001;0.0006;0.2071
-0.0005;0.0001;0.0002;0.0006;0.2094
-0.0009;0.0000;-0.0002;0.0009;0.2112
-0.0009;-0.0001;-0.0002;0.0009;0.2130
-0.0005;0.0000;-0.0005;0.0007;0.2149
-0.0004;0.0000;-0.0006;0.0007;0.2171
-0.0006;0.0000;-0.0006;0.0009;0.2190
-0.0005;0.0001;-0.0005;0.0007;0.2208
-0.0005;0.0001;-0.0004;0.0006;0.2225
-0.0007;0.0002;-0.0002;0.0008;0.2253
-0.0007;0.0002;-0.0004;0.0009;0.2271
-0.0006;0.0002;-0.0002;0.0007;0.2287
-0.0002;0.0004;-0.0004;0.0006;0.2303
0.0000;0.0001;-0.0004;0.0004;0.2321
0.0001;0.0001;-0.0007;0.0008;0.2341
0.0002;0.0001;-0.0009;0.0009;0.2357
0.0002;0.0000;-0.0007;0.0008;0.2373
0.0004;0.0001;-0.0006;0.0007;0.2389
0.0002;0.0000;-0.0009;0.0009;0.2405
0.0004;0.0000;-0.0011;0.0012;0.2422
0.0002;0.0000;-0.0010;0.0010;0.2438
0.0002;0.0000;-0.0007;0.0008;0.2456
0.0005;0.0001;-0.0009;0.0010;0.2477
0.0005;0.0002;-0.0007;0.0009;0.2495
