gx(degree/s);gy(degree/s);gz(degree/s);inclinacionX;inclinacionY;time(s)
0.0000;0.0916;-0.0153;-33.8952;-6.0977;7.8230
0.0000;0.0458;0.0000;-50.2838;-15.9454;7.8252
-0.1221;-0.0458;-0.0153;-66.2973;5.0028;7.8274
0.0153;-0.0305;0.0458;-36.6992;-45.8186;7.8296
0.0916;-0.0763;0.0305;35.2644;-35.2644;7.8318
0.0305;0.0611;0.0916;27.2638;-11.7472;7.8340
0.1527;0.0000;0.1374;-4.7595;2.3777;7.8362
-0.0305;0.1069;0.0000;4.6952;19.1121;7.8386
0.0305;0.0916;-0.0305;26.9157;54.5697;7.8408
0.0611;0.1374;0.0458;-6.7185;13.5316;7.8435
0.1069;-0.0458;0.0000;-66.8678;21.5825;7.8464
0.0611;0.1221;-0.0611;-70.9744;11.2794;7.8488
0.1221;0.1679;-0.0916;-81.9340;-2.9871;7.8511
0.0763;0.1374;0.0305;-74.8760;9.0064;7.8535
0.0000;0.1221;0.0611;-47.6308;10.2135;7.8558
-0.0763;-0.0611;0.0000;-25.6946;-44.4582;7.8580
0.0611;0.0305;-0.0458;-8.3650;-35.5853;7.8602
0.0153;0.2290;-0.0153;-25.8902;-48.4640;7.8625
-0.0763;0.2443;0.0153;-42.5875;-42.5875;7.8647
-0.0458;0.2443;-0.0611;-30.5985;-43.9569;7.8669
0.0000;0.1527;-0.0611;-29.1683;-49.3007;7.8690
0.0305;0.1527;0.0153;-17.9202;-67.3801;7.8712
-0.0305;0.0458;-0.0305;-62.5995;-24.8688;7.8734
-0.1679;-0.0153;-0.0458;-46.4450;-15.1233;7.8756
-0.1069;0.0611;-0.0611;-43.0932;7.8533;7.8778
-0.0458;0.1679;-0.0916;-33.6901;-0.0000;7.8800
0.0153;0.1527;-0.0305;-26.4512;-62.9829;7.8822
-0.0458;0.0916;0.1069;-39.0016;-4.9231;7.8844
-0.0611;0.1221;0.0916;-57.9395;17.5009;7.8866
-0.0305;0.2595;0.1679;-41.3467;17.7521;7.8887
-0.0305;0.2290;0.0763;-31.0368;9.3705;7.8909
-0.0458;0.1221;-0.0153;-49.4427;5.5897;7.8931
-0.0305;0.1069;-0.0611;-73.7036;15.7071;7.8953
0.0000;-0.0611;-0.0458;-81.8699;-8.1301;7.8975
0.1069;-0.1527;0.0153;-35.4030;-48.1458;7.8997
0.1069;0.0305;-0.0916;-24.5559;-56.2184;7.9020
0.0458;0.1832;-0.0611;-8.4276;-19.9971;7.9042
0.0916;0.1221;0.0000;-41.1586;-21.4467;7.9064
0.0153;0.0916;-0.0153;-56.0257;-17.2280;7.9086
-0.0153;0.0763;-0.0916;-45.0000;-45.0000;7.9107
-0.0153;0.1069;-0.1679;7.1933;-73.7401;7.9132
0.0153;0.0153;-0.1527;10.0250;-44.1317;7.9154
0.0916;0.0000;0.0153;20.1291;-45.6224;7.9176
0.0458;0.0458;-0.0611;-6.0467;-53.1852;7.9198
-0.0305;-0.1221;-0.0763;-21.8799;-46.4373;7.9221
0.0000;-0.0305;-0.0458;-37.3831;-48.1702;7.9243
-0.1221;-0.0305;0.0153;-34.9771;-45.2135;7.9265
-0.1221;0.0611;0.0458;-46.0438;-35.6444;7.9287
-0.0611;0.1221;0.1832;-6.0810;-6.0810;7.9309
-0.1527;0.0000;0.1679;-2.3186;31.7304;7.9331
-0.1374;-0.0153;0.1221;-20.3745;20.3745;7.9352
-0.1374;0.1069;-0.0305;2.7140;5.4342;7.9374
-0.1069;0.0611;0.0763;69.5607;-8.9849;7.9396
-0.0305;0.1069;-0.0153;-29.0546;-0.0000;7.9420
0.0000;0.2137;-0.0153;-40.4839;-27.6286;7.9443
-0.0153;0.0611;0.0305;-45.9796;-27.2326;7.9468
0.0000;0.0305;-0.0305;-33.1785;-50.5868;7.9494
0.0153;0.1679;-0.0305;-22.8875;-45.4815;7.9520
0.0000;0.0916;-0.1221;23.4667;-27.0716;7.9548
0.0000;-0.0763;-0.0458;-2.7803;-29.0171;7.9574
0.0916;-0.0305;-0.0305;14.2382;-47.5494;7.9601
0.0305;-0.0611;0.0305;15.1584;-27.2326;7.9629
0.0000;-0.0305;0.0305;21.4167;-10.5197;7.9655
-0.0458;-0.0611;0.0153;19.9075;-69.4526;7.9677
-0.0458;0.0153;-0.1374;-19.0705;-62.4793;7.9699
0.0305;0.1832;-0.0458;-5.5477;-60.4659;7.9724
0.0916;0.2137;-0.0305;-6.4283;-34.0416;7.9751
0.0305;0.3053;0.0763;0.0000;-2.0454;7.9778
0.0763;0.1069;0.0153;1.8467;-20.7610;7.9800
-0.0153;0.1679;-0.0153;35.2644;-35.2644;7.9826
-0.0458;0.0763;-0.0305;6.5771;2.1881;7.9852
0.0000;0.0763;0.0611;-37.4952;-7.4947;7.9874
-0.0458;-0.0153;0.1069;-67.5931;5.3046;7.9897
-0.0153;0.0305;0.0458;-76.4842;-7.4488;7.9920
-0.0153;0.0153;0.0000;-43.7270;-38.7110;7.9942
-0.1374;-0.0153;0.0000;-35.5377;-54.4623;7.9964
-0.1221;0.0916;-0.0916;-46.0270;-25.0452;7.9985
-0.0458;-0.0153;-0.0458;-64.7606;-24.9682;8.0007
0.0458;-0.0305;0.0000;-15.6089;11.6423;8.0032
0.0000;-0.1069;0.0305;-26.3878;6.3794;8.0057
-0.1221;-0.0305;0.0153;-49.3352;4.8347;8.0079
-0.1374;-0.0305;0.0763;-20.6713;28.7751;8.0100
-0.0763;0.0458;0.0153;-18.4349;21.4001;8.0123
-0.1374;-0.0305;-0.0611;-76.2710;1.6869;8.0152
-0.0763;-0.0305;0.0305;-47.1342;-36.6709;8.0175
-0.0611;0.0611;0.0458;-33.8545;-54.7915;8.0197
0.0611;0.1374;0.0458;-63.2569;-26.5204;8.0220
0.1069;0.0763;0.0000;-69.1903;12.5982;8.0243
0.0763;0.1832;-0.0763;-68.9169;-20.7272;8.0269
0.0000;0.2290;0.0153;-28.2369;-43.7474;8.0291
-0.0305;0.1069;0.0153;-30.2324;-24.8087;8.0313
0.1069;0.0305;0.0000;-27.4466;-31.2341;8.0340
0.0611;-0.0305;-0.0153;1.7208;-32.7186;8.0363
0.1221;0.0763;0.0153;16.2858;-34.1152;8.0385
0.1527;0.1374;0.0305;-10.0928;-20.5171;8.0407
0.0763;0.1221;0.0153;-51.3266;29.2059;8.0429
0.0916;0.1221;0.0000;-47.5027;9.4302;8.0451
0.0916;0.0611;0.0000;-25.3769;-16.6015;8.0473
0.0153;0.1374;-0.0153;-46.2259;-20.4009;8.0495
0.0000;0.0763;0.0305;-74.9225;-15.0141;8.0517
0.0763;0.0153;0.1221;-50.2364;-20.4509;8.0541
0.1374;0.2290;0.0000;-26.3683;-33.7228;8.0563
-0.0305;0.1679;-0.0611;-21.6464;-28.8409;8.0586
-0.0916;0.1069;-0.0916;-17.4351;-5.7320;8.0608
-0.1069;0.0000;-0.1985;-34.2069;10.1184;8.0631
0.0153;-0.0916;-0.0611;-49.4956;9.5144;8.0653
0.0153;0.0305;-0.1069;-71.8520;15.0203;8.0675
-0.0153;0.1679;-0.1374;-35.4688;3.3265;8.0698
-0.0916;0.1221;-0.1527;-2.1153;4.2335;8.0721
-0.0916;0.1374;-0.1679;10.7369;-5.3448;8.0743
-0.0458;0.2443;-0.1221;3.1043;-40.5293;8.0765
0.0153;0.3206;-0.0916;3.7623;-27.3436;8.0787
-0.0611;0.3359;0.0305;-18.2456;-49.1685;8.0808
-0.0763;0.2901;0.0763;4.3080;-50.9152;8.0831
0.0763;0.1527;0.0305;-4.3533;-35.5880;8.0852
0.1069;0.1832;-0.0458;-12.5938;-23.5617;8.0875
0.0458;0.1832;0.1374;-37.8155;-46.7258;8.0897
0.0153;0.0763;0.1374;-18.0247;-46.2194;8.0920
-0.0611;0.1069;0.0763;-21.4063;-46.8829;8.0941
0.0305;0.0763;0.0000;-26.8778;-61.3524;8.0963
-0.0153;0.0305;0.0000;-29.7135;-36.1624;8.0985
-0.0153;0.2290;-0.0611;-13.6210;-34.0079;8.1007
0.0153;0.1221;-0.0458;-39.3699;6.4271;8.1031
-0.0763;0.0763;-0.0611;-39.8915;8.2968;8.1052
-0.0763;0.1679;0.0305;-44.5618;17.2693;8.1074
-0.1069;0.1069;-0.0153;-17.8272;14.5061;8.1096
-0.1374;0.0611;0.0153;-3.9643;6.6166;8.1118
-0.1221;0.0763;0.0305;-70.6828;-9.4462;8.1142
-0.0763;0.0611;0.0000;-48.1458;-41.4591;8.1164
0.0305;-0.0916;0.0153;-31.9657;-44.9009;8.1186
0.0305;-0.0458;0.1069;-15.7812;-40.7465;8.1208
-0.0305;0.0153;0.1069;-29.4527;-45.9428;8.1230
-0.0305;-0.0305;0.1832;10.5395;-58.6049;8.1252
0.0611;-0.0763;0.0763;42.1197;-47.0251;8.1273
0.1527;0.1832;-0.0458;-6.6984;-82.5067;8.1296
0.0611;0.1374;-0.1527;-9.8294;-69.8738;8.1318
0.1069;0.0611;-0.0153;-1.6366;-53.0990;8.1340
0.0458;0.0763;0.0611;-35.0553;-40.2529;8.1362
-0.0763;0.1221;0.0000;-34.6311;-38.1489;8.1386
-0.0305;0.1985;0.0000;-12.3557;-28.0834;8.1412
0.0153;0.1679;0.0000;10.0628;-29.9484;8.1436
-0.0458;0.0458;-0.0763;20.1803;-25.5450;8.1460
-0.1069;0.0153;-0.0153;8.5625;-17.3240;8.1482
-0.1374;0.0916;0.0611;-12.3557;-28.0834;8.1506
-0.1679;0.0763;0.1069;-53.5051;-35.9779;8.1532
-0.0611;0.1374;0.1527;-52.3968;-37.5481;8.1555
0.0305;0.1527;0.1069;-36.6804;-46.8944;8.1577
0.0305;0.0458;-0.0305;-41.6335;-48.3665;8.1600
-0.0305;0.0305;-0.0611;-17.5484;-17.5484;8.1623
0.0458;0.0458;-0.1069;-26.5651;-0.0000;8.1645
0.0916;-0.1832;-0.1069;9.4480;-55.1613;8.1667
0.1374;-0.1527;-0.1221;3.4794;-19.4992;8.1689
0.0916;-0.0153;-0.1679;2.5999;-39.4239;8.1712
0.0153;0.0305;-0.1069;28.5114;-4.5630;8.1734
0.0611;0.1069;-0.0153;8.5255;12.8486;8.1755
0.1527;-0.0153;0.0763;-53.0090;-22.0783;8.1777
0.1832;0.0458;0.0458;-24.5979;-6.6396;8.1799
0.1679;0.1679;0.0153;-33.1597;-11.9743;8.1821
0.1069;0.1221;0.0000;-33.5646;-20.4375;8.1843
0.0458;0.1221;0.0000;-43.2103;-17.8740;8.1865
0.0153;0.1527;0.0611;-66.4122;-21.8102;8.1887
-0.0305;0.1374;-0.0611;-66.2520;-15.7907;8.1910
-0.0305;0.0611;-0.1374;-45.0000;-45.0000;8.1932
0.0153;-0.0458;-0.1069;-56.1046;-16.0625;8.1954
0.1069;-0.0916;-0.0153;-77.0983;-3.1043;8.1976
-0.0153;-0.1221;-0.0458;-68.4319;20.4104;8.1998
-0.1221;-0.0458;0.0153;-38.6598;-0.0000;8.2021
-0.1221;-0.0611;0.0000;-23.1311;18.3167;8.2042
-0.0916;-0.1985;0.0000;-11.2748;23.0187;8.2064
-0.0458;-0.1527;-0.1069;-11.5240;-9.5833;8.2086
0.0916;0.0000;-0.1069;-3.5152;-10.5994;8.2108
0.0763;0.0000;-0.0611;28.0198;3.3665;8.2130
-0.0305;0.0153;-0.0763;-17.1266;-14.9321;8.2155
-0.0153;0.1527;-0.0611;-41.9694;9.6241;8.2176
0.1069;0.0916;0.0305;-59.3003;1.8250;8.2198
0.0153;0.0305;0.0458;-48.8257;19.7989;8.2221
-0.0763;0.0153;0.0000;-8.7260;15.0743;8.2243
-0.1069;0.0458;-0.0153;-2.1688;18.7641;8.2265
-0.1069;0.0305;0.0153;14.6047;21.3593;8.2286
0.1221;-0.0763;-0.0763;62.2087;8.4787;8.2308
0.0458;-0.0916;-0.0763;-23.8799;-16.8075;8.2330
-0.0611;-0.0305;0.0000;-7.5288;7.5288;8.2352
-0.1985;0.0305;0.0611;-4.1658;10.4634;8.2374
-0.0153;0.1527;0.0305;-27.8973;24.5760;8.2395
0.1069;0.0763;-0.0305;-32.3115;53.3008;8.2418
0.1832;0.1221;0.0305;-79.4446;-4.6991;8.2440
0.1527;0.1527;0.0611;-66.4903;-22.4626;8.2462
0.0916;0.0458;0.0916;-68.1986;-12.8756;8.2483
0.0611;-0.0153;0.0763;-56.9761;-30.2031;8.2505
0.1069;0.0305;-0.0153;-26.4649;-63.0370;8.2528
0.1221;0.0611;0.0153;-37.7805;-46.1164;8.2552
0.0611;0.0305;0.0611;-53.9292;-35.2644;8.2575
0.1527;0.0000;0.1527;-56.7115;-30.1026;8.2597
0.0611;0.0305;0.0916;-36.2538;-40.1750;8.2620
-0.0153;0.1527;0.0153;-16.1412;6.8428;8.2642
-0.0305;0.1832;0.0000;-76.7373;-9.3359;8.2664
-0.0611;0.0153;0.0153;-49.6801;-4.6034;8.2686
-0.0305;-0.0611;-0.0916;-47.7249;-28.4026;8.2708
0.0153;0.0305;-0.0916;-71.3907;-18.4155;8.2730
0.0153;0.2443;-0.0611;-49.2034;-15.6862;8.2751
0.0916;0.1374;-0.0611;-44.7272;-27.3956;8.2773
0.0305;0.0458;-0.0458;-29.5388;-60.4612;8.2795
0.0916;-0.1527;-0.0458;-19.0295;-69.6211;8.2818
-0.0153;-0.0305;-0.0458;-13.8527;-73.2764;8.2841
-0.0916;0.0458;-0.0153;2.0559;-68.8668;8.2864
-0.1985;-0.0611;0.0611;-17.4807;-68.1965;8.2886
-0.0458;-0.0153;0.0916;-42.0111;-25.7871;8.2917
0.0458;0.0153;0.1832;-10.5531;-27.2497;8.2942
-0.1985;0.0458;0.1374;-9.3050;-17.8913;8.2964
-0.1374;0.0916;-0.0763;-39.8158;-6.8100;8.2986
-0.1527;0.1069;-0.1679;-52.1811;-9.0903;8.3008
-0.1374;0.0763;-0.0916;-38.3555;-32.1333;8.3030
-0.1069;0.1832;-0.0916;-74.4910;-8.9410;8.3052
-0.0763;0.1832;-0.1069;-58.6713;31.3287;8.3074
-0.0305;0.1985;0.0000;-41.2920;38.6944;8.3097
0.1221;0.0458;0.0611;-40.9489;47.5027;8.3119
0.0000;0.1527;0.1069;-24.9682;64.7606;8.3142
0.0611;0.1679;0.0611;-20.1992;69.5867;8.3165
0.0000;0.1832;0.0611;-19.9167;67.6129;8.3187
-0.0611;0.1679;0.1221;-30.1985;43.3068;8.3209
0.0153;0.1832;0.1527;-35.8391;-9.9163;8.3232
0.0458;0.0305;0.1527;-33.8582;-38.0090;8.3254
-0.0305;-0.0153;0.0763;-27.3360;-62.5982;8.3276
-0.1069;-0.0153;0.0458;-32.9240;-47.2026;8.3298
-0.0305;0.0153;0.0916;-41.5990;-27.0171;8.3322
-0.0305;0.0763;-0.0458;-31.6649;-29.8229;8.3344
-0.0458;0.1679;-0.0916;-20.7272;-45.0593;8.3365
0.0000;0.1221;-0.0611;-35.5204;-27.6969;8.3387
-0.0153;0.1527;0.0763;-39.3963;-14.7068;8.3409
-0.0458;0.1679;0.1374;-27.3436;3.7623;8.3431
0.0611;0.1985;0.0000;-4.3858;-4.3858;8.3454
0.0611;0.1832;-0.1374;24.9380;-47.5498;8.3476
-0.0153;0.1069;-0.1374;-9.8341;-55.0672;8.3497
-0.0153;0.0916;-0.0763;-6.8249;-50.5725;8.3520
0.0000;0.1069;-0.0305;-52.0543;-37.8322;8.3545
-0.0153;0.0611;0.0000;-47.1039;-30.2421;8.3567
-0.0763;0.1069;0.0916;-33.3744;-29.0379;8.3589
-0.0763;0.1069;0.0000;-8.2881;-76.6586;8.3611
0.1069;0.1527;0.0305;-13.8079;-52.7079;8.3633
0.0000;0.1221;0.0153;-38.0864;3.2147;8.3655
0.0000;0.0763;-0.1527;-58.7363;-14.1360;8.3677
-0.1527;0.1069;-0.2137;-17.8008;-5.2621;8.3699
-0.0763;0.1374;0.0000;-41.8945;-14.7372;8.3723
0.0611;0.0611;0.0153;-62.8762;-20.8553;8.3745
-0.0458;0.1069;0.0916;-85.2429;1.5028;8.3768
-0.1374;0.1527;0.0000;-63.2766;-10.7241;8.3798
-0.1221;0.0153;-0.0916;-61.4570;-28.2303;8.3830
-0.0763;0.1832;-0.0153;-39.7742;-21.7396;8.3858
-0.0916;0.0305;-0.0153;-37.0532;-18.3232;8.3886
-0.0763;0.0611;-0.0458;-42.3755;-46.8992;8.3915
0.1069;0.0000;0.0153;-48.8410;-18.8242;8.3957
0.1069;-0.0153;0.0305;-70.0684;-19.7229;8.3986
0.0763;-0.1832;0.0153;-32.3645;4.3858;8.4014
0.1679;0.0000;0.0458;-30.3817;16.7984;8.4042
0.0153;0.0916;-0.0305;-25.1398;12.2639;8.4070
-0.0763;0.0916;0.0458;-35.1020;-23.9479;8.4097
-0.1832;0.1221;-0.0153;-18.4823;-14.2743;8.4127
-0.1221;0.0916;-0.0305;-25.8767;-20.4353;8.4156
-0.0458;0.0611;-0.0611;-54.5697;26.9157;8.4185
-0.0305;0.1527;-0.1221;-78.5095;-10.2634;8.4212
-0.0153;0.1679;-0.1374;-5.5412;-66.5386;8.4246
0.0305;0.0611;-0.1374;-50.1944;-22.5885;8.4277
-0.0153;0.0763;-0.0458;16.3925;10.8445;8.4308
-0.0153;-0.1221;-0.0611;44.2906;25.8767;8.4342
0.1374;-0.0611;-0.0458;7.8349;-26.2979;8.4371
0.0153;0.0611;-0.0611;27.2326;-58.1939;8.4409
0.0611;0.0153;0.0611;-3.4431;-73.9277;8.4449
0.0000;0.1221;-0.0458;10.4418;-46.4644;8.4485
-0.1527;0.0916;-0.0611;7.6039;-56.9352;8.4517
-0.1069;0.0916;-0.0458;-14.9011;-72.7720;8.4547
-0.1527;0.0916;-0.1221;-57.4346;-22.3714;8.4578
-0.1985;0.0916;-0.1527;-56.5555;-15.7349;8.4608
-0.1679;0.0305;-0.0611;-50.8234;-32.2051;8.4637
-0.0916;0.0611;0.0763;-78.0953;-3.7402;8.4664
-0.0611;0.1069;-0.0458;4.2865;76.3282;8.4692
0.0458;-0.0153;-0.0458;-31.9580;7.6039;8.4722
0.0458;0.0305;-0.0611;-66.5159;-23.1459;8.4749
0.0611;0.0611;-0.0305;-5.9342;-13.9595;8.4777
0.0458;0.0305;0.0153;-21.8014;-47.9689;8.4804
-0.0305;0.1832;0.0611;2.8120;-24.6452;8.4829
-0.0153;0.2595;0.0611;-1.5431;-27.2446;8.4851
0.0458;0.1985;0.0763;-18.0297;-16.7025;8.4873
-0.0305;0.1985;0.0153;-24.0532;-20.8938;8.4896
0.0305;0.1985;0.0763;-13.6718;-17.8946;8.4919
0.0611;0.1374;0.1374;9.7315;30.4704;8.4942
-0.0153;0.0153;0.1374;-21.3934;44.8475;8.4964
-0.1221;-0.0458;0.0611;-27.5596;19.6631;8.4986
-0.2290;-0.0153;0.0458;-15.8024;15.8024;8.5009
-0.1069;0.0000;0.0916;-11.3011;2.2462;8.5033
-0.1069;0.0458;-0.0153;-33.0866;-2.0857;8.5057
0.0458;0.0305;-0.0153;-74.2481;-6.1389;8.5080
0.0916;0.0458;-0.0305;-48.8410;-18.8242;8.5105
0.0611;0.0000;0.0153;-34.5872;-26.0175;8.5129
0.1221;-0.0305;0.0000;-67.6199;-22.3801;8.5154
0.1527;-0.0611;0.0153;-40.5092;-15.0599;8.5179
0.0153;0.0305;-0.0153;-42.9142;10.2316;8.5208
-0.0153;0.0611;-0.0611;-19.6423;-1.9263;8.5232
0.0763;0.1527;-0.0916;0.7509;-10.5726;8.5259
-0.0458;0.0916;-0.0916;-2.8588;-2.8588;8.5281
-0.0305;0.0153;-0.1527;-12.3442;22.6321;8.5302
-0.0458;-0.0458;-0.0611;-63.4349;-26.5651;8.5323
-0.0611;-0.0916;0.0611;-33.8545;21.8014;8.5342
0.0458;0.0763;-0.0458;-28.5558;27.0811;8.5368
0.0000;0.0763;-0.0916;-24.8491;3.7068;8.5390
-0.0153;0.0763;-0.0458;-12.5101;-3.1043;8.5408
0.0458;0.1679;0.0000;-16.1543;-23.4198;8.5425
0.0611;0.1985;-0.0153;-40.1530;-3.3607;8.5443
0.1221;0.1069;0.0458;-29.8716;18.1368;8.5460
0.0611;0.0763;0.1221;-33.6719;1.7651;8.5478
0.0305;-0.0305;0.1069;-47.9689;-12.8756;8.5495
0.0611;-0.1221;0.1069;-63.2027;-18.5897;8.5512
0.0305;-0.0305;0.1221;-52.8920;-30.4974;8.5532
-0.0611;0.0763;0.0916;-57.2089;-7.5477;8.5553
-0.0458;0.0763;0.0611;-53.7611;4.2049;8.5571
0.0000;0.0763;0.0611;-76.4842;-11.2132;8.5588
0.0000;0.1069;0.0763;-30.2132;-37.6656;8.5606
-0.0611;0.1985;0.0458;-22.7210;-42.5261;8.5624
0.0000;0.0153;0.0763;-37.3332;-41.4206;8.5641
-0.0153;-0.0458;0.0305;-70.0665;-7.7181;8.5659
-0.0153;-0.0305;0.0305;-64.6505;-19.3514;8.5676
-0.0611;-0.1374;0.0000;-48.7405;-15.7014;8.5693
-0.1679;-0.0916;0.0458;-35.3151;-18.5384;8.5711
-0.1221;-0.0763;0.0458;-45.8082;-26.8368;8.5729
-0.0458;0.0611;0.0458;-46.2108;-14.6929;8.5746
0.0611;0.1832;-0.0153;-39.4723;-13.0366;8.5764
0.0000;-0.0305;-0.0458;-52.8523;14.1969;8.5781
-0.0305;-0.0458;-0.0458;-80.5506;8.9604;8.5798
-0.1069;-0.0153;0.0000;-32.2908;-13.5949;8.5816
-0.1527;0.0763;0.0458;-28.4917;-14.6282;8.5834
-0.2290;0.1069;-0.0305;-44.8365;11.6220;8.5851
-0.2595;0.1221;-0.0916;-67.6169;-10.6571;8.5868
-0.2137;0.1679;-0.1374;-18.3298;6.0173;8.5886
-0.0916;0.1527;-0.0916;-13.8051;45.7137;8.5903
-0.0153;0.1221;-0.0305;-9.5619;32.1112;8.5921
-0.0458;0.0916;0.0153;-27.2874;18.3721;8.5938
-0.0763;0.0458;0.0916;-64.0569;24.5211;8.5956
0.0611;0.1527;0.0458;-69.5607;8.9849;8.5973
0.0916;0.1527;0.0000;-7.1007;-4.7270;8.5990
0.0611;0.1527;-0.0305;-24.6119;-61.5478;8.6008
-0.0611;0.0916;-0.1069;-41.4126;-39.2509;8.6026
-0.0916;0.0763;-0.0305;-39.0605;-26.9814;8.6043
0.0153;0.1679;0.0611;-11.8916;-15.3631;8.6061
0.0000;0.1985;0.0916;9.1847;13.8527;8.6079
-0.0153;0.1832;0.0305;16.2964;-14.6282;8.6097
0.0153;0.1679;0.0458;10.2820;-30.6624;8.6114
0.0611;0.1832;0.0000;16.6015;-25.3769;8.6132
0.0458;0.1985;-0.0153;36.4223;14.7414;8.6150
0.0000;0.1069;0.0305;34.3064;37.1481;8.6169
-0.0153;-0.0153;0.0153;0.0000;60.2551;8.6187
0.0153;-0.0153;-0.0153;65.9052;21.4167;8.6205
0.0916;0.0763;-0.1069;57.6121;31.3092;8.6223
0.1832;0.0153;-0.0611;15.7812;40.7465;8.6241
0.1221;0.0305;0.0000;25.1041;45.0000;8.6258
0.0305;0.1527;0.0763;38.3001;16.3628;8.6276
0.0153;0.1221;-0.0611;29.7169;-2.3675;8.6294
-0.0305;0.0611;-0.0763;1.7787;-53.8041;8.6311
-0.0611;0.0458;-0.0458;-11.6434;-46.1195;8.6329
-0.0763;-0.0153;-0.0763;1.6501;-11.6287;8.6348
0.0763;0.0153;-0.0305;-9.4162;-5.6334;8.6370
0.0763;0.0305;-0.0153;8.7832;-11.7472;8.6389
-0.0153;0.1221;-0.0611;9.1577;-20.4955;8.6407
0.0153;0.2595;-0.1221;9.1480;-49.0413;8.6428
0.1832;0.0916;-0.0305;-42.7094;-42.7094;8.6451
0.1832;0.0916;0.0763;-55.2458;-17.3835;8.6472
0.1527;0.0000;0.0458;-60.5185;-24.7801;8.6493
0.1374;-0.0458;0.0000;-48.9001;-38.5824;8.6511
0.0916;0.0153;0.0153;-46.4644;-25.0169;8.6529
-0.0305;0.1221;-0.0153;-44.2282;9.4462;8.6546
-0.1221;0.0916;-0.0763;-32.5519;20.2366;8.6564
0.0153;0.0305;-0.0611;-23.9888;29.2006;8.6581
0.0916;-0.0305;-0.0611;-54.4623;20.4104;8.6599
0.1221;-0.0153;-0.1221;-51.8871;-6.9524;8.6617
0.0763;0.0763;-0.1069;-39.4200;-7.2963;8.6634
0.0305;0.0458;-0.0611;-44.1317;10.0250;8.6652
0.0153;-0.0305;-0.0611;-44.1317;44.1317;8.6669
0.0458;0.0000;-0.0916;-15.3614;-15.3614;8.6687
0.0763;0.0458;-0.0153;-38.8335;-50.0323;8.6704
0.0153;0.0916;0.0305;-26.9522;-29.6336;8.6722
0.0000;0.1069;-0.0305;-28.2103;-1.2312;8.6739
0.0458;0.0916;-0.0305;-14.7618;8.5478;8.6757
-0.0305;0.1069;-0.1221;-13.3323;8.8433;8.6774
-0.0763;0.0611;-0.1374;-2.4687;7.4245;8.6792
-0.1069;0.0153;-0.1221;-1.5282;9.2077;8.6809
-0.0763;-0.0611;-0.0611;-43.4769;20.1227;8.6828
-0.1527;-0.0153;-0.0611;-67.7627;14.4306;8.6845
-0.1527;0.0458;-0.0458;-74.5445;15.2401;8.6862
-0.1374;0.1069;-0.0153;-46.1401;27.6147;8.6880
0.0000;0.0305;0.0305;-69.1455;-0.0000;8.6897
-0.0153;-0.0305;0.0305;-73.4202;-11.6407;8.6914
0.0458;0.0916;0.0611;-75.9871;-9.8587;8.6932
0.0305;0.1527;0.0763;-12.2746;21.8418;8.6950
-0.0458;0.1832;0.1069;9.3906;7.0290;8.6967
-0.0458;0.1679;0.0611;5.1850;-3.4540;8.6984
0.0611;0.1679;0.0611;-2.7795;5.5656;8.7002
0.1221;0.1679;0.0458;-21.5004;21.5004;8.7020
0.0916;0.1527;0.0611;-67.6541;14.0871;8.7037
0.0458;0.1374;0.0305;-68.1681;-18.0247;8.7055
0.1374;0.1221;0.0305;-32.2326;-56.9435;8.7072
0.1221;0.0458;0.0305;-32.0026;-54.1471;8.7090
0.0763;0.0611;0.0763;-58.2405;-31.7595;8.7107
0.1069;0.0916;0.0763;-63.4667;-25.0743;8.7125
0.1069;-0.0763;0.1069;-65.3247;-18.7061;8.7142
0.0305;-0.0763;0.1527;-54.1623;-0.0000;8.7160
0.0153;-0.0305;0.0763;-32.8932;11.7507;8.7179
-0.0153;-0.0153;0.0458;-43.2815;-14.1730;8.7197
-0.1069;-0.0305;0.0763;-32.9912;2.4006;8.7214
-0.0458;-0.0153;0.0153;-38.4602;5.3532;8.7232
-0.0763;0.0000;-0.0305;-68.1566;-4.6296;8.7249
-0.1374;0.0611;-0.1069;-23.2071;-52.0093;8.7266
-0.1221;0.1221;-0.0458;-15.8497;-58.5929;8.7285
-0.1069;0.1985;0.0763;-18.2456;-62.5099;8.7302
-0.0611;0.2137;0.0916;-31.5676;-44.2671;8.7320
-0.0763;0.1679;0.0916;-68.9625;-0.0000;8.7337
-0.1374;0.1374;0.0916;-54.7356;24.0948;8.7355
-0.1374;0.1221;0.1221;-40.0698;24.4451;8.7372
-0.1374;0.0916;0.1679;-31.7666;58.0148;8.7390
-0.1221;0.0153;0.1527;-29.5850;59.7687;8.7407
0.0305;0.1374;0.0763;-32.9392;54.6490;8.7425
-0.0153;0.0916;0.1069;-24.3221;53.2114;8.7442
-0.0611;-0.0153;0.0916;-48.7474;9.9911;8.7460
-0.1221;0.0458;0.0153;-38.1129;-50.4903;8.7477
-0.1679;0.0000;0.0611;-49.9460;-39.6328;8.7495
-0.1832;-0.0458;0.1221;-62.2087;-26.2524;8.7514
-0.0611;0.0305;0.0916;-18.4155;-23.9641;8.7532
-0.0305;0.1221;0.0458;-16.2049;-51.3893;8.7550
0.0153;0.1832;0.0763;-37.7383;-37.7383;8.7567
