ax(g);ay(g);az(g);accRMS(g);time(s)
0.0190;-0.0081;1.0082;1.0084;0.0000
0.0190;-0.0085;1.0103;1.0105;0.5038
0.0190;-0.0081;1.0089;1.0091;0.7559
0.0194;-0.0078;1.0103;1.0105;1.0079
0.0190;-0.0082;1.0098;1.0100;1.2599
0.0189;-0.0088;1.0089;1.0091;1.5119
0.0181;-0.0079;1.0109;1.0111;1.7638
0.0187;-0.0083;1.0114;1.0116;2.0158
0.0194;-0.0084;1.0099;1.0101;2.2677
0.0188;-0.0082;1.0098;1.0100;2.5196
0.0186;-0.0078;1.0105;1.0107;2.7716
0.0187;-0.0083;1.0099;1.0101;3.0236
0.0183;-0.0092;1.0105;1.0107;3.2756
0.0194;-0.0084;1.0089;1.0091;3.5275
0.0190;-0.0083;1.0100;1.0102;3.7795
0.0187;-0.0094;1.0103;1.0105;4.0314
0.0187;-0.0081;1.0111;1.0113;4.2834
0.0197;-0.0090;1.0117;1.0119;4.5355
0.0188;-0.0084;1.0087;1.0089;4.7874
0.0170;-0.0079;1.0088;1.0090;5.0394
0.0192;-0.0078;1.0109;1.0111;5.2913
0.0186;-0.0081;1.0105;1.0107;5.5432
0.0193;-0.0085;1.0115;1.0117;5.7952
0.0189;-0.0083;1.0090;1.0092;6.0473
0.0189;-0.0070;1.0109;1.0111;6.2993
0.0194;-0.0089;1.0096;1.0099;6.5513
0.0183;-0.0082;1.0098;1.0100;6.8032
0.0193;-0.0088;1.0109;1.0111;7.0551
0.0188;-0.0088;1.0095;1.0097;7.3071
0.0183;-0.0078;1.0112;1.0114;7.5591
0.0189;-0.0087;1.0096;1.0099;7.8111
0.0190;-0.0090;1.0104;1.0106;8.0631
0.0193;-0.0087;1.0099;1.0101;8.3151
0.0188;-0.0092;1.0099;1.0101;8.5670
0.0195;-0.0088;1.0107;1.0110;8.8190
0.0193;-0.0083;1.0103;1.0105;9.0710
0.0193;-0.0085;1.0100;1.0102;9.3230
0.0188;-0.0082;1.0111;1.0113;9.5750
0.0184;-0.0090;1.0096;1.0099;9.8270
0.0190;-0.0084;1.0125;1.0127;10.0789
0.0186;-0.0088;1.0112;1.0114;10.3310
0.0190;-0.0081;1.0099;1.0101;10.5830
0.0194;-0.0092;1.0107;1.0110;10.8351
0.0187;-0.0087;1.0093;1.0095;11.0913
0.0186;-0.0087;1.0099;1.0101;11.3433
0.0193;-0.0084;1.0092;1.0094;11.5953
0.0186;-0.0078;1.0109;1.0111;11.8473
0.0192;-0.0089;1.0107;1.0110;12.0993
0.0183;-0.0084;1.0120;1.0122;12.3513
0.0190;-0.0087;1.0094;1.0096;12.6032
0.0195;-0.0092;1.0099;1.0101;12.8552
0.0194;-0.0078;1.0103;1.0105;13.1072
0.0188;-0.0079;1.0110;1.0112;13.3592
0.0186;-0.0072;1.0103;1.0104;13.6112
0.0194;-0.0096;1.0104;1.0106;13.8632
0.0179;-0.0095;1.0109;1.0111;14.1152
0.0183;-0.0087;1.0093;1.0095;14.3672
0.0193;-0.0084;1.0107;1.0110;14.6191
0.0194;-0.0083;1.0095;1.0097;14.8712
0.0187;-0.0079;1.0107;1.0109;15.1232
0.0192;-0.0079;1.0100;1.0102;15.3752
0.0192;-0.0079;1.0099;1.0101;15.6271
0.0189;-0.0085;1.0103;1.0105;15.8792
0.0188;-0.0090;1.0096;1.0099;16.1417
0.0189;-0.0087;1.0095;1.0097;16.3940
0.0192;-0.0079;1.0125;1.0127;16.6461
0.0189;-0.0094;1.0110;1.0112;16.8979
0.0187;-0.0084;1.0100;1.0102;17.1496
0.0187;-0.0092;1.0093;1.0095;17.4012
0.0183;-0.0083;1.0100;1.0102;17.6531
0.0184;-0.0089;1.0103;1.0105;17.9051
0.0192;-0.0084;1.0105;1.0107;18.1571
0.0188;-0.0088;1.0106;1.0108;18.4091
0.0199;-0.0078;1.0106;1.0108;18.6611
0.0186;-0.0088;1.0107;1.0110;18.9130
0.0197;-0.0082;1.0109;1.0111;19.1650
0.0190;-0.0085;1.0093;1.0095;19.4171
0.0183;-0.0082;1.0094;1.0096;19.6691
0.0189;-0.0084;1.0096;1.0099;19.9211
0.0192;-0.0087;1.0099;1.0101;20.1730
0.0182;-0.0083;1.0092;1.0094;20.4251
0.0195;-0.0087;1.0096;1.0099;20.6772
0.0193;-0.0089;1.0095;1.0097;20.9292
0.0190;-0.0088;1.0103;1.0105;21.1919
0.0192;-0.0081;1.0094;1.0096;21.4440
0.0190;-0.0084;1.0099;1.0101;21.6960
0.0182;-0.0084;1.0103;1.0105;21.9480
0.0190;-0.0090;1.0111;1.0113;22.1999
0.0193;-0.0085;1.0099;1.0101;22.4516
0.0190;-0.0071;1.0103;1.0105;22.7033
0.0199;-0.0083;1.0109;1.0111;22.9551
0.0195;-0.0082;1.0116;1.0118;23.2071
0.0197;-0.0083;1.0107;1.0110;23.4592
0.0194;-0.0088;1.0107;1.0110;23.7112
0.0187;-0.0083;1.0093;1.0095;23.9633
0.0184;-0.0090;1.0094;1.0096;24.2154
0.0198;-0.0083;1.0116;1.0118;24.4673
0.0183;-0.0078;1.0109;1.0111;24.7194
0.0195;-0.0083;1.0099;1.0101;24.9713
0.0199;-0.0082;1.0095;1.0098;25.2233
0.0188;-0.0088;1.0101;1.0103;25.4753
0.0200;-0.0083;1.0104;1.0106;25.7273
0.0200;-0.0087;1.0106;1.0109;25.9792
0.0186;-0.0077;1.0107;1.0109;26.2425
0.0186;-0.0077;1.0098;1.0100;26.4946
0.0189;-0.0081;1.0104;1.0106;26.7467
0.0197;-0.0089;1.0112;1.0115;26.9988
0.0190;-0.0089;1.0103;1.0105;27.2509
0.0194;-0.0088;1.0094;1.0096;27.5030
0.0194;-0.0084;1.0118;1.0121;27.7557
0.0188;-0.0084;1.0100;1.0102;28.0079
0.0182;-0.0077;1.0093;1.0095;28.2597
0.0197;-0.0090;1.0107;1.0110;28.5114
0.0186;-0.0078;1.0117;1.0119;28.7633
0.0189;-0.0083;1.0107;1.0110;29.0152
0.0187;-0.0092;1.0092;1.0094;29.2673
0.0194;-0.0093;1.0104;1.0106;29.5194
0.0183;-0.0093;1.0096;1.0099;29.7714
0.0187;-0.0084;1.0106;1.0108;30.0234
0.0197;-0.0087;1.0099;1.0101;30.2756
0.0192;-0.0079;1.0105;1.0107;30.5276
0.0184;-0.0088;1.0115;1.0117;30.7796
0.0183;-0.0088;1.0107;1.0109;31.0317
0.0193;-0.0076;1.0109;1.0111;31.2838
0.0190;-0.0093;1.0110;1.0112;31.5362
0.0182;-0.0085;1.0116;1.0118;31.7891
0.0183;-0.0094;1.0104;1.0106;32.0412
0.0186;-0.0077;1.0114;1.0116;32.2932
0.0192;-0.0083;1.0100;1.0102;32.5450
0.0189;-0.0088;1.0092;1.0094;32.7967
0.0195;-0.0085;1.0092;1.0094;33.0486
0.0182;-0.0083;1.0109;1.0111;33.3008
0.0192;-0.0089;1.0110;1.0112;33.5536
0.0187;-0.0087;1.0103;1.0105;33.8056
0.0188;-0.0087;1.0099;1.0101;34.0577
0.0193;-0.0078;1.0101;1.0103;34.3097
0.0189;-0.0093;1.0114;1.0116;34.5618
0.0195;-0.0081;1.0111;1.0113;34.8139
0.0193;-0.0082;1.0107;1.0110;35.0659
0.0187;-0.0094;1.0111;1.0113;35.3175
0.0186;-0.0093;1.0094;1.0096;35.5692
0.0188;-0.0092;1.0088;1.0090;35.8210
0.0197;-0.0079;1.0104;1.0106;36.0736
0.0188;-0.0087;1.0098;1.0100;36.3255
0.0192;-0.0082;1.0094;1.0096;36.5775
0.0184;-0.0090;1.0095;1.0097;36.8299
0.0186;-0.0085;1.0105;1.0107;37.0819
0.0188;-0.0079;1.0101;1.0103;37.3341
0.0189;-0.0088;1.0094;1.0096;37.5862
0.0192;-0.0077;1.0111;1.0113;37.8384
0.0182;-0.0090;1.0094;1.0096;38.0905
0.0184;-0.0093;1.0099;1.0101;38.3426
0.0190;-0.0087;1.0104;1.0106;38.5949
0.0188;-0.0084;1.0101;1.0103;38.8473
0.0189;-0.0081;1.0103;1.0105;39.0995
0.0190;-0.0088;1.0099;1.0101;39.3519
0.0194;-0.0084;1.0098;1.0100;39.6042
0.0186;-0.0087;1.0095;1.0097;39.8565
0.0188;-0.0088;1.0109;1.0111;40.1100
0.0193;-0.0083;1.0089;1.0091;40.3620
0.0197;-0.0088;1.0104;1.0106;40.6142
0.0195;-0.0082;1.0105;1.0107;40.8662
0.0197;-0.0083;1.0099;1.0101;41.1183
0.0186;-0.0083;1.0105;1.0107;41.3704
0.0194;-0.0087;1.0094;1.0096;41.6225
0.0188;-0.0094;1.0092;1.0094;41.8747
0.0187;-0.0089;1.0109;1.0111;42.1289
0.0197;-0.0082;1.0096;1.0099;42.3811
0.0192;-0.0087;1.0104;1.0106;42.6334
0.0199;-0.0090;1.0093;1.0095;42.8855
0.0189;-0.0084;1.0106;1.0108;43.1378
0.0179;-0.0087;1.0109;1.0111;43.3901
0.0187;-0.0079;1.0101;1.0103;43.6424
0.0184;-0.0094;1.0100;1.0102;43.8948
0.0195;-0.0078;1.0111;1.0113;44.1472
0.0186;-0.0085;1.0117;1.0119;44.3993
0.0200;-0.0087;1.0115;1.0117;44.6513
0.0198;-0.0087;1.0106;1.0109;44.9034
0.0190;-0.0084;1.0104;1.0106;45.1555
0.0186;-0.0088;1.0095;1.0097;45.4079
0.0190;-0.0088;1.0103;1.0105;45.6599
0.0188;-0.0087;1.0088;1.0090;45.9119
0.0192;-0.0087;1.0123;1.0125;46.1637
0.0189;-0.0081;1.0104;1.0106;46.4157
0.0188;-0.0089;1.0105;1.0107;46.6680
0.0189;-0.0084;1.0110;1.0112;46.9203
0.0181;-0.0087;1.0116;1.0118;47.1725
0.0186;-0.0094;1.0101;1.0103;47.4251
0.0187;-0.0084;1.0107;1.0109;47.6773
0.0192;-0.0088;1.0101;1.0104;47.9295
0.0195;-0.0085;1.0092;1.0094;48.1817
0.0192;-0.0083;1.0117;1.0119;48.4339
0.0183;-0.0079;1.0110;1.0112;48.6862
0.0203;-0.0088;1.0104;1.0106;48.9383
0.0198;-0.0079;1.0101;1.0104;49.1908
0.0183;-0.0085;1.0103;1.0105;49.4431
0.0188;-0.0089;1.0096;1.0099;49.6956
0.0184;-0.0084;1.0109;1.0111;49.9479
0.0197;-0.0076;1.0104;1.0106;50.2003
0.0184;-0.0088;1.0109;1.0111;50.4527
0.0198;-0.0085;1.0094;1.0096;50.7050
0.0193;-0.0081;1.0096;1.0099;50.9574
0.0193;-0.0089;1.0115;1.0117;51.2098
0.0189;-0.0076;1.0104;1.0106;51.4622
0.0189;-0.0083;1.0104;1.0106;51.7147
0.0204;-0.0076;1.0117;1.0120;51.9671
0.0187;-0.0084;1.0092;1.0094;52.2195
0.0188;-0.0083;1.0105;1.0107;52.4758
0.0192;-0.0090;1.0106;1.0108;52.7280
0.0200;-0.0073;1.0099;1.0101;52.9800
0.0201;-0.0072;1.0107;1.0110;53.2321
0.0193;-0.0087;1.0111;1.0113;53.4841
0.0194;-0.0090;1.0095;1.0097;53.7362
0.0183;-0.0090;1.0104;1.0106;53.9882
0.0187;-0.0090;1.0087;1.0089;54.2416
0.0193;-0.0082;1.0100;1.0102;54.4948
0.0182;-0.0088;1.0094;1.0096;54.7467
0.0193;-0.0085;1.0118;1.0121;54.9985
0.0190;-0.0085;1.0095;1.0097;55.2503
0.0192;-0.0084;1.0104;1.0106;55.5022
0.0189;-0.0084;1.0116;1.0118;55.7544
0.0190;-0.0084;1.0103;1.0105;56.0066
0.0190;-0.0085;1.0089;1.0091;56.2588
0.0188;-0.0081;1.0118;1.0120;56.5109
0.0188;-0.0089;1.0106;1.0108;56.7630
0.0183;-0.0089;1.0111;1.0113;57.0151
0.0189;-0.0088;1.0099;1.0101;57.2672
0.0194;-0.0093;1.0106;1.0108;57.5194
0.0181;-0.0083;1.0112;1.0114;57.7716
0.0197;-0.0078;1.0095;1.0097;58.0236
0.0186;-0.0079;1.0094;1.0096;58.2758
0.0194;-0.0087;1.0107;1.0110;58.5279
0.0192;-0.0082;1.0101;1.0103;58.7801
0.0193;-0.0094;1.0114;1.0116;59.0321
