ax(g);ay(g);az(g);accRMS(g);time(s)
0.0000;-0.0005;-0.0006;0.0008;0.0000
0.0000;-0.0005;-0.0009;0.0010;0.0024
0.0001;-0.0005;-0.0011;0.0012;0.0038
0.0004;-0.0005;-0.0011;0.0013;0.0051
0.0005;-0.0004;-0.0009;0.0011;0.0066
0.0005;-0.0002;-0.0010;0.0011;0.0090
0.0005;0.0001;-0.0009;0.0010;0.0106
0.0005;0.0001;-0.0007;0.0009;0.0121
0.0007;0.0002;-0.0011;0.0013;0.0135
0.0009;0.0002;-0.0010;0.0013;0.0150
0.0010;0.0002;-0.0010;0.0014;0.0164
0.0010;0.0002;-0.0009;0.0013;0.0177
0.0007;0.0000;-0.0006;0.0010;0.0196
0.0007;-0.0001;-0.0006;0.0010;0.0213
0.0009;-0.0001;-0.0006;0.0011;0.0227
0.0010;-0.0001;-0.0007;0.0012;0.0241
0.0007;-0.0002;-0.0005;0.0009;0.0256
0.0007;-0.0005;-0.0004;0.0010;0.0273
0.0004;-0.0004;-0.0004;0.0006;0.0290
0.0004;-0.0005;-0.0007;0.0010;0.0306
0.0002;-0.0005;-0.0006;0.0008;0.0321
0.0001;-0.0006;-0.0002;0.0007;0.0335
0.0002;-0.0009;0.0000;0.0009;0.0352
0.0005;-0.0009;0.0000;0.0010;0.0368
0.0006;-0.0010;0.0000;0.0012;0.0383
0.0006;-0.0011;0.0002;0.0013;0.0399
0.0006;-0.0009;0.0000;0.0011;0.0416
0.0005;-0.0006;-0.0001;0.0008;0.0430
0.0002;-0.0005;0.0002;0.0006;0.0447
0.0001;-0.0006;0.0007;0.0010;0.0465
0.0002;-0.0005;0.0007;0.0009;0.0479
0.0004;-0.0005;0.0005;0.0008;0.0496
0.0002;-0.0006;0.0005;0.0008;0.0512
0.0002;-0.0006;0.0004;0.0008;0.0536
0.0002;-0.0006;0.0002;0.0007;0.0550
0.0000;-0.0006;0.0000;0.0006;0.0567
0.0000;-0.0004;0.0001;0.0004;0.0587
0.0000;-0.0004;0.0000;0.0004;0.0604
0.0001;-0.0004;0.0000;0.0004;0.0618
0.0001;-0.0005;0.0000;0.0005;0.0633
-0.0002;-0.0005;0.0001;0.0006;0.0647
-0.0002;-0.0005;0.0002;0.0006;0.0673
0.0000;-0.0005;0.0000;0.0005;0.0687
0.0001;-0.0004;-0.0001;0.0004;0.0703
0.0002;-0.0001;0.0000;0.0003;0.0718
0.0001;0.0001;-0.0001;0.0002;0.0736
0.0002;0.0002;0.0001;0.0004;0.0755
0.0004;0.0001;0.0002;0.0005;0.0768
0.0004;0.0004;0.0004;0.0006;0.0786
0.0005;0.0004;0.0004;0.0007;0.0803
0.0007;0.0002;0.0005;0.0009;0.0818
0.0007;0.0002;0.0007;0.0011;0.0832
0.0007;0.0004;0.0011;0.0014;0.0846
0.0009;0.0004;0.0011;0.0014;0.0860
0.0009;0.0006;0.0010;0.0014;0.0875
0.0007;0.0004;0.0011;0.0014;0.0893
0.0006;0.0001;0.0010;0.0012;0.0914
0.0005;-0.0001;0.0010;0.0011;0.0929
0.0004;-0.0004;0.0007;0.0009;0.0943
0.0001;-0.0002;0.0006;0.0007;0.0957
-0.0001;-0.0002;0.0007;0.0008;0.0973
-0.0004;-0.0001;0.0005;0.0006;0.0998
-0.0004;-0.0001;0.0004;0.0005;0.1013
-0.0004;-0.0002;0.0001;0.0005;0.1027
-0.0002;-0.0002;0.0001;0.0004;0.1042
-0.0001;-0.0001;-0.0002;0.0003;0.1059
-0.0001;0.0000;0.0000;0.0001;0.1078
-0.0004;-0.0001;0.0004;0.0005;0.1094
-0.0005;-0.0001;0.0002;0.0006;0.1109
-0.0005;-0.0001;0.0001;0.0005;0.1124
-0.0002;0.0000;0.0001;0.0003;0.1138
-0.0001;-0.0002;0.0001;0.0003;0.1152
0.0000;-0.0004;0.0002;0.0004;0.1166
-0.0001;-0.0005;0.0002;0.0006;0.1180
-0.0004;-0.0005;0.0001;0.0006;0.1198
-0.0002;-0.0007;-0.0002;0.0008;0.1229
-0.0001;-0.0009;-0.0001;0.0009;0.1245
0.0000;-0.0007;-0.0001;0.0007;0.1259
