ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0005;-0.0004;0.0004;0.0007;0.0000
-0.0004;-0.0004;0.0004;0.0006;0.0027
-0.0004;-0.0005;0.0005;0.0008;0.0039
-0.0001;-0.0004;0.0006;0.0007;0.0052
0.0000;-0.0004;0.0007;0.0008;0.0065
0.0000;-0.0001;0.0007;0.0007;0.0077
0.0000;0.0000;0.0009;0.0009;0.0090
0.0001;0.0002;0.0005;0.0006;0.0103
0.0001;0.0002;0.0004;0.0005;0.0116
0.0001;0.0001;0.0002;0.0003;0.0128
0.0002;0.0001;0.0002;0.0004;0.0152
0.0001;0.0002;0.0004;0.0005;0.0164
0.0001;0.0004;0.0005;0.0006;0.0177
0.0002;0.0004;0.0006;0.0008;0.0189
0.0004;0.0005;0.0001;0.0006;0.0202
0.0002;0.0005;0.0000;0.0005;0.0226
0.0004;0.0004;-0.0001;0.0005;0.0238
0.0004;0.0004;-0.0002;0.0006;0.0251
0.0000;0.0004;-0.0004;0.0005;0.0264
-0.0001;0.0004;-0.0002;0.0005;0.0276
-0.0002;0.0002;-0.0001;0.0004;0.0289
-0.0002;0.0002;0.0000;0.0003;0.0302
-0.0002;0.0002;-0.0001;0.0004;0.0336
-0.0002;0.0002;-0.0002;0.0004;0.0348
-0.0001;0.0002;-0.0002;0.0004;0.0382
-0.0001;0.0004;-0.0001;0.0004;0.0395
-0.0001;0.0004;0.0000;0.0004;0.0408
-0.0001;0.0002;0.0001;0.0003;0.0431
-0.0001;0.0000;0.0001;0.0002;0.0444
-0.0001;0.0000;0.0000;0.0001;0.0457
-0.0001;0.0000;-0.0004;0.0004;0.0469
-0.0001;-0.0004;-0.0002;0.0005;0.0482
-0.0001;-0.0004;-0.0001;0.0004;0.0495
0.0000;-0.0002;0.0000;0.0002;0.0508
0.0001;-0.0002;-0.0001;0.0003;0.0520
0.0001;-0.0001;-0.0004;0.0004;0.0533
0.0002;0.0000;-0.0006;0.0007;0.0546
0.0004;0.0002;-0.0007;0.0009;0.0558
0.0005;0.0002;-0.0009;0.0010;0.0571
0.0002;0.0002;-0.0007;0.0008;0.0584
0.0001;0.0002;-0.0006;0.0007;0.0596
