ax(g);ay(g);az(g);accRMS(g);time(s)
0.0004;-0.0006;0.0000;0.0007;0.0000
0.0001;0.0000;-0.0005;0.0005;0.5035
0.0005;-0.0002;-0.0005;0.0007;0.7552
0.0006;0.0001;-0.0010;0.0012;1.0070
0.0000;0.0006;-0.0006;0.0009;1.2591
0.0004;0.0009;-0.0001;0.0009;1.5112
0.0001;0.0001;-0.0002;0.0003;1.7632
-0.0004;0.0009;-0.0002;0.0010;2.0152
-0.0002;-0.0007;-0.0007;0.0011;2.2673
0.0002;-0.0002;-0.0010;0.0010;2.5194
0.0002;0.0002;0.0005;0.0006;2.7714
0.0005;-0.0004;-0.0010;0.0012;3.0235
0.0000;-0.0002;-0.0010;0.0010;3.2755
0.0002;0.0000;-0.0017;0.0017;3.5276
0.0004;0.0006;-0.0006;0.0009;3.7797
0.0000;-0.0001;-0.0002;0.0003;4.0317
-0.0004;-0.0002;-0.0017;0.0018;4.2836
0.0001;-0.0009;-0.0015;0.0017;4.5357
0.0001;0.0002;-0.0020;0.0020;4.7878
-0.0002;0.0002;0.0006;0.0007;5.0399
0.0011;-0.0002;-0.0002;0.0012;5.2923
0.0001;0.0005;0.0001;0.0005;5.5443
0.0002;0.0000;0.0004;0.0004;5.7963
0.0011;0.0000;-0.0006;0.0013;6.0484
0.0006;0.0010;-0.0006;0.0013;6.3004
0.0002;-0.0007;-0.0016;0.0018;6.5525
0.0007;0.0001;-0.0007;0.0010;6.8045
0.0002;0.0000;-0.0013;0.0014;7.0566
-0.0002;0.0002;-0.0013;0.0014;7.3087
0.0004;-0.0002;-0.0017;0.0018;7.5607
0.0016;0.0005;-0.0001;0.0017;7.8128
0.0010;-0.0001;-0.0011;0.0015;8.0648
0.0001;-0.0011;-0.0015;0.0018;8.3169
0.0005;0.0006;-0.0010;0.0013;8.5690
0.0001;0.0005;-0.0005;0.0007;8.8211
-0.0001;-0.0001;0.0002;0.0003;9.0731
0.0011;0.0000;-0.0007;0.0013;9.3251
0.0006;-0.0007;-0.0001;0.0010;9.5771
0.0005;-0.0001;-0.0012;0.0013;9.8292
-0.0001;0.0001;-0.0016;0.0016;10.0812
0.0000;0.0004;-0.0015;0.0015;10.3405
-0.0012;0.0007;0.0005;0.0015;10.5927
0.0002;0.0000;-0.0011;0.0011;10.8449
0.0001;0.0001;-0.0016;0.0016;11.0969
-0.0004;0.0005;-0.0012;0.0014;11.3490
0.0005;0.0002;-0.0001;0.0006;11.6011
0.0010;0.0000;-0.0004;0.0010;11.8536
0.0020;-0.0001;-0.0001;0.0020;12.1056
0.0005;0.0007;-0.0012;0.0015;12.3577
0.0005;-0.0005;-0.0010;0.0012;12.6098
0.0010;0.0006;0.0004;0.0012;12.8620
0.0007;0.0004;-0.0013;0.0016;13.1140
-0.0001;-0.0009;-0.0009;0.0012;13.3660
0.0010;-0.0002;0.0006;0.0012;13.6181
0.0009;-0.0005;0.0001;0.0010;13.8702
0.0012;0.0004;-0.0017;0.0021;14.1223
0.0006;0.0000;-0.0011;0.0013;14.3743
0.0002;-0.0002;-0.0010;0.0010;14.6264
0.0001;-0.0002;-0.0013;0.0014;14.8785
