ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0121;-0.0411;1.0045;1.0054;0.0000
-0.0104;-0.0406;1.0044;1.0053;0.5110
-0.0099;-0.0404;1.0048;1.0056;0.7662
-0.0117;-0.0403;1.0037;1.0045;1.0215
-0.0107;-0.0403;1.0044;1.0053;1.2768
-0.0105;-0.0403;1.0054;1.0062;1.5319
-0.0115;-0.0402;1.0049;1.0058;1.7872
-0.0111;-0.0404;1.0035;1.0044;2.0424
-0.0106;-0.0406;1.0048;1.0056;2.2976
-0.0107;-0.0396;1.0046;1.0055;2.5528
-0.0111;-0.0396;1.0043;1.0051;2.8081
-0.0112;-0.0400;1.0046;1.0055;3.0633
-0.0109;-0.0404;1.0046;1.0055;3.3185
-0.0103;-0.0409;1.0051;1.0060;3.5737
-0.0114;-0.0403;1.0051;1.0060;3.8289
-0.0116;-0.0409;1.0046;1.0055;4.0841
-0.0107;-0.0402;1.0046;1.0055;4.3395
-0.0118;-0.0397;1.0051;1.0060;4.5947
-0.0104;-0.0408;1.0043;1.0052;4.8499
-0.0110;-0.0398;1.0045;1.0054;5.1052
-0.0107;-0.0409;1.0043;1.0052;5.3605
-0.0114;-0.0399;1.0032;1.0040;5.6157
-0.0116;-0.0403;1.0054;1.0062;5.8709
-0.0123;-0.0393;1.0037;1.0045;6.1244
-0.0111;-0.0406;1.0048;1.0056;6.3779
-0.0112;-0.0402;1.0057;1.0066;6.6314
-0.0112;-0.0403;1.0049;1.0058;6.8867
-0.0114;-0.0404;1.0045;1.0054;7.1420
-0.0099;-0.0408;1.0033;1.0042;7.3972
-0.0109;-0.0400;1.0065;1.0073;7.6524
-0.0111;-0.0405;1.0035;1.0044;7.9077
-0.0115;-0.0406;1.0056;1.0065;8.1629
-0.0106;-0.0399;1.0059;1.0067;8.4181
-0.0101;-0.0398;1.0042;1.0050;8.6732
-0.0107;-0.0400;1.0042;1.0050;8.9267
-0.0112;-0.0392;1.0043;1.0051;9.1801
-0.0101;-0.0397;1.0043;1.0051;9.4337
-0.0115;-0.0404;1.0045;1.0054;9.6889
-0.0101;-0.0397;1.0052;1.0061;9.9441
-0.0112;-0.0400;1.0045;1.0054;10.1994
-0.0120;-0.0406;1.0051;1.0060;10.4544
-0.0104;-0.0408;1.0039;1.0048;10.7078
-0.0103;-0.0408;1.0034;1.0043;10.9612
-0.0110;-0.0406;1.0051;1.0060;11.2149
-0.0109;-0.0405;1.0044;1.0053;11.4702
-0.0112;-0.0397;1.0045;1.0054;11.7254
-0.0105;-0.0406;1.0051;1.0060;11.9808
-0.0104;-0.0402;1.0045;1.0054;12.2344
-0.0118;-0.0413;1.0039;1.0048;12.4879
-0.0107;-0.0404;1.0048;1.0056;12.7414
-0.0093;-0.0396;1.0059;1.0067;12.9952
-0.0109;-0.0403;1.0049;1.0057;13.2488
-0.0107;-0.0403;1.0051;1.0060;13.5025
-0.0109;-0.0396;1.0050;1.0058;13.7559
-0.0115;-0.0399;1.0046;1.0055;14.0093
-0.0107;-0.0402;1.0049;1.0057;14.2627
-0.0107;-0.0403;1.0043;1.0051;14.5161
-0.0103;-0.0404;1.0040;1.0049;14.7697
-0.0114;-0.0398;1.0054;1.0062;15.0231
-0.0107;-0.0393;1.0046;1.0055;15.2766
-0.0115;-0.0403;1.0052;1.0061;15.5301
-0.0111;-0.0399;1.0048;1.0056;15.7835
-0.0111;-0.0405;1.0046;1.0055;16.0369
-0.0105;-0.0408;1.0044;1.0053;16.2905
-0.0100;-0.0387;1.0042;1.0049;16.5455
-0.0110;-0.0398;1.0038;1.0046;16.7990
-0.0099;-0.0404;1.0059;1.0067;17.0525
-0.0105;-0.0411;1.0052;1.0061;17.3062
-0.0114;-0.0399;1.0042;1.0050;17.5604
-0.0105;-0.0397;1.0034;1.0043;17.8141
-0.0106;-0.0400;1.0052;1.0061;18.0677
-0.0115;-0.0404;1.0052;1.0061;18.3211
-0.0111;-0.0404;1.0055;1.0064;18.5747
-0.0114;-0.0399;1.0048;1.0056;18.8285
-0.0100;-0.0400;1.0037;1.0045;19.0819
-0.0116;-0.0406;1.0045;1.0054;19.3354
-0.0107;-0.0406;1.0054;1.0062;19.5890
-0.0106;-0.0408;1.0048;1.0056;19.8427
-0.0111;-0.0403;1.0051;1.0060;20.0970
-0.0114;-0.0391;1.0040;1.0049;20.3509
