ax(g);ay(g);az(g);accRMS(g);time(s)
0.0006;0.0011;0.0002;0.0013;0.0000
0.0006;0.0012;0.0002;0.0014;0.0025
0.0006;0.0012;0.0001;0.0014;0.0038
0.0006;0.0013;0.0000;0.0015;0.0051
0.0009;0.0013;-0.0001;0.0016;0.0064
0.0009;0.0013;-0.0004;0.0016;0.0076
0.0007;0.0013;-0.0005;0.0016;0.0089
0.0007;0.0016;-0.0004;0.0018;0.0102
0.0009;0.0017;-0.0004;0.0019;0.0114
0.0009;0.0016;-0.0002;0.0018;0.0127
0.0010;0.0016;-0.0002;0.0019;0.0150
0.0009;0.0013;-0.0007;0.0018;0.0163
0.0007;0.0015;-0.0011;0.0020;0.0175
0.0006;0.0015;-0.0011;0.0019;0.0200
0.0002;0.0017;-0.0010;0.0020;0.0213
0.0002;0.0016;-0.0012;0.0020;0.0236
0.0002;0.0016;-0.0013;0.0021;0.0249
0.0001;0.0017;-0.0012;0.0021;0.0262
0.0001;0.0020;-0.0011;0.0022;0.0274
0.0001;0.0021;-0.0009;0.0022;0.0287
0.0001;0.0021;-0.0010;0.0023;0.0321
0.0004;0.0021;-0.0009;0.0023;0.0333
0.0005;0.0021;-0.0009;0.0023;0.0346
0.0005;0.0020;-0.0009;0.0022;0.0359
0.0005;0.0018;-0.0009;0.0021;0.0371
0.0005;0.0017;-0.0010;0.0020;0.0385
0.0005;0.0018;-0.0009;0.0021;0.0397
0.0004;0.0020;-0.0009;0.0022;0.0410
0.0002;0.0020;-0.0009;0.0021;0.0423
0.0001;0.0017;-0.0009;0.0019;0.0446
0.0000;0.0017;-0.0009;0.0019;0.0458
-0.0001;0.0016;-0.0009;0.0018;0.0471
-0.0001;0.0015;-0.0007;0.0016;0.0484
-0.0001;0.0016;-0.0005;0.0017;0.0497
-0.0001;0.0015;-0.0004;0.0015;0.0531
-0.0001;0.0013;-0.0002;0.0014;0.0543
-0.0001;0.0013;-0.0001;0.0014;0.0567
-0.0002;0.0012;0.0000;0.0012;0.0580
-0.0005;0.0012;0.0001;0.0013;0.0593
-0.0006;0.0012;0.0002;0.0014;0.0605
-0.0004;0.0013;0.0005;0.0015;0.0618
-0.0002;0.0012;0.0006;0.0014;0.0631
-0.0005;0.0011;0.0009;0.0015;0.0643
-0.0006;0.0010;0.0010;0.0015;0.0656
-0.0006;0.0009;0.0011;0.0015;0.0668
-0.0004;0.0007;0.0011;0.0014;0.0682
-0.0004;0.0009;0.0012;0.0015;0.0694
-0.0004;0.0007;0.0013;0.0016;0.0707
-0.0004;0.0006;0.0012;0.0014;0.0720
-0.0004;0.0005;0.0009;0.0011;0.0732
-0.0004;0.0006;0.0006;0.0009;0.0745
-0.0005;0.0005;0.0005;0.0008;0.0758
-0.0006;0.0005;0.0004;0.0009;0.0770
-0.0009;0.0004;0.0004;0.0010;0.0783
-0.0009;0.0005;0.0004;0.0011;0.0807
-0.0009;0.0005;0.0006;0.0012;0.0819
-0.0007;0.0007;0.0005;0.0011;0.0832
-0.0007;0.0007;0.0004;0.0011;0.0855
-0.0006;0.0007;0.0001;0.0010;0.0868
-0.0006;0.0006;0.0001;0.0009;0.0881
-0.0005;0.0005;0.0002;0.0007;0.0893
-0.0006;0.0004;0.0004;0.0008;0.0906
-0.0006;0.0002;0.0005;0.0008;0.0919
-0.0006;0.0005;0.0004;0.0009;0.0942
-0.0005;0.0007;0.0006;0.0011;0.0954
-0.0004;0.0009;0.0007;0.0012;0.0967
-0.0002;0.0007;0.0007;0.0011;0.0980
-0.0005;0.0009;0.0004;0.0011;0.0993
-0.0005;0.0009;0.0005;0.0011;0.1006
-0.0004;0.0009;0.0007;0.0012;0.1018
-0.0002;0.0009;0.0006;0.0011;0.1031
0.0000;0.0009;0.0010;0.0013;0.1044
0.0000;0.0007;0.0011;0.0013;0.1056
-0.0001;0.0006;0.0011;0.0013;0.1069
-0.0004;0.0006;0.0010;0.0012;0.1082
-0.0005;0.0007;0.0009;0.0012;0.1105
-0.0004;0.0007;0.0009;0.0012;0.1118
-0.0001;0.0007;0.0007;0.0010;0.1130
0.0000;0.0007;0.0006;0.0010;0.1143
-0.0001;0.0007;0.0007;0.0010;0.1156
-0.0002;0.0007;0.0007;0.0011;0.1168
-0.0002;0.0007;0.0009;0.0012;0.1182
-0.0004;0.0007;0.0011;0.0014;0.1195
-0.0005;0.0007;0.0010;0.0013;0.1208
-0.0006;0.0009;0.0007;0.0013;0.1221
-0.0005;0.0009;0.0005;0.0011;0.1234
-0.0004;0.0009;0.0005;0.0011;0.1247
-0.0004;0.0009;0.0006;0.0011;0.1259
-0.0004;0.0007;0.0009;0.0012;0.1272
-0.0004;0.0007;0.0013;0.0016;0.1286
-0.0002;0.0006;0.0013;0.0015;0.1298
-0.0002;0.0005;0.0013;0.0014;0.1311
-0.0002;0.0006;0.0009;0.0011;0.1324
-0.0002;0.0007;0.0007;0.0011;0.1336
-0.0002;0.0006;0.0009;0.0011;0.1349
-0.0002;0.0005;0.0011;0.0012;0.1361
-0.0001;0.0004;0.0012;0.0013;0.1374
-0.0001;0.0002;0.0012;0.0013;0.1387
0.0000;0.0001;0.0011;0.0011;0.1400
0.0001;0.0000;0.0012;0.0012;0.1423
-0.0001;0.0002;0.0011;0.0011;0.1446
0.0000;0.0002;0.0011;0.0011;0.1469
