ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0818;0.0863;0.9967;1.0038;0.0000
-0.0802;0.0848;0.9949;1.0017;0.5102
-0.0804;0.0851;0.9982;1.0050;0.7654
-0.0807;0.0858;0.9963;1.0033;1.0206
-0.0808;0.0854;0.9977;1.0046;1.2758
-0.0818;0.0857;0.9951;1.0021;1.5310
-0.0815;0.0846;0.9965;1.0034;1.7862
-0.0809;0.0850;0.9956;1.0025;2.0414
-0.0814;0.0845;0.9957;1.0026;2.2967
-0.0825;0.0850;0.9963;1.0034;2.5518
-0.0813;0.0854;0.9962;1.0032;2.8070
-0.0802;0.0854;0.9954;1.0022;3.0622
-0.0809;0.0848;0.9983;1.0052;3.3174
-0.0817;0.0857;0.9958;1.0029;3.5725
-0.0823;0.0847;0.9969;1.0039;3.8277
-0.0809;0.0845;0.9960;1.0028;4.0828
-0.0804;0.0859;0.9969;1.0039;4.3380
-0.0813;0.0851;0.9956;1.0025;4.5933
-0.0818;0.0844;0.9952;1.0022;4.8485
-0.0820;0.0847;0.9967;1.0037;5.1037
-0.0814;0.0851;0.9965;1.0034;5.3588
-0.0818;0.0851;0.9968;1.0038;5.6140
-0.0804;0.0845;0.9966;1.0034;5.8692
-0.0813;0.0850;0.9957;1.0026;6.1243
-0.0811;0.0850;0.9958;1.0027;6.3798
-0.0814;0.0848;0.9967;1.0036;6.6351
-0.0818;0.0850;0.9951;1.0021;6.8903
-0.0817;0.0848;0.9949;1.0018;7.1455
-0.0811;0.0853;0.9974;1.0044;7.4007
-0.0812;0.0856;0.9955;1.0024;7.6559
-0.0814;0.0850;0.9968;1.0037;7.9112
-0.0809;0.0853;0.9956;1.0025;8.1681
-0.0808;0.0858;0.9958;1.0028;8.4233
-0.0809;0.0853;0.9958;1.0028;8.6785
-0.0813;0.0852;0.9968;1.0038;8.9337
-0.0812;0.0847;0.9963;1.0032;9.1890
-0.0822;0.0851;0.9958;1.0028;9.4442
-0.0822;0.0850;0.9962;1.0032;9.6994
-0.0806;0.0853;0.9965;1.0033;9.9548
-0.0804;0.0852;0.9966;1.0034;10.2100
-0.0814;0.0848;0.9956;1.0025;10.4652
-0.0807;0.0844;0.9960;1.0028;10.7205
-0.0817;0.0854;0.9956;1.0026;10.9758
-0.0809;0.0847;0.9966;1.0034;11.2310
-0.0811;0.0851;0.9963;1.0032;11.4863
-0.0813;0.0852;0.9965;1.0034;11.7415
-0.0811;0.0847;0.9972;1.0041;11.9967
-0.0812;0.0857;0.9956;1.0026;12.2519
-0.0807;0.0857;0.9961;1.0030;12.5071
-0.0813;0.0854;0.9967;1.0037;12.7623
-0.0812;0.0848;0.9961;1.0030;13.0175
-0.0811;0.0848;0.9962;1.0031;13.2727
-0.0804;0.0847;0.9956;1.0024;13.5279
-0.0808;0.0852;0.9957;1.0026;13.7834
-0.0807;0.0844;0.9966;1.0034;14.0387
-0.0812;0.0846;0.9963;1.0032;14.2939
-0.0814;0.0850;0.9957;1.0027;14.5491
-0.0811;0.0853;0.9971;1.0040;14.8043
