ax(g);ay(g);az(g);accRMS(g);time(s)
0.0006;-0.0006;-0.0015;0.0017;0.0000
0.0007;-0.0005;-0.0015;0.0017;0.0027
0.0007;-0.0004;-0.0013;0.0016;0.0050
0.0007;-0.0002;-0.0011;0.0013;0.0063
0.0007;-0.0002;-0.0010;0.0012;0.0076
0.0007;-0.0002;-0.0009;0.0012;0.0088
0.0006;-0.0001;-0.0007;0.0010;0.0101
0.0005;-0.0001;-0.0009;0.0010;0.0114
0.0002;-0.0001;-0.0010;0.0010;0.0127
0.0002;-0.0001;-0.0011;0.0011;0.0139
0.0000;-0.0002;-0.0015;0.0015;0.0152
0.0000;-0.0002;-0.0016;0.0016;0.0165
0.0000;-0.0004;-0.0015;0.0015;0.0188
0.0000;-0.0004;-0.0013;0.0014;0.0201
0.0000;-0.0004;-0.0011;0.0012;0.0213
0.0000;-0.0002;-0.0010;0.0010;0.0226
0.0001;-0.0002;-0.0009;0.0009;0.0239
0.0001;-0.0001;-0.0006;0.0006;0.0251
0.0002;-0.0001;-0.0004;0.0005;0.0264
0.0002;-0.0001;-0.0002;0.0004;0.0277
0.0001;0.0000;-0.0002;0.0003;0.0289
0.0000;0.0000;-0.0004;0.0004;0.0302
-0.0001;0.0001;-0.0005;0.0005;0.0315
-0.0001;0.0001;-0.0004;0.0004;0.0327
-0.0001;0.0002;-0.0002;0.0004;0.0351
-0.0004;0.0004;-0.0001;0.0005;0.0374
-0.0006;0.0004;0.0001;0.0007;0.0387
-0.0006;0.0005;0.0002;0.0008;0.0399
-0.0007;0.0004;0.0004;0.0009;0.0412
-0.0007;0.0004;0.0007;0.0011;0.0425
-0.0007;0.0004;0.0010;0.0013;0.0437
-0.0006;0.0004;0.0010;0.0012;0.0450
-0.0005;0.0002;0.0009;0.0010;0.0463
-0.0006;0.0004;0.0007;0.0010;0.0475
-0.0005;0.0004;0.0007;0.0010;0.0488
-0.0004;0.0006;0.0007;0.0010;0.0512
-0.0005;0.0005;0.0007;0.0010;0.0525
-0.0004;0.0007;0.0009;0.0012;0.0537
-0.0004;0.0010;0.0007;0.0013;0.0560
-0.0004;0.0011;0.0007;0.0014;0.0573
-0.0005;0.0011;0.0006;0.0013;0.0586
-0.0005;0.0009;0.0004;0.0011;0.0609
-0.0005;0.0007;0.0002;0.0009;0.0622
-0.0006;0.0009;0.0000;0.0011;0.0634
-0.0005;0.0009;0.0002;0.0010;0.0647
-0.0005;0.0009;0.0006;0.0012;0.0660
-0.0004;0.0009;0.0007;0.0012;0.0672
-0.0004;0.0010;0.0010;0.0014;0.0685
-0.0004;0.0009;0.0010;0.0013;0.0698
-0.0004;0.0007;0.0009;0.0012;0.0711
-0.0006;0.0006;0.0012;0.0015;0.0724
-0.0006;0.0006;0.0015;0.0017;0.0736
-0.0006;0.0005;0.0017;0.0019;0.0749
-0.0005;0.0005;0.0018;0.0020;0.0761
-0.0001;0.0004;0.0018;0.0019;0.0774
-0.0001;0.0004;0.0016;0.0016;0.0787
-0.0001;0.0004;0.0013;0.0014;0.0800
-0.0002;0.0002;0.0015;0.0015;0.0813
-0.0002;0.0002;0.0013;0.0014;0.0826
-0.0002;0.0002;0.0011;0.0012;0.0839
-0.0002;0.0004;0.0009;0.0010;0.0851
-0.0001;0.0004;0.0009;0.0009;0.0864
0.0000;0.0005;0.0010;0.0011;0.0877
0.0000;0.0005;0.0011;0.0012;0.0889
-0.0001;0.0005;0.0013;0.0014;0.0913
-0.0002;0.0005;0.0015;0.0016;0.0925
-0.0002;0.0006;0.0013;0.0015;0.0938
-0.0002;0.0006;0.0012;0.0014;0.0950
-0.0001;0.0005;0.0015;0.0015;0.0963
-0.0001;0.0005;0.0016;0.0017;0.0976
0.0001;0.0005;0.0015;0.0015;0.0988
0.0002;0.0005;0.0015;0.0016;0.1001
0.0005;0.0006;0.0013;0.0016;0.1015
0.0005;0.0005;0.0011;0.0013;0.1028
0.0005;0.0004;0.0010;0.0012;0.1041
0.0004;0.0002;0.0009;0.0010;0.1053
0.0002;0.0002;0.0010;0.0010;0.1077
0.0002;0.0001;0.0010;0.0010;0.1089
0.0002;0.0001;0.0011;0.0011;0.1102
0.0000;0.0000;0.0010;0.0010;0.1115
0.0000;0.0001;0.0011;0.0011;0.1138
0.0000;0.0002;0.0012;0.0012;0.1150
-0.0002;0.0005;0.0006;0.0008;0.1163
-0.0002;0.0006;0.0004;0.0008;0.1176
-0.0004;0.0006;0.0004;0.0008;0.1188
-0.0005;0.0005;0.0005;0.0008;0.1222
-0.0004;0.0002;0.0006;0.0008;0.1235
-0.0004;0.0001;0.0004;0.0005;0.1247
-0.0004;0.0000;0.0004;0.0005;0.1260
-0.0002;-0.0002;0.0004;0.0005;0.1273
