Frecuencia(Hz);%Magnitud_X(g);%Magnitud_Y(g);%Magnitud_Z(g);%Magnitud_RMS(g)
0.0;2.0;2.0;2.0;2.0
0.030517578125;0.068418374123;0.0275896527426;0.0524030227319;0.0653038476319
0.06103515625;0.0451818126958;0.107309981195;0.0305047734706;0.0423424229689
0.091552734375;0.174995908534;0.0923354332078;0.0885384791065;0.0434311651215
0.1220703125;0.016162649015;0.0564901903896;0.0269216929747;0.0510860002915
0.152587890625;0.125711126527;0.00652025752176;0.0396379665427;0.0284440804798
0.18310546875;0.0907753668408;0.0449670534063;0.0221930786769;0.00935987595888
0.213623046875;0.0995705602852;0.0576642780757;0.0694701442486;0.00834276553469
0.244140625;0.0722527329722;0.0733996838369;0.0549421502901;0.0128713372458
0.274658203125;0.0691494487316;0.0296045888608;0.0378486840237;0.0299623713929
0.30517578125;0.155346176028;0.023962393762;0.0341071052687;0.0360053834695
0.335693359375;0.06907001086;0.0131652584138;0.12578805693;0.0276222923209
0.3662109375;0.0170026396705;0.0289196528894;0.0893966753842;0.0283745993873
0.396728515625;0.0262225319835;0.0309083451251;0.0687799351843;0.0457717288609
0.42724609375;0.0544283077291;0.0407075446252;0.041776352059;0.0394139631845
0.457763671875;0.0591970159945;0.0768956482361;0.0189845001853;0.0377047394113
0.48828125;0.0791917376504;0.0609541974025;0.0619290359185;0.027865513329
0.518798828125;0.0683530156853;0.031457526226;0.0472832252688;0.020305023601
0.54931640625;0.00521143193285;0.0854707298287;0.0363235739211;0.0211354180592
0.579833984375;0.045207308585;0.0268972309672;0.065952950238;0.02164720194
0.6103515625;0.121993053392;0.0545666804625;0.031565823528;0.00657726995377
0.640869140625;0.0246979622655;0.0389044279177;0.00688477700454;0.00524847247111
0.67138671875;0.0242099434548;0.0186403413342;0.0514591294448;0.00963936247291
0.701904296875;0.045649203869;0.0791220096075;0.058309141898;0.00929374553496
0.732421875;0.032252502282;0.034909322931;0.103268166256;0.0282026668771
0.762939453125;0.0241043875685;0.0216361676705;0.0912777384564;0.033503861122
0.79345703125;0.016435596284;0.00574102543648;0.0901933238355;0.0140234556833
0.823974609375;0.0488387496822;0.0600060143348;0.0331437487101;0.0208370080649
0.8544921875;0.0617341723305;0.0164542702108;0.0261376869777;0.0380593902376
0.885009765625;0.0903366571356;0.0247754329491;0.0868662573217;0.0334600157297
0.91552734375;0.0642867293588;0.0867240426834;0.0242877468967;0.0072872207741
0.946044921875;0.0257800886768;0.0948776884975;0.0846042907746;0.0279625385201
0.9765625;0.0769556724397;0.0645672469899;0.071930156933;0.0198313893174
1.00708007812;0.0956618399793;0.0414656679859;0.0233021004626;0.012591112454
1.03759765625;0.0395385712462;0.0834520822541;0.0444499931319;0.0157101048515
1.06811523438;0.0337634825257;0.110998119767;0.0470471465715;0.0194023479704
1.0986328125;0.0838101987354;0.0309096317388;0.00383696337274;0.00549327436642
1.12915039062;0.0920637169644;0.0745089589339;0.0625210380597;0.00830063445918
1.15966796875;0.077150389176;0.0352282404903;0.0635643177987;0.0151347833814
1.19018554688;0.0829691012973;0.0499638574989;0.0537835218647;0.00578659713438
1.220703125;0.0842761967973;0.00948567598317;0.0732313653684;0.00213036277691
1.25122070312;0.0197326768953;0.0456181362353;0.0726528899435;0.012412111563
1.28173828125;0.0454875823905;0.0341218983674;0.0393353890812;0.0157534483274
1.31225585938;0.0495817676235;0.0872731957586;0.0572692370949;0.0109197810234
1.3427734375;0.023616125206;0.0907941503718;0.0461615502526;0.0156524337289
1.37329101562;0.0602468164071;0.0464472920497;0.0100126258391;0.0179056892684
1.40380859375;0.0407275124484;0.0619253711854;0.0925909475661;0.0133303922782
1.43432617188;0.0152350892413;0.0453576438088;0.0254114398223;0.015480583659
1.46484375;0.0338034245668;0.0589361194697;0.0875961609775;0.00956443795728
1.49536132812;0.0452238805714;0.143835273;0.0372435984311;0.00423351048744
1.52587890625;0.103995782396;0.00802437044762;0.075999490509;0.00820919011122
1.55639648438;0.081665881228;0.0870478174773;0.0963707495404;0.00288895579065
1.5869140625;0.0469243797409;0.0310508180697;0.0444308657834;0.0107056784577
1.61743164062;0.0291711573001;0.0493290124607;0.094707884291;0.0153796868684
1.64794921875;0.0430789042332;0.0351994580563;0.0258337086678;0.00498848619038
1.67846679688;0.0576472806816;0.0354177382047;0.0113647615497;0.00831483016182
1.708984375;0.0385225167322;0.0278269011545;0.0144857220697;0.0110715704354
1.73950195312;0.0998829476575;0.054254461585;0.043135348387;0.00670650112526
1.77001953125;0.0483868872813;0.0169836440912;0.0617640024441;0.00747953357309
1.80053710938;0.0768378546655;0.063117297017;0.0292733457976;0.0188416813697
1.8310546875;0.0609496883706;0.0375259184664;0.0627467450025;0.0133182861008
1.86157226562;0.0772302021645;0.0525842243066;0.0513764955035;0.00630530472451
1.89208984375;0.124164636453;0.0311045791382;0.041191829518;0.0122207095377
1.92260742188;0.0591924491473;0.0929346932063;0.00919959032513;0.0164526769223
1.953125;0.0933041274994;0.0595158932089;0.0617341254786;0.0118943029094
1.98364257812;0.105625669877;0.0437975764873;0.0355431234852;0.00053440712639
2.01416015625;0.109943108603;0.0726899448414;0.0614778946767;0.0175952070207
2.04467773438;0.0166940137504;0.0363928203547;0.0199144552494;0.0103084628241
2.0751953125;0.05020005633;0.0246994959429;0.0194880225637;0.00466182749973
2.10571289062;0.107746177833;0.0879261871797;0.0612523180818;0.011632316478
2.13623046875;0.00500125886844;0.0380218537251;0.0791659588255;0.00414533941661
2.16674804688;0.0499974929225;0.0607291921442;0.0231224198075;0.00532309973947
2.197265625;0.0384167028162;0.0402507519434;0.0552743963087;0.00435544553327
2.22778320312;0.0901764626508;0.136926643514;0.0875496705168;0.00565994543126
2.25830078125;0.103339123962;0.071110537103;0.0593051766955;0.00724830851574
2.28881835938;0.0468411991208;0.0701775669246;0.035504786239;0.00744069468559
2.3193359375;0.0551052763965;0.0125538560331;0.0522700158844;0.0063479426712
2.34985351562;0.0446438814223;0.0249850158363;0.0225792955261;0.0100784632289
2.38037109375;0.0706902141534;0.0301537893875;0.0593284948921;0.00243047733957
2.41088867188;0.0648998986164;0.0318388350993;0.0446585686911;0.00568655762467
2.44140625;0.0474187175323;0.0230143508414;0.043139409803;0.00750685268117
2.47192382812;0.0530472920701;0.00628607953287;0.0960614240576;0.00587307230801
2.50244140625;0.0618822323729;0.0725827668708;0.0407959824746;0.0188546313054
