ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0811;0.0847;0.9958;1.0027;0.0000
-0.0812;0.0852;0.9945;1.0014;0.5104
-0.0806;0.0854;0.9958;1.0028;0.7657
-0.0812;0.0848;0.9962;1.0031;1.0210
-0.0807;0.0845;0.9960;1.0028;1.2762
-0.0814;0.0840;0.9956;1.0025;1.5314
-0.0817;0.0848;0.9968;1.0038;1.7896
-0.0797;0.0847;0.9957;1.0025;2.0454
-0.0811;0.0848;0.9966;1.0035;2.3009
-0.0815;0.0852;0.9950;1.0020;2.5562
-0.0812;0.0846;0.9952;1.0021;2.8120
-0.0803;0.0846;0.9972;1.0040;3.0673
-0.0811;0.0852;0.9963;1.0033;3.3225
-0.0809;0.0831;0.9956;1.0023;3.5777
-0.0802;0.0845;0.9954;1.0022;3.8329
-0.0808;0.0848;0.9971;1.0039;4.0882
-0.0815;0.0854;0.9961;1.0031;4.3441
-0.0809;0.0848;0.9967;1.0036;4.5995
-0.0819;0.0844;0.9963;1.0033;4.8549
-0.0812;0.0845;0.9966;1.0034;5.1206
-0.0809;0.0845;0.9969;1.0038;5.3761
-0.0813;0.0847;0.9958;1.0027;5.6317
-0.0815;0.0850;0.9961;1.0030;5.8869
-0.0815;0.0850;0.9956;1.0025;6.1423
-0.0811;0.0839;0.9967;1.0035;6.3977
-0.0812;0.0851;0.9958;1.0028;6.6529
-0.0808;0.0851;0.9968;1.0037;6.9082
-0.0818;0.0850;0.9955;1.0024;7.1637
-0.0808;0.0853;0.9961;1.0030;7.4189
-0.0808;0.0841;0.9963;1.0031;7.6743
-0.0798;0.0850;0.9960;1.0028;7.9296
-0.0809;0.0842;0.9963;1.0032;8.1848
-0.0811;0.0845;0.9961;1.0029;8.4403
-0.0800;0.0844;0.9973;1.0041;8.6955
-0.0807;0.0852;0.9966;1.0035;8.9507
-0.0804;0.0847;0.9957;1.0026;9.2060
-0.0822;0.0852;0.9966;1.0036;9.4612
-0.0817;0.0842;0.9969;1.0038;9.7164
-0.0813;0.0852;0.9946;1.0016;9.9717
-0.0812;0.0851;0.9955;1.0024;10.2269
-0.0814;0.0848;0.9968;1.0037;10.4822
-0.0804;0.0836;0.9949;1.0016;10.7377
-0.0806;0.0854;0.9962;1.0031;10.9930
-0.0809;0.0847;0.9955;1.0024;11.2483
-0.0804;0.0852;0.9966;1.0034;11.5035
