ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0812;0.0848;0.9956;1.0025;0.0000
-0.0809;0.0851;0.9958;1.0027;0.5107
-0.0803;0.0846;0.9955;1.0023;0.7659
-0.0811;0.0862;0.9967;1.0037;1.0212
-0.0803;0.0839;0.9968;1.0036;1.2765
-0.0806;0.0842;0.9962;1.0030;1.5317
-0.0808;0.0850;0.9966;1.0035;1.7867
-0.0809;0.0851;0.9969;1.0038;2.0401
-0.0807;0.0859;0.9960;1.0029;2.2934
-0.0806;0.0845;0.9958;1.0027;2.5470
-0.0804;0.0852;0.9948;1.0016;2.8024
-0.0819;0.0848;0.9956;1.0026;3.0578
-0.0800;0.0850;0.9951;1.0019;3.3131
-0.0812;0.0854;0.9957;1.0027;3.5682
