FrecuenciaX(Hz);%Magnitud_X(g);FrecuenciaY(Hz);%Magnitud_Y(g);FrecuenciaZ(Hz);%Magnitud_Z(g);FrecuenciaRMS(Hz);%Magnitud_RMS(g)
0.0;0.0680705457926;0.0;0.0251313820481;0.0;1.99751903117;0.0;1.99884044066
