ax(g);ay(g);az(g);accRMS(g);time(s)
0.0054;-0.0286;0.9349;0.9354;0.0000
0.0044;-0.0284;0.9366;0.9371;0.5035
0.0045;-0.0278;0.9362;0.9366;0.7553
0.0050;-0.0278;0.9357;0.9361;1.0073
0.0049;-0.0287;0.9370;0.9375;1.2592
0.0048;-0.0284;0.9368;0.9372;1.5112
0.0045;-0.0294;0.9355;0.9360;1.7632
0.0042;-0.0287;0.9358;0.9362;2.0153
0.0033;-0.0271;0.9354;0.9358;2.2674
0.0045;-0.0288;0.9360;0.9365;2.5194
0.0051;-0.0280;0.9366;0.9371;2.7714
0.0042;-0.0284;0.9374;0.9378;3.0235
0.0044;-0.0283;0.9360;0.9365;3.2754
0.0035;-0.0283;0.9366;0.9371;3.5274
0.0048;-0.0277;0.9363;0.9367;3.7794
0.0040;-0.0289;0.9360;0.9365;4.0313
0.0035;-0.0283;0.9358;0.9362;4.2833
0.0048;-0.0280;0.9362;0.9366;4.5353
0.0045;-0.0293;0.9371;0.9376;4.7873
0.0045;-0.0282;0.9369;0.9373;5.0506
0.0050;-0.0283;0.9360;0.9365;5.3026
0.0048;-0.0281;0.9353;0.9357;5.5546
0.0042;-0.0287;0.9362;0.9366;5.8067
0.0046;-0.0283;0.9364;0.9368;6.0587
0.0040;-0.0281;0.9370;0.9374;6.3106
0.0045;-0.0288;0.9364;0.9369;6.5625
0.0051;-0.0286;0.9357;0.9361;6.8145
0.0043;-0.0286;0.9360;0.9365;7.0666
0.0048;-0.0282;0.9360;0.9365;7.3185
0.0043;-0.0289;0.9358;0.9362;7.5705
0.0038;-0.0276;0.9363;0.9367;7.8225
0.0046;-0.0293;0.9369;0.9374;8.0745
0.0046;-0.0288;0.9354;0.9359;8.3265
0.0051;-0.0283;0.9366;0.9371;8.5785
0.0046;-0.0289;0.9371;0.9376;8.8305
0.0040;-0.0283;0.9375;0.9379;9.0825
0.0049;-0.0293;0.9359;0.9364;9.3345
0.0044;-0.0284;0.9358;0.9362;9.5864
0.0044;-0.0283;0.9366;0.9371;9.8384
0.0049;-0.0286;0.9363;0.9367;10.0904
0.0048;-0.0281;0.9360;0.9365;10.3426
0.0046;-0.0281;0.9373;0.9377;10.5947
0.0042;-0.0293;0.9360;0.9365;10.8467
0.0046;-0.0283;0.9357;0.9361;11.0987
0.0040;-0.0287;0.9373;0.9377;11.3507
0.0050;-0.0289;0.9375;0.9380;11.6027
0.0051;-0.0277;0.9359;0.9363;11.8547
0.0043;-0.0287;0.9359;0.9364;12.1067
0.0040;-0.0282;0.9351;0.9355;12.3587
0.0045;-0.0281;0.9364;0.9368;12.6106
0.0039;-0.0280;0.9360;0.9365;12.8626
0.0052;-0.0289;0.9365;0.9370;13.1147
0.0037;-0.0283;0.9355;0.9360;13.3666
0.0055;-0.0289;0.9370;0.9375;13.6186
0.0043;-0.0282;0.9365;0.9370;13.8706
0.0050;-0.0283;0.9368;0.9372;14.1225
0.0039;-0.0280;0.9377;0.9382;14.3745
0.0051;-0.0288;0.9365;0.9370;14.6265
0.0045;-0.0284;0.9359;0.9364;14.8784
0.0051;-0.0286;0.9360;0.9365;15.1305
0.0048;-0.0283;0.9370;0.9375;15.3825
0.0038;-0.0288;0.9370;0.9375;15.6347
0.0048;-0.0297;0.9370;0.9375;15.8867
0.0051;-0.0283;0.9374;0.9378;16.1386
0.0048;-0.0284;0.9368;0.9372;16.3906
0.0040;-0.0287;0.9357;0.9361;16.6426
0.0044;-0.0281;0.9359;0.9363;16.8947
0.0046;-0.0287;0.9349;0.9354;17.1467
0.0037;-0.0288;0.9366;0.9371;17.3987
0.0042;-0.0275;0.9368;0.9372;17.6509
0.0051;-0.0281;0.9377;0.9382;17.9029
0.0037;-0.0287;0.9366;0.9371;18.1550
0.0048;-0.0277;0.9364;0.9368;18.4069
0.0050;-0.0277;0.9355;0.9360;18.6589
0.0048;-0.0284;0.9368;0.9372;18.9109
0.0035;-0.0283;0.9341;0.9345;19.1629
0.0045;-0.0289;0.9366;0.9371;19.4150
0.0050;-0.0289;0.9375;0.9380;19.6675
0.0042;-0.0289;0.9342;0.9347;19.9195
0.0050;-0.0276;0.9362;0.9366;20.1715
0.0051;-0.0292;0.9365;0.9370;20.4236
0.0051;-0.0286;0.9360;0.9365;20.6755
0.0044;-0.0286;0.9360;0.9365;20.9277
0.0045;-0.0280;0.9353;0.9357;21.1797
0.0043;-0.0286;0.9369;0.9373;21.4317
0.0051;-0.0278;0.9359;0.9363;21.6838
0.0037;-0.0291;0.9355;0.9360;21.9358
0.0042;-0.0286;0.9353;0.9357;22.1878
0.0040;-0.0286;0.9365;0.9370;22.4398
0.0039;-0.0287;0.9358;0.9362;22.6918
0.0045;-0.0284;0.9360;0.9365;22.9439
0.0038;-0.0280;0.9379;0.9383;23.1958
0.0044;-0.0294;0.9357;0.9361;23.4478
0.0039;-0.0277;0.9368;0.9372;23.6998
0.0035;-0.0282;0.9374;0.9378;23.9518
0.0046;-0.0284;0.9366;0.9371;24.2039
0.0048;-0.0278;0.9369;0.9373;24.4559
0.0044;-0.0283;0.9357;0.9361;24.7079
0.0033;-0.0281;0.9370;0.9374;24.9599
0.0044;-0.0275;0.9359;0.9363;25.2118
0.0040;-0.0280;0.9376;0.9380;25.4639
0.0043;-0.0275;0.9362;0.9366;25.7159
0.0045;-0.0288;0.9376;0.9381;25.9679
0.0037;-0.0299;0.9360;0.9365;26.2201
0.0050;-0.0280;0.9359;0.9363;26.4721
0.0040;-0.0284;0.9353;0.9357;26.7241
0.0035;-0.0287;0.9360;0.9365;26.9761
0.0034;-0.0282;0.9369;0.9373;27.2281
0.0048;-0.0286;0.9363;0.9367;27.4801
0.0050;-0.0289;0.9371;0.9376;27.7321
0.0045;-0.0286;0.9359;0.9364;27.9841
0.0042;-0.0287;0.9365;0.9370;28.2361
0.0050;-0.0283;0.9364;0.9368;28.4881
0.0046;-0.0282;0.9377;0.9382;28.7401
0.0037;-0.0278;0.9381;0.9385;28.9921
0.0039;-0.0289;0.9370;0.9375;29.2441
0.0045;-0.0281;0.9369;0.9373;29.4961
0.0040;-0.0294;0.9351;0.9355;29.7480
0.0042;-0.0278;0.9365;0.9369;30.0001
0.0051;-0.0283;0.9359;0.9364;30.2521
0.0043;-0.0278;0.9355;0.9360;30.5040
0.0049;-0.0292;0.9360;0.9365;30.7561
0.0042;-0.0287;0.9364;0.9368;31.0080
0.0046;-0.0276;0.9365;0.9369;31.2600
0.0048;-0.0288;0.9360;0.9365;31.5123
0.0043;-0.0283;0.9355;0.9360;31.7643
0.0046;-0.0288;0.9363;0.9367;32.0163
0.0040;-0.0277;0.9355;0.9360;32.2682
0.0040;-0.0281;0.9368;0.9372;32.5202
0.0051;-0.0275;0.9355;0.9360;32.7722
0.0043;-0.0282;0.9357;0.9361;33.0240
0.0051;-0.0282;0.9379;0.9383;33.2760
0.0046;-0.0283;0.9348;0.9353;33.5279
0.0039;-0.0278;0.9362;0.9366;33.7799
0.0049;-0.0292;0.9354;0.9359;34.0319
0.0046;-0.0288;0.9354;0.9359;34.2839
0.0044;-0.0283;0.9365;0.9370;34.5359
0.0040;-0.0281;0.9365;0.9370;34.7879
0.0043;-0.0280;0.9368;0.9372;35.0399
0.0043;-0.0275;0.9354;0.9358;35.2918
0.0046;-0.0286;0.9354;0.9359;35.5439
0.0049;-0.0289;0.9371;0.9376;35.7959
0.0048;-0.0284;0.9355;0.9360;36.0479
0.0042;-0.0273;0.9369;0.9373;36.2998
0.0037;-0.0292;0.9364;0.9369;36.5519
0.0040;-0.0282;0.9373;0.9377;36.8040
0.0040;-0.0281;0.9370;0.9374;37.0560
0.0044;-0.0281;0.9354;0.9359;37.3080
0.0045;-0.0289;0.9358;0.9362;37.5600
0.0045;-0.0286;0.9359;0.9364;37.8121
0.0042;-0.0284;0.9369;0.9373;38.0641
0.0050;-0.0288;0.9355;0.9360;38.3161
0.0038;-0.0295;0.9362;0.9366;38.5681
0.0045;-0.0284;0.9355;0.9360;38.8201
0.0048;-0.0289;0.9370;0.9375;39.0721
0.0039;-0.0277;0.9366;0.9371;39.3240
0.0033;-0.0277;0.9354;0.9358;39.5759
0.0035;-0.0291;0.9344;0.9349;39.8279
0.0033;-0.0276;0.9376;0.9380;40.0804
0.0037;-0.0284;0.9384;0.9388;40.3324
0.0054;-0.0280;0.9366;0.9371;40.5845
