ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0095;-0.0404;1.0038;1.0046;0.0000
-0.0101;-0.0414;1.0033;1.0042;0.5065
-0.0115;-0.0402;1.0040;1.0049;0.7600
-0.0112;-0.0413;1.0018;1.0027;1.0153
-0.0098;-0.0409;1.0049;1.0058;1.2706
-0.0103;-0.0404;1.0037;1.0045;1.5259
-0.0106;-0.0408;1.0024;1.0033;1.7811
-0.0114;-0.0405;1.0044;1.0053;2.0363
-0.0109;-0.0404;1.0032;1.0040;2.2917
-0.0115;-0.0416;1.0034;1.0043;2.5469
-0.0105;-0.0396;1.0033;1.0041;2.8033
-0.0105;-0.0409;1.0023;1.0032;3.0593
-0.0114;-0.0403;1.0038;1.0047;3.3167
-0.0104;-0.0404;1.0020;1.0028;3.5720
-0.0109;-0.0409;1.0026;1.0035;3.8272
-0.0123;-0.0405;1.0031;1.0039;4.2401
-0.0110;-0.0402;1.0028;1.0037;4.5965
-0.0114;-0.0399;1.0038;1.0046;4.8761
-0.0112;-0.0413;1.0028;1.0037;5.1870
-0.0107;-0.0413;1.0024;1.0033;5.6108
-0.0110;-0.0403;1.0031;1.0039;5.8642
-0.0114;-0.0405;1.0051;1.0060;6.1713
-0.0099;-0.0406;1.0044;1.0053;6.4260
-0.0107;-0.0400;1.0034;1.0043;6.6812
-0.0105;-0.0414;1.0018;1.0027;6.9360
-0.0101;-0.0400;1.0020;1.0028;7.1910
-0.0103;-0.0413;1.0031;1.0040;7.4462
-0.0099;-0.0409;1.0031;1.0039;7.7012
-0.0116;-0.0410;1.0028;1.0037;7.9567
-0.0107;-0.0410;1.0044;1.0053;8.2203
-0.0109;-0.0410;1.0045;1.0054;8.5214
-0.0111;-0.0406;1.0033;1.0042;8.8621
-0.0111;-0.0405;1.0045;1.0054;9.1491
-0.0112;-0.0409;1.0044;1.0053;9.4336
-0.0105;-0.0402;1.0032;1.0040;9.7202
-0.0107;-0.0410;1.0042;1.0050;9.9928
-0.0107;-0.0404;1.0034;1.0043;10.2837
-0.0105;-0.0405;1.0032;1.0040;10.5797
-0.0104;-0.0410;1.0040;1.0049;10.8416
-0.0112;-0.0408;1.0035;1.0044;11.1304
-0.0115;-0.0405;1.0039;1.0048;11.4858
-0.0105;-0.0410;1.0034;1.0043;11.8117
-0.0106;-0.0405;1.0034;1.0043;12.2110
-0.0109;-0.0403;1.0050;1.0059;12.5230
-0.0105;-0.0404;1.0039;1.0048;12.8546
-0.0106;-0.0403;1.0027;1.0036;13.1432
