ax(g);ay(g);az(g);accRMS(g);time(s)
0.0049;-0.0286;0.9382;0.9387;0.0000
0.0054;-0.0287;0.9370;0.9375;0.5032
0.0051;-0.0287;0.9366;0.9371;0.7550
0.0055;-0.0299;0.9353;0.9358;1.0070
0.0060;-0.0289;0.9376;0.9381;1.2590
0.0038;-0.0297;0.9362;0.9366;1.5111
0.0057;-0.0294;0.9371;0.9376;1.7630
0.0049;-0.0291;0.9371;0.9376;2.0150
0.0050;-0.0282;0.9371;0.9376;2.2670
0.0049;-0.0284;0.9362;0.9366;2.5190
0.0052;-0.0278;0.9351;0.9355;2.7710
0.0056;-0.0292;0.9366;0.9371;3.0229
0.0056;-0.0286;0.9362;0.9366;3.2749
0.0045;-0.0287;0.9381;0.9386;3.5269
0.0046;-0.0281;0.9362;0.9366;3.7794
0.0055;-0.0284;0.9375;0.9379;4.0314
0.0051;-0.0294;0.9362;0.9366;4.2833
0.0054;-0.0282;0.9365;0.9370;4.5354
0.0037;-0.0289;0.9368;0.9372;4.7875
0.0050;-0.0305;0.9362;0.9367;5.0392
0.0056;-0.0294;0.9369;0.9374;5.2910
0.0050;-0.0293;0.9379;0.9383;5.5432
0.0051;-0.0294;0.9357;0.9361;5.7952
0.0049;-0.0286;0.9380;0.9384;6.0474
0.0054;-0.0300;0.9365;0.9370;6.2994
0.0049;-0.0288;0.9377;0.9382;6.5515
0.0059;-0.0289;0.9369;0.9374;6.8037
0.0049;-0.0283;0.9371;0.9376;7.0558
0.0056;-0.0283;0.9353;0.9357;7.3078
0.0054;-0.0288;0.9360;0.9365;7.5597
0.0048;-0.0289;0.9368;0.9372;7.8117
0.0043;-0.0291;0.9362;0.9366;8.0637
0.0054;-0.0298;0.9354;0.9359;8.3157
0.0059;-0.0281;0.9359;0.9364;8.5677
0.0051;-0.0288;0.9363;0.9367;8.8197
0.0049;-0.0289;0.9365;0.9370;9.0717
0.0048;-0.0291;0.9362;0.9366;9.3238
