ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0004;0.0006;-0.0011;0.0013;0.0000
-0.0004;0.0009;-0.0011;0.0014;0.0023
-0.0002;0.0010;-0.0011;0.0015;0.0033
-0.0002;0.0010;-0.0007;0.0012;0.0044
-0.0002;0.0010;-0.0009;0.0013;0.0072
-0.0001;0.0010;-0.0009;0.0013;0.0082
-0.0001;0.0009;-0.0007;0.0011;0.0092
0.0000;0.0009;-0.0010;0.0013;0.0112
0.0000;0.0007;-0.0013;0.0015;0.0122
0.0002;0.0007;-0.0015;0.0017;0.0132
0.0002;0.0009;-0.0016;0.0018;0.0142
0.0002;0.0010;-0.0017;0.0020;0.0153
0.0000;0.0010;-0.0016;0.0019;0.0172
0.0000;0.0010;-0.0015;0.0018;0.0182
0.0001;0.0009;-0.0012;0.0015;0.0192
0.0001;0.0009;-0.0011;0.0014;0.0203
0.0001;0.0007;-0.0009;0.0011;0.0213
0.0000;0.0006;-0.0009;0.0011;0.0223
-0.0001;0.0006;-0.0007;0.0010;0.0233
-0.0001;0.0006;-0.0005;0.0008;0.0243
-0.0001;0.0006;-0.0004;0.0007;0.0254
-0.0001;0.0005;-0.0004;0.0006;0.0264
-0.0001;0.0002;-0.0005;0.0006;0.0292
0.0000;0.0002;-0.0005;0.0005;0.0303
0.0001;0.0004;-0.0004;0.0005;0.0313
0.0001;0.0004;-0.0001;0.0004;0.0323
0.0000;0.0002;-0.0001;0.0003;0.0333
0.0000;0.0002;-0.0002;0.0003;0.0343
0.0000;0.0001;-0.0002;0.0003;0.0354
-0.0001;0.0001;-0.0002;0.0003;0.0364
-0.0001;0.0002;-0.0004;0.0005;0.0374
-0.0002;0.0001;-0.0005;0.0006;0.0384
-0.0002;0.0002;-0.0005;0.0006;0.0413
-0.0002;0.0001;-0.0006;0.0007;0.0423
-0.0002;0.0001;-0.0005;0.0006;0.0442
-0.0004;0.0001;-0.0002;0.0005;0.0453
-0.0006;0.0002;-0.0002;0.0007;0.0463
-0.0007;0.0002;-0.0002;0.0008;0.0473
-0.0006;0.0004;-0.0002;0.0008;0.0483
-0.0005;0.0006;-0.0002;0.0008;0.0493
-0.0002;0.0007;-0.0002;0.0008;0.0504
-0.0001;0.0007;-0.0001;0.0008;0.0514
-0.0001;0.0005;0.0001;0.0005;0.0524
-0.0001;0.0005;0.0002;0.0006;0.0534
-0.0001;0.0006;0.0001;0.0006;0.0544
-0.0002;0.0005;-0.0001;0.0006;0.0555
-0.0002;0.0004;-0.0001;0.0005;0.0565
-0.0004;0.0002;0.0000;0.0004;0.0575
-0.0005;0.0002;0.0001;0.0006;0.0594
-0.0004;0.0004;0.0002;0.0006;0.0605
-0.0004;0.0004;0.0004;0.0006;0.0615
-0.0004;0.0002;0.0002;0.0005;0.0625
-0.0005;0.0002;0.0004;0.0007;0.0645
-0.0005;0.0002;0.0006;0.0008;0.0655
-0.0004;0.0004;0.0007;0.0009;0.0665
-0.0004;0.0005;0.0009;0.0011;0.0684
-0.0002;0.0005;0.0010;0.0011;0.0694
-0.0001;0.0005;0.0011;0.0012;0.0732
0.0000;0.0005;0.0010;0.0011;0.0743
-0.0001;0.0006;0.0011;0.0013;0.0763
0.0000;0.0006;0.0011;0.0013;0.0773
-0.0001;0.0007;0.0011;0.0013;0.0783
-0.0001;0.0009;0.0012;0.0015;0.0793
-0.0001;0.0010;0.0012;0.0016;0.0804
-0.0001;0.0010;0.0015;0.0018;0.0841
-0.0002;0.0010;0.0012;0.0016;0.0860
-0.0002;0.0011;0.0012;0.0017;0.0871
-0.0001;0.0011;0.0012;0.0016;0.0881
0.0000;0.0011;0.0013;0.0017;0.0891
0.0000;0.0012;0.0016;0.0020;0.0902
0.0001;0.0011;0.0016;0.0019;0.0912
0.0001;0.0012;0.0017;0.0021;0.0922
0.0002;0.0012;0.0020;0.0023;0.0932
0.0001;0.0012;0.0021;0.0024;0.0942
0.0002;0.0012;0.0022;0.0025;0.0953
0.0004;0.0012;0.0022;0.0025;0.0964
0.0002;0.0009;0.0018;0.0020;0.0974
0.0001;0.0009;0.0017;0.0019;0.0985
0.0001;0.0010;0.0017;0.0020;0.1013
0.0001;0.0011;0.0018;0.0021;0.1023
0.0002;0.0011;0.0018;0.0021;0.1034
0.0004;0.0011;0.0020;0.0023;0.1044
0.0004;0.0010;0.0021;0.0023;0.1054
0.0002;0.0009;0.0022;0.0024;0.1064
0.0004;0.0005;0.0026;0.0026;0.1074
0.0004;0.0004;0.0024;0.0025;0.1103
0.0004;0.0002;0.0024;0.0025;0.1113
0.0004;0.0001;0.0026;0.0026;0.1123
0.0004;0.0000;0.0028;0.0028;0.1133
0.0004;0.0001;0.0028;0.0028;0.1144
0.0005;0.0001;0.0029;0.0030;0.1154
0.0006;0.0002;0.0028;0.0029;0.1164
0.0007;0.0002;0.0028;0.0029;0.1174
0.0007;0.0001;0.0029;0.0030;0.1184
0.0009;0.0002;0.0032;0.0033;0.1194
0.0007;0.0004;0.0032;0.0033;0.1205
0.0005;0.0004;0.0028;0.0029;0.1215
0.0004;0.0004;0.0026;0.0026;0.1225
0.0004;0.0005;0.0023;0.0024;0.1235
0.0004;0.0006;0.0021;0.0022;0.1246
0.0004;0.0007;0.0020;0.0021;0.1256
0.0002;0.0007;0.0017;0.0019;0.1266
0.0002;0.0007;0.0016;0.0018;0.1276
0.0004;0.0007;0.0017;0.0019;0.1286
0.0004;0.0006;0.0016;0.0017;0.1296
0.0004;0.0005;0.0016;0.0017;0.1307
0.0002;0.0004;0.0017;0.0018;0.1317
0.0001;0.0002;0.0018;0.0019;0.1327
0.0001;0.0001;0.0020;0.0020;0.1337
0.0001;0.0001;0.0018;0.0018;0.1348
0.0002;0.0001;0.0017;0.0017;0.1358
0.0001;0.0001;0.0015;0.0015;0.1368
0.0000;0.0001;0.0013;0.0013;0.1378
0.0000;0.0001;0.0010;0.0010;0.1388
0.0000;0.0004;0.0006;0.0007;0.1404
-0.0001;0.0004;0.0006;0.0007;0.1419
-0.0002;0.0004;0.0006;0.0008;0.1429
-0.0004;0.0004;0.0006;0.0008;0.1440
-0.0004;0.0005;0.0006;0.0009;0.1450
-0.0004;0.0005;0.0005;0.0008;0.1460
-0.0005;0.0006;0.0004;0.0009;0.1470
-0.0004;0.0007;0.0001;0.0008;0.1480
-0.0002;0.0007;0.0000;0.0008;0.1491
-0.0001;0.0007;0.0000;0.0007;0.1501
-0.0001;0.0007;0.0002;0.0008;0.1511
-0.0002;0.0007;0.0004;0.0009;0.1522
-0.0002;0.0009;0.0002;0.0009;0.1532
-0.0002;0.0010;0.0001;0.0010;0.1542
-0.0004;0.0010;0.0000;0.0010;0.1552
-0.0002;0.0010;0.0001;0.0010;0.1562
-0.0002;0.0011;0.0002;0.0012;0.1573
-0.0004;0.0012;0.0004;0.0013;0.1583
-0.0004;0.0013;0.0004;0.0014;0.1593
-0.0002;0.0013;0.0004;0.0014;0.1604
-0.0004;0.0013;0.0004;0.0014;0.1614
-0.0005;0.0013;0.0005;0.0015;0.1624
-0.0006;0.0013;0.0006;0.0016;0.1634
-0.0006;0.0013;0.0005;0.0016;0.1644
-0.0005;0.0012;0.0002;0.0013;0.1655
-0.0004;0.0012;-0.0001;0.0013;0.1665
-0.0004;0.0011;-0.0002;0.0012;0.1675
-0.0005;0.0011;-0.0004;0.0013;0.1685
-0.0005;0.0010;-0.0002;0.0011;0.1695
-0.0005;0.0007;0.0000;0.0009;0.1706
-0.0006;0.0006;0.0001;0.0009;0.1716
-0.0007;0.0006;0.0001;0.0010;0.1726
-0.0007;0.0006;0.0000;0.0010;0.1736
-0.0007;0.0006;-0.0001;0.0010;0.1747
-0.0007;0.0005;-0.0002;0.0009;0.1757
-0.0009;0.0004;-0.0001;0.0009;0.1767
-0.0009;0.0004;0.0000;0.0009;0.1777
-0.0007;0.0005;0.0001;0.0009;0.1788
-0.0006;0.0005;0.0000;0.0008;0.1816
-0.0006;0.0004;0.0000;0.0007;0.1835
-0.0005;0.0005;0.0000;0.0007;0.1846
-0.0004;0.0005;-0.0001;0.0006;0.1856
-0.0001;0.0004;-0.0001;0.0004;0.1866
0.0000;0.0002;0.0000;0.0002;0.1876
0.0001;0.0004;0.0000;0.0004;0.1886
0.0002;0.0005;-0.0001;0.0006;0.1896
0.0000;0.0005;-0.0002;0.0005;0.1917
0.0000;0.0005;-0.0005;0.0007;0.1928
0.0001;0.0005;-0.0004;0.0006;0.1948
0.0002;0.0009;-0.0004;0.0010;0.1979
0.0002;0.0010;-0.0004;0.0011;0.1994
-0.0001;0.0012;-0.0005;0.0013;0.2007
0.0001;0.0012;-0.0010;0.0016;0.2068
0.0000;0.0011;-0.0010;0.0015;0.2085
-0.0001;0.0009;-0.0012;0.0015;0.2105
-0.0002;0.0006;-0.0012;0.0014;0.2119
-0.0002;0.0004;-0.0013;0.0014;0.2131
-0.0002;0.0005;-0.0013;0.0014;0.2151
-0.0002;0.0005;-0.0011;0.0012;0.2163
-0.0004;0.0005;-0.0010;0.0012;0.2174
-0.0006;0.0005;-0.0012;0.0014;0.2186
-0.0007;0.0005;-0.0012;0.0015;0.2197
-0.0006;0.0006;-0.0013;0.0016;0.2209
-0.0005;0.0005;-0.0012;0.0014;0.2229
-0.0006;0.0006;-0.0011;0.0014;0.2243
-0.0007;0.0009;-0.0009;0.0014;0.2254
-0.0009;0.0012;-0.0007;0.0017;0.2266
-0.0010;0.0012;-0.0005;0.0016;0.2279
-0.0005;0.0017;-0.0002;0.0018;0.2353
-0.0005;0.0018;-0.0002;0.0019;0.2365
-0.0007;0.0020;-0.0001;0.0021;0.2376
-0.0007;0.0020;0.0000;0.0021;0.2389
-0.0009;0.0021;-0.0001;0.0022;0.2409
-0.0010;0.0020;0.0000;0.0022;0.2419
-0.0010;0.0018;0.0001;0.0021;0.2430
-0.0009;0.0018;0.0001;0.0020;0.2440
-0.0007;0.0017;0.0000;0.0019;0.2450
-0.0007;0.0016;-0.0001;0.0018;0.2460
-0.0006;0.0016;-0.0001;0.0017;0.2471
-0.0007;0.0016;-0.0001;0.0018;0.2500
-0.0007;0.0016;0.0000;0.0017;0.2510
-0.0007;0.0016;0.0001;0.0018;0.2520
-0.0007;0.0015;0.0000;0.0016;0.2540
-0.0007;0.0015;0.0001;0.0016;0.2550
-0.0007;0.0016;0.0001;0.0018;0.2560
-0.0006;0.0017;0.0000;0.0018;0.2570
-0.0006;0.0017;-0.0002;0.0018;0.2581
-0.0005;0.0016;-0.0001;0.0017;0.2591
-0.0004;0.0016;0.0004;0.0017;0.2611
-0.0002;0.0015;0.0005;0.0016;0.2621
-0.0001;0.0015;0.0005;0.0015;0.2631
0.0000;0.0013;0.0006;0.0015;0.2642
-0.0001;0.0013;0.0006;0.0015;0.2661
-0.0001;0.0013;0.0007;0.0015;0.2671
-0.0001;0.0012;0.0007;0.0014;0.2681
-0.0001;0.0013;0.0006;0.0015;0.2691
-0.0002;0.0013;0.0007;0.0015;0.2702
-0.0004;0.0013;0.0010;0.0017;0.2712
-0.0004;0.0013;0.0011;0.0018;0.2722
-0.0004;0.0012;0.0009;0.0015;0.2733
-0.0004;0.0012;0.0007;0.0015;0.2743
-0.0004;0.0012;0.0006;0.0014;0.2753
-0.0002;0.0011;0.0006;0.0013;0.2763
-0.0002;0.0012;0.0006;0.0014;0.2773
-0.0001;0.0015;0.0007;0.0016;0.2784
-0.0001;0.0015;0.0009;0.0017;0.2794
-0.0001;0.0015;0.0010;0.0018;0.2804
-0.0002;0.0015;0.0010;0.0018;0.2815
-0.0002;0.0016;0.0009;0.0018;0.2825
-0.0001;0.0016;0.0009;0.0018;0.2835
-0.0001;0.0016;0.0007;0.0018;0.2845
0.0000;0.0015;0.0007;0.0016;0.2855
