ax(g);ay(g);az(g);accRMS(g);time(s)
0.0005;0.0011;0.0005;0.0013;0.0000
0.0002;0.0011;0.0004;0.0012;0.0029
0.0004;0.0012;0.0005;0.0014;0.0045
0.0002;0.0011;0.0007;0.0013;0.0064
0.0001;0.0011;0.0007;0.0013;0.0081
0.0001;0.0011;0.0009;0.0014;0.0097
0.0000;0.0015;0.0017;0.0023;0.0113
0.0000;0.0015;0.0021;0.0025;0.0131
0.0002;0.0012;0.0021;0.0024;0.0150
0.0002;0.0011;0.0023;0.0026;0.0171
0.0002;0.0009;0.0023;0.0025;0.0188
0.0004;0.0006;0.0023;0.0024;0.0205
0.0002;0.0004;0.0027;0.0027;0.0220
0.0002;0.0002;0.0024;0.0025;0.0238
0.0006;0.0000;0.0023;0.0024;0.0255
0.0009;0.0001;0.0020;0.0021;0.0271
0.0009;0.0000;0.0018;0.0020;0.0287
0.0009;-0.0004;0.0018;0.0021;0.0305
0.0010;-0.0004;0.0016;0.0019;0.0323
0.0010;-0.0002;0.0016;0.0019;0.0340
0.0010;-0.0002;0.0015;0.0018;0.0356
0.0010;-0.0004;0.0015;0.0018;0.0373
0.0009;-0.0004;0.0013;0.0016;0.0389
0.0010;-0.0004;0.0015;0.0018;0.0407
0.0009;-0.0004;0.0015;0.0017;0.0425
0.0007;-0.0004;0.0018;0.0020;0.0443
0.0009;-0.0004;0.0016;0.0018;0.0463
0.0007;-0.0002;0.0017;0.0019;0.0484
0.0006;-0.0001;0.0018;0.0019;0.0501
0.0006;-0.0001;0.0021;0.0022;0.0519
0.0007;0.0000;0.0022;0.0023;0.0538
0.0006;0.0001;0.0022;0.0023;0.0558
0.0005;0.0000;0.0021;0.0021;0.0579
0.0002;-0.0004;0.0020;0.0020;0.0599
0.0002;-0.0004;0.0017;0.0018;0.0619
0.0004;-0.0004;0.0016;0.0017;0.0639
0.0006;-0.0006;0.0017;0.0019;0.0662
0.0007;-0.0007;0.0018;0.0021;0.0689
0.0009;-0.0009;0.0021;0.0024;0.0710
0.0009;-0.0010;0.0023;0.0027;0.0730
0.0009;-0.0007;0.0027;0.0029;0.0750
0.0006;-0.0005;0.0026;0.0027;0.0771
0.0005;-0.0004;0.0024;0.0025;0.0790
0.0006;-0.0004;0.0026;0.0027;0.0809
0.0007;-0.0006;0.0024;0.0026;0.0829
0.0005;-0.0006;0.0022;0.0023;0.0850
0.0004;-0.0005;0.0020;0.0020;0.0871
0.0004;-0.0004;0.0020;0.0020;0.0895
0.0001;-0.0004;0.0020;0.0020;0.0919
0.0001;0.0000;0.0015;0.0015;0.0938
0.0000;0.0002;0.0010;0.0010;0.0957
0.0002;0.0004;0.0006;0.0008;0.0979
0.0002;0.0005;0.0004;0.0007;0.0996
0.0000;0.0005;0.0001;0.0005;0.1013
0.0000;0.0004;0.0002;0.0004;0.1029
0.0002;0.0002;0.0004;0.0005;0.1045
0.0001;0.0002;0.0006;0.0007;0.1066
-0.0001;0.0002;0.0010;0.0010;0.1087
0.0000;0.0001;0.0012;0.0012;0.1103
0.0000;0.0000;0.0013;0.0013;0.1119
0.0001;0.0000;0.0013;0.0013;0.1134
0.0001;-0.0001;0.0012;0.0012;0.1148
0.0000;-0.0001;0.0012;0.0012;0.1163
0.0001;-0.0001;0.0011;0.0011;0.1177
0.0000;-0.0002;0.0010;0.0010;0.1190
-0.0001;-0.0004;0.0011;0.0012;0.1207
-0.0001;-0.0005;0.0012;0.0013;0.1228
-0.0002;-0.0005;0.0013;0.0014;0.1243
-0.0004;-0.0006;0.0015;0.0016;0.1257
-0.0004;-0.0007;0.0013;0.0016;0.1271
-0.0002;-0.0005;0.0015;0.0016;0.1295
-0.0002;-0.0004;0.0015;0.0015;0.1309
-0.0004;-0.0005;0.0015;0.0016;0.1323
-0.0004;-0.0005;0.0016;0.0017;0.1337
-0.0004;-0.0005;0.0017;0.0018;0.1353
-0.0005;-0.0007;0.0021;0.0023;0.1373
-0.0005;-0.0007;0.0022;0.0024;0.1388
-0.0006;-0.0010;0.0021;0.0024;0.1402
-0.0006;-0.0011;0.0021;0.0024;0.1416
-0.0006;-0.0007;0.0020;0.0022;0.1430
-0.0007;-0.0007;0.0018;0.0021;0.1446
-0.0006;-0.0005;0.0017;0.0019;0.1461
-0.0006;-0.0005;0.0016;0.0018;0.1475
-0.0005;-0.0006;0.0011;0.0013;0.1490
-0.0004;-0.0005;0.0011;0.0013;0.1507
-0.0005;-0.0001;0.0009;0.0010;0.1525
-0.0002;-0.0001;0.0006;0.0007;0.1539
-0.0001;-0.0002;0.0005;0.0006;0.1553
-0.0001;-0.0001;0.0004;0.0004;0.1567
-0.0001;0.0000;0.0002;0.0003;0.1581
-0.0001;-0.0001;0.0002;0.0003;0.1595
-0.0001;-0.0002;0.0002;0.0004;0.1609
-0.0001;-0.0001;-0.0002;0.0003;0.1623
-0.0001;0.0000;-0.0004;0.0004;0.1639
-0.0002;0.0004;-0.0004;0.0006;0.1658
-0.0002;0.0005;-0.0005;0.0007;0.1675
-0.0002;0.0005;-0.0006;0.0008;0.1688
-0.0002;0.0005;-0.0005;0.0007;0.1703
-0.0002;0.0006;-0.0004;0.0008;0.1717
-0.0001;0.0009;-0.0005;0.0010;0.1731
-0.0001;0.0010;-0.0007;0.0012;0.1748
0.0000;0.0011;-0.0009;0.0014;0.1764
0.0004;0.0011;-0.0009;0.0014;0.1780
0.0004;0.0010;-0.0010;0.0014;0.1801
0.0001;0.0010;-0.0012;0.0016;0.1822
0.0001;0.0011;-0.0012;0.0016;0.1839
0.0004;0.0009;-0.0012;0.0015;0.1855
0.0002;0.0009;-0.0011;0.0014;0.1871
0.0002;0.0007;-0.0011;0.0013;0.1888
0.0004;0.0006;-0.0009;0.0011;0.1927
0.0004;0.0005;-0.0006;0.0009;0.1954
0.0002;0.0006;-0.0005;0.0008;0.1978
0.0004;0.0006;-0.0002;0.0008;0.1995
0.0004;0.0005;-0.0002;0.0007;0.2012
0.0004;0.0004;-0.0004;0.0006;0.2028
0.0002;0.0002;-0.0006;0.0007;0.2046
0.0000;0.0001;-0.0005;0.0005;0.2067
0.0001;0.0001;-0.0005;0.0005;0.2098
0.0000;0.0002;-0.0001;0.0003;0.2114
0.0001;0.0002;0.0001;0.0003;0.2131
0.0000;0.0002;0.0002;0.0003;0.2147
0.0000;0.0002;0.0004;0.0004;0.2163
-0.0001;0.0002;0.0002;0.0004;0.2184
0.0001;0.0002;0.0006;0.0007;0.2207
0.0001;0.0001;0.0007;0.0008;0.2226
0.0002;0.0001;0.0006;0.0007;0.2244
0.0002;0.0000;0.0004;0.0004;0.2262
0.0005;0.0000;0.0000;0.0005;0.2279
0.0005;0.0000;-0.0001;0.0005;0.2299
0.0004;-0.0001;-0.0001;0.0004;0.2328
0.0004;-0.0002;-0.0001;0.0005;0.2347
0.0004;0.0000;0.0001;0.0004;0.2370
0.0004;0.0001;-0.0001;0.0004;0.2390
0.0005;0.0002;-0.0005;0.0007;0.2406
0.0004;0.0002;-0.0006;0.0008;0.2422
0.0004;0.0002;-0.0005;0.0007;0.2439
0.0002;0.0001;-0.0002;0.0004;0.2457
0.0001;0.0000;0.0000;0.0001;0.2473
-0.0001;0.0002;0.0001;0.0003;0.2490
-0.0004;0.0001;0.0001;0.0004;0.2520
-0.0002;0.0002;-0.0007;0.0008;0.2544
-0.0002;0.0002;-0.0009;0.0009;0.2563
-0.0002;0.0004;-0.0009;0.0010;0.2579
-0.0004;0.0002;-0.0007;0.0009;0.2594
-0.0001;0.0002;-0.0006;0.0007;0.2611
0.0001;0.0002;-0.0005;0.0006;0.2626
0.0001;0.0004;0.0000;0.0004;0.2641
0.0001;0.0005;0.0000;0.0005;0.2657
0.0001;0.0006;0.0001;0.0006;0.2672
0.0002;0.0004;0.0001;0.0005;0.2687
0.0001;0.0002;0.0001;0.0003;0.2703
0.0001;0.0000;0.0001;0.0002;0.2737
0.0001;-0.0001;0.0001;0.0002;0.2772
0.0002;-0.0001;0.0002;0.0004;0.2786
0.0002;-0.0002;0.0002;0.0004;0.2801
0.0002;-0.0002;0.0004;0.0005;0.2818
-0.0001;-0.0004;0.0004;0.0005;0.2835
-0.0001;-0.0005;0.0007;0.0009;0.2850
-0.0002;-0.0005;0.0007;0.0009;0.2866
-0.0002;-0.0002;0.0009;0.0009;0.2884
0.0000;-0.0002;0.0006;0.0007;0.2902
0.0000;0.0000;0.0007;0.0007;0.2922
-0.0001;-0.0001;0.0006;0.0006;0.2937
-0.0002;-0.0004;0.0002;0.0005;0.2956
-0.0001;-0.0004;0.0002;0.0005;0.2973
0.0001;-0.0002;0.0002;0.0004;0.2988
0.0000;-0.0001;0.0006;0.0006;0.3004
-0.0001;0.0001;0.0005;0.0005;0.3021
0.0000;0.0001;0.0005;0.0005;0.3037
0.0000;-0.0001;0.0006;0.0006;0.3053
0.0001;-0.0002;0.0006;0.0007;0.3069
0.0002;-0.0002;0.0006;0.0007;0.3085
0.0002;-0.0002;0.0010;0.0010;0.3104
0.0002;-0.0002;0.0011;0.0012;0.3119
-0.0001;-0.0002;0.0011;0.0011;0.3134
-0.0002;-0.0001;0.0012;0.0013;0.3159
-0.0002;0.0000;0.0013;0.0014;0.3172
-0.0002;0.0000;0.0012;0.0012;0.3187
-0.0002;0.0001;0.0012;0.0013;0.3201
-0.0001;0.0004;0.0013;0.0014;0.3215
-0.0002;0.0005;0.0015;0.0016;0.3232
-0.0002;0.0006;0.0015;0.0016;0.3246
-0.0001;0.0006;0.0013;0.0015;0.3263
-0.0004;0.0005;0.0012;0.0014;0.3281
-0.0005;0.0006;0.0011;0.0013;0.3302
-0.0005;0.0005;0.0011;0.0013;0.3316
-0.0005;0.0004;0.0011;0.0013;0.3330
-0.0005;0.0002;0.0009;0.0010;0.3346
-0.0004;0.0002;0.0009;0.0010;0.3370
-0.0005;0.0002;0.0006;0.0008;0.3385
-0.0005;0.0002;0.0005;0.0007;0.3399
-0.0005;0.0004;0.0004;0.0007;0.3413
-0.0002;0.0004;0.0009;0.0010;0.3443
-0.0001;0.0005;0.0011;0.0012;0.3460
0.0000;0.0005;0.0011;0.0012;0.3474
-0.0001;0.0006;0.0012;0.0014;0.3490
-0.0002;0.0007;0.0011;0.0013;0.3504
-0.0004;0.0007;0.0009;0.0012;0.3518
-0.0002;0.0011;0.0011;0.0016;0.3533
-0.0002;0.0012;0.0012;0.0017;0.3547
-0.0002;0.0012;0.0013;0.0018;0.3561
-0.0002;0.0011;0.0012;0.0017;0.3577
-0.0001;0.0010;0.0012;0.0016;0.3619
0.0001;0.0010;0.0011;0.0015;0.3634
0.0002;0.0011;0.0011;0.0016;0.3648
0.0005;0.0012;0.0011;0.0017;0.3663
0.0005;0.0010;0.0011;0.0015;0.3688
0.0004;0.0010;0.0011;0.0015;0.3701
0.0001;0.0010;0.0012;0.0016;0.3717
0.0002;0.0009;0.0013;0.0016;0.3737
0.0004;0.0009;0.0013;0.0016;0.3753
0.0004;0.0009;0.0016;0.0018;0.3767
0.0004;0.0006;0.0018;0.0020;0.3782
0.0002;0.0006;0.0018;0.0019;0.3796
0.0002;0.0007;0.0015;0.0017;0.3811
0.0002;0.0009;0.0013;0.0016;0.3826
0.0002;0.0007;0.0013;0.0015;0.3839
0.0002;0.0007;0.0011;0.0013;0.3853
0.0002;0.0007;0.0010;0.0012;0.3869
0.0005;0.0005;0.0012;0.0014;0.3888
0.0006;0.0005;0.0013;0.0016;0.3905
0.0006;0.0005;0.0015;0.0017;0.3918
0.0007;0.0005;0.0015;0.0017;0.3933
0.0007;0.0005;0.0013;0.0016;0.3947
0.0007;0.0005;0.0015;0.0017;0.3961
0.0009;0.0005;0.0016;0.0019;0.3976
0.0010;0.0006;0.0016;0.0020;0.3990
0.0009;0.0010;0.0016;0.0020;0.4003
0.0007;0.0010;0.0017;0.0021;0.4019
0.0006;0.0009;0.0020;0.0022;0.4037
0.0006;0.0009;0.0017;0.0020;0.4055
0.0007;0.0009;0.0015;0.0018;0.4069
0.0007;0.0007;0.0016;0.0019;0.4083
0.0009;0.0007;0.0015;0.0018;0.4108
0.0009;0.0005;0.0016;0.0019;0.4122
0.0010;0.0005;0.0016;0.0019;0.4136
0.0011;0.0004;0.0017;0.0021;0.4150
0.0011;0.0005;0.0017;0.0021;0.4165
0.0011;0.0004;0.0016;0.0020;0.4182
0.0011;0.0004;0.0015;0.0019;0.4199
0.0010;0.0002;0.0012;0.0016;0.4213
0.0010;0.0004;0.0011;0.0015;0.4227
0.0007;0.0004;0.0007;0.0011;0.4242
0.0009;0.0004;0.0007;0.0012;0.4255
0.0010;0.0004;0.0009;0.0013;0.4270
0.0010;0.0005;0.0010;0.0015;0.4284
0.0010;0.0005;0.0011;0.0015;0.4298
0.0010;0.0004;0.0012;0.0016;0.4313
0.0009;0.0001;0.0009;0.0012;0.4333
0.0007;0.0000;0.0009;0.0011;0.4349
0.0006;-0.0002;0.0010;0.0012;0.4363
0.0007;-0.0002;0.0010;0.0012;0.4377
0.0006;-0.0002;0.0010;0.0012;0.4401
0.0005;0.0000;0.0011;0.0012;0.4415
0.0006;0.0000;0.0012;0.0014;0.4429
0.0007;0.0002;0.0011;0.0013;0.4445
0.0007;0.0005;0.0011;0.0014;0.4463
0.0007;0.0004;0.0010;0.0013;0.4483
0.0007;0.0005;0.0009;0.0012;0.4498
0.0007;0.0006;0.0010;0.0014;0.4511
0.0006;0.0006;0.0007;0.0011;0.4525
0.0006;0.0006;0.0005;0.0010;0.4539
0.0005;0.0004;0.0004;0.0007;0.4553
0.0005;0.0005;0.0004;0.0008;0.4567
0.0005;0.0005;0.0007;0.0010;0.4591
0.0006;0.0006;0.0009;0.0012;0.4607
0.0005;0.0007;0.0007;0.0011;0.4627
0.0006;0.0007;0.0006;0.0011;0.4641
0.0007;0.0004;0.0006;0.0010;0.4655
0.0009;0.0004;0.0006;0.0011;0.4669
0.0009;0.0006;0.0006;0.0012;0.4683
0.0009;0.0005;0.0007;0.0012;0.4697
0.0009;0.0004;0.0007;0.0012;0.4711
0.0005;0.0002;0.0006;0.0008;0.4724
0.0005;0.0004;0.0004;0.0007;0.4739
0.0004;0.0006;0.0001;0.0007;0.4756
0.0002;0.0002;0.0004;0.0005;0.4775
0.0002;0.0001;0.0002;0.0004;0.4789
0.0001;0.0002;0.0001;0.0003;0.4802
0.0001;0.0004;0.0001;0.0004;0.4816
0.0001;0.0002;-0.0001;0.0003;0.4830
0.0002;0.0001;-0.0006;0.0007;0.4845
0.0004;0.0001;-0.0006;0.0007;0.4859
0.0004;0.0000;-0.0004;0.0005;0.4872
0.0002;-0.0001;-0.0002;0.0004;0.4887
0.0004;-0.0001;0.0000;0.0004;0.4903
0.0005;0.0000;0.0000;0.0005;0.4920
0.0005;0.0001;0.0004;0.0006;0.4937
0.0005;0.0000;0.0004;0.0006;0.4951
0.0004;-0.0001;0.0001;0.0004;0.4966
0.0004;0.0000;0.0002;0.0004;0.4990
0.0002;-0.0001;0.0004;0.0005;0.5004
0.0002;-0.0002;0.0002;0.0004;0.5018
0.0002;-0.0001;0.0001;0.0003;0.5032
0.0006;-0.0002;0.0002;0.0007;0.5048
0.0007;-0.0006;0.0000;0.0010;0.5066
0.0009;-0.0006;0.0001;0.0011;0.5083
0.0010;-0.0005;0.0002;0.0011;0.5096
0.0010;-0.0006;0.0001;0.0012;0.5111
0.0011;-0.0007;-0.0001;0.0013;0.5125
0.0010;-0.0006;-0.0001;0.0012;0.5140
0.0010;-0.0004;-0.0002;0.0011;0.5154
0.0010;-0.0004;-0.0001;0.0011;0.5168
0.0011;-0.0004;0.0001;0.0012;0.5182
0.0011;-0.0002;0.0004;0.0012;0.5198
0.0011;0.0000;0.0004;0.0012;0.5217
0.0011;0.0002;0.0001;0.0011;0.5234
0.0012;0.0004;0.0002;0.0013;0.5248
0.0012;0.0004;0.0001;0.0013;0.5262
0.0010;0.0004;0.0000;0.0010;0.5275
0.0009;0.0002;-0.0001;0.0009;0.5290
0.0007;0.0002;-0.0002;0.0008;0.5304
0.0007;0.0004;-0.0001;0.0008;0.5318
0.0007;0.0002;0.0001;0.0008;0.5333
0.0009;0.0001;0.0002;0.0009;0.5350
0.0007;0.0001;0.0005;0.0009;0.5368
0.0006;0.0001;0.0006;0.0009;0.5382
0.0006;0.0004;0.0004;0.0008;0.5396
0.0006;0.0005;0.0002;0.0008;0.5410
0.0007;0.0004;0.0005;0.0010;0.5423
0.0007;0.0002;0.0007;0.0011;0.5438
0.0009;0.0002;0.0007;0.0012;0.5454
0.0009;0.0002;0.0005;0.0010;0.5468
0.0010;0.0005;0.0005;0.0012;0.5482
0.0010;0.0005;0.0006;0.0013;0.5499
0.0011;0.0006;0.0005;0.0013;0.5518
0.0011;0.0006;0.0002;0.0013;0.5532
0.0011;0.0005;0.0002;0.0012;0.5546
0.0011;0.0006;0.0002;0.0013;0.5561
0.0011;0.0006;0.0004;0.0013;0.5574
0.0012;0.0006;0.0004;0.0014;0.5589
0.0011;0.0006;0.0005;0.0013;0.5603
0.0010;0.0005;0.0006;0.0013;0.5617
0.0010;0.0004;0.0006;0.0012;0.5633
0.0011;0.0006;0.0004;0.0013;0.5652
0.0010;0.0007;0.0005;0.0013;0.5679
0.0010;0.0009;0.0009;0.0016;0.5693
0.0010;0.0010;0.0007;0.0016;0.5707
0.0010;0.0009;0.0006;0.0014;0.5721
0.0010;0.0010;0.0004;0.0014;0.5736
0.0012;0.0011;0.0004;0.0017;0.5750
0.0015;0.0012;0.0007;0.0020;0.5763
0.0013;0.0010;0.0007;0.0018;0.5779
0.0012;0.0010;0.0009;0.0018;0.5798
0.0012;0.0012;0.0011;0.0020;0.5815
0.0012;0.0011;0.0011;0.0020;0.5829
0.0012;0.0010;0.0010;0.0018;0.5844
0.0011;0.0009;0.0010;0.0017;0.5857
0.0011;0.0007;0.0007;0.0015;0.5871
0.0009;0.0006;0.0005;0.0012;0.5886
0.0006;0.0006;0.0005;0.0010;0.5900
0.0004;0.0005;0.0007;0.0010;0.5914
0.0005;0.0006;0.0010;0.0013;0.5931
0.0005;0.0009;0.0013;0.0017;0.5951
0.0005;0.0009;0.0012;0.0016;0.5967
0.0005;0.0007;0.0011;0.0014;0.5980
0.0005;0.0005;0.0011;0.0013;0.5995
0.0005;0.0004;0.0011;0.0013;0.6008
0.0004;0.0002;0.0011;0.0012;0.6022
0.0005;-0.0001;0.0009;0.0010;0.6037
