ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0112;-0.0399;1.0052;1.0061;0.0000
-0.0103;-0.0403;1.0055;1.0064;0.5104
-0.0107;-0.0406;1.0055;1.0064;0.7656
-0.0106;-0.0405;1.0043;1.0051;1.0209
-0.0111;-0.0406;1.0048;1.0056;1.2760
-0.0114;-0.0400;1.0052;1.0061;1.5314
-0.0114;-0.0396;1.0037;1.0045;1.7867
-0.0104;-0.0408;1.0056;1.0065;2.0419
-0.0115;-0.0399;1.0032;1.0040;2.2971
-0.0107;-0.0402;1.0054;1.0062;2.5525
-0.0104;-0.0413;1.0057;1.0066;2.8078
-0.0107;-0.0403;1.0043;1.0051;3.0631
-0.0106;-0.0405;1.0046;1.0055;3.3183
-0.0110;-0.0411;1.0049;1.0058;3.5736
-0.0107;-0.0399;1.0052;1.0061;3.8289
-0.0111;-0.0411;1.0043;1.0052;4.0841
-0.0107;-0.0406;1.0040;1.0049;4.3393
-0.0101;-0.0404;1.0038;1.0046;4.5946
-0.0114;-0.0405;1.0055;1.0064;4.8498
-0.0110;-0.0399;1.0028;1.0037;5.1051
-0.0109;-0.0397;1.0045;1.0054;5.3603
-0.0110;-0.0406;1.0054;1.0063;5.6155
-0.0107;-0.0404;1.0044;1.0053;5.8707
-0.0101;-0.0404;1.0062;1.0071;6.1259
-0.0104;-0.0402;1.0048;1.0056;6.3812
-0.0110;-0.0398;1.0049;1.0057;6.6365
-0.0114;-0.0409;1.0051;1.0060;6.8918
-0.0116;-0.0402;1.0055;1.0064;7.1472
-0.0109;-0.0402;1.0039;1.0048;7.4024
-0.0099;-0.0402;1.0056;1.0065;7.6577
-0.0115;-0.0403;1.0043;1.0051;7.9129
-0.0107;-0.0408;1.0042;1.0050;8.1682
-0.0098;-0.0409;1.0046;1.0055;8.4232
-0.0115;-0.0404;1.0039;1.0048;8.6768
-0.0111;-0.0413;1.0052;1.0062;8.9303
-0.0104;-0.0402;1.0034;1.0043;9.1839
-0.0105;-0.0406;1.0051;1.0060;9.4392
-0.0109;-0.0393;1.0060;1.0068;9.6926
-0.0101;-0.0406;1.0057;1.0066;9.9462
-0.0114;-0.0404;1.0049;1.0058;10.2016
-0.0111;-0.0403;1.0045;1.0054;10.4569
-0.0103;-0.0398;1.0042;1.0050;10.7122
-0.0112;-0.0398;1.0067;1.0076;10.9675
-0.0112;-0.0397;1.0054;1.0062;11.2226
-0.0106;-0.0399;1.0042;1.0050;11.4778
-0.0110;-0.0402;1.0052;1.0061;11.7331
-0.0107;-0.0397;1.0050;1.0058;11.9884
-0.0106;-0.0409;1.0033;1.0042;12.2448
-0.0114;-0.0410;1.0060;1.0069;12.5000
-0.0117;-0.0408;1.0028;1.0037;12.7553
-0.0106;-0.0409;1.0037;1.0046;13.0106
-0.0107;-0.0408;1.0046;1.0055;13.2658
-0.0105;-0.0399;1.0059;1.0067;13.5321
-0.0101;-0.0409;1.0055;1.0064;13.7874
