ax(g);ay(g);az(g);accRMS(g);time(s)
0.0206;-0.0074;0.9944;0.9946;0.0000
0.0203;-0.0076;0.9949;0.9951;0.5039
0.0214;-0.0076;0.9934;0.9937;0.7558
0.0210;-0.0078;0.9951;0.9954;1.0079
0.0217;-0.0073;0.9938;0.9940;1.2599
0.0204;-0.0079;0.9933;0.9935;1.5119
0.0211;-0.0074;0.9930;0.9933;1.7638
0.0215;-0.0078;0.9937;0.9939;2.0155
0.0208;-0.0074;0.9954;0.9956;2.2671
0.0216;-0.0082;0.9948;0.9950;2.5189
0.0212;-0.0085;0.9944;0.9946;2.7710
0.0214;-0.0084;0.9946;0.9949;3.0229
0.0204;-0.0071;0.9932;0.9934;3.2750
0.0211;-0.0074;0.9949;0.9951;3.5270
0.0215;-0.0076;0.9940;0.9943;3.7790
0.0204;-0.0077;0.9940;0.9943;4.0310
0.0209;-0.0070;0.9944;0.9946;4.2831
0.0217;-0.0070;0.9930;0.9933;4.5351
0.0212;-0.0085;0.9928;0.9931;4.7871
0.0206;-0.0077;0.9933;0.9935;5.0391
0.0211;-0.0083;0.9944;0.9946;5.2912
