ax(g);ay(g);az(g);accRMS(g);time(s)
0.0024;0.0039;0.0061;0.0076;0.0000
-0.0034;-0.0005;-0.0017;0.0039;0.0026
-0.0046;0.0015;0.0002;0.0049;0.0039
0.0020;0.0039;0.0002;0.0044;0.0051
0.0015;0.0020;0.0046;0.0052;0.0064
0.0037;-0.0002;0.0000;0.0037;0.0077
0.0029;-0.0002;0.0034;0.0045;0.0090
0.0000;-0.0054;0.0059;0.0079;0.0103
-0.0073;0.0029;0.0054;0.0095;0.0116
-0.0005;0.0071;-0.0007;0.0071;0.0129
-0.0015;-0.0039;0.0051;0.0066;0.0141
0.0020;0.0002;0.0002;0.0020;0.0154
-0.0005;0.0042;-0.0051;0.0066;0.0167
0.0032;0.0020;0.0027;0.0046;0.0180
-0.0051;0.0034;0.0054;0.0082;0.0194
-0.0015;0.0063;0.0063;0.0091;0.0207
0.0005;0.0032;-0.0012;0.0034;0.0220
-0.0010;-0.0017;0.0042;0.0046;0.0233
0.0037;0.0017;0.0005;0.0041;0.0246
0.0015;0.0012;-0.0051;0.0055;0.0259
0.0024;0.0034;0.0061;0.0074;0.0272
0.0012;0.0027;0.0005;0.0030;0.0285
0.0034;-0.0063;-0.0022;0.0075;0.0297
0.0000;-0.0007;-0.0044;0.0045;0.0310
0.0027;0.0029;-0.0103;0.0110;0.0323
0.0029;0.0032;-0.0061;0.0075;0.0336
0.0015;0.0029;0.0027;0.0042;0.0348
0.0022;0.0071;0.0034;0.0082;0.0361
0.0022;0.0066;0.0054;0.0088;0.0374
0.0061;-0.0007;0.0110;0.0126;0.0391
0.0017;-0.0105;0.0015;0.0107;0.0407
0.0022;0.0044;0.0017;0.0052;0.0422
0.0037;0.0034;-0.0007;0.0051;0.0434
-0.0007;-0.0007;0.0034;0.0036;0.0447
-0.0027;-0.0007;0.0049;0.0056;0.0460
0.0002;-0.0010;-0.0083;0.0084;0.0473
0.0027;0.0012;-0.0034;0.0045;0.0486
0.0024;-0.0007;-0.0037;0.0045;0.0499
0.0073;0.0022;-0.0042;0.0087;0.0512
0.0022;-0.0012;0.0027;0.0037;0.0525
0.0007;-0.0066;0.0046;0.0081;0.0537
0.0010;-0.0007;0.0034;0.0036;0.0550
-0.0046;-0.0034;-0.0107;0.0122;0.0563
0.0012;0.0020;0.0005;0.0024;0.0576
0.0034;-0.0017;0.0000;0.0038;0.0589
0.0012;-0.0005;-0.0085;0.0086;0.0602
0.0005;0.0024;-0.0093;0.0096;0.0615
-0.0049;-0.0002;-0.0056;0.0074;0.0627
-0.0015;-0.0007;-0.0010;0.0019;0.0640
0.0020;-0.0002;0.0051;0.0055;0.0653
0.0051;0.0020;0.0027;0.0061;0.0666
-0.0046;-0.0024;-0.0061;0.0080;0.0679
0.0034;0.0027;-0.0012;0.0045;0.0691
0.0010;0.0010;0.0002;0.0014;0.0704
-0.0027;-0.0005;-0.0042;0.0050;0.0717
-0.0012;0.0017;-0.0049;0.0053;0.0730
0.0005;0.0020;-0.0068;0.0071;0.0742
0.0022;0.0000;0.0022;0.0031;0.0755
0.0017;-0.0007;0.0020;0.0027;0.0768
0.0042;-0.0056;-0.0076;0.0103;0.0780
0.0034;0.0017;-0.0002;0.0038;0.0794
0.0012;0.0034;-0.0037;0.0052;0.0806
-0.0049;0.0012;-0.0078;0.0093;0.0819
-0.0017;-0.0015;-0.0076;0.0079;0.0832
0.0005;-0.0020;-0.0020;0.0028;0.0844
0.0007;-0.0039;0.0015;0.0042;0.0857
0.0032;-0.0015;0.0037;0.0051;0.0870
0.0017;-0.0022;0.0010;0.0029;0.0883
0.0012;-0.0037;0.0068;0.0079;0.0896
0.0000;-0.0012;-0.0039;0.0041;0.0909
-0.0010;0.0010;-0.0044;0.0046;0.0921
-0.0032;0.0039;-0.0107;0.0119;0.0934
0.0032;-0.0017;-0.0054;0.0065;0.0947
0.0015;-0.0029;0.0010;0.0034;0.0960
-0.0017;0.0000;0.0007;0.0019;0.0973
0.0042;-0.0022;0.0083;0.0095;0.0986
0.0032;-0.0012;0.0039;0.0052;0.1004
0.0022;0.0010;0.0000;0.0024;0.1019
0.0046;-0.0024;0.0017;0.0055;0.1033
-0.0020;-0.0044;0.0042;0.0064;0.1046
-0.0056;-0.0005;0.0022;0.0060;0.1059
-0.0049;0.0027;0.0032;0.0064;0.1072
-0.0085;0.0022;-0.0029;0.0093;0.1085
-0.0032;0.0012;0.0017;0.0038;0.1097
0.0059;-0.0046;0.0044;0.0087;0.1110
-0.0002;0.0010;-0.0017;0.0020;0.1123
-0.0022;-0.0022;-0.0007;0.0032;0.1137
0.0000;-0.0022;0.0000;0.0022;0.1152
-0.0002;-0.0085;0.0020;0.0088;0.1169
-0.0015;-0.0020;0.0002;0.0025;0.1187
-0.0002;-0.0015;0.0000;0.0015;0.1217
0.0002;-0.0002;-0.0046;0.0047;0.1232
-0.0024;0.0002;0.0020;0.0031;0.1246
0.0000;-0.0022;0.0044;0.0049;0.1260
-0.0027;0.0037;-0.0015;0.0048;0.1273
-0.0027;0.0015;0.0012;0.0033;0.1287
0.0000;-0.0020;-0.0012;0.0023;0.1303
0.0044;-0.0020;0.0032;0.0058;0.1319
-0.0007;-0.0017;0.0002;0.0019;0.1333
0.0022;-0.0015;0.0015;0.0030;0.1346
0.0034;-0.0002;0.0049;0.0060;0.1360
0.0042;0.0007;-0.0024;0.0049;0.1375
0.0002;-0.0024;0.0024;0.0035;0.1392
-0.0017;-0.0002;-0.0015;0.0023;0.1408
0.0015;0.0005;-0.0056;0.0058;0.1422
0.0037;0.0007;0.0000;0.0037;0.1437
0.0042;0.0012;0.0059;0.0073;0.1455
-0.0042;0.0012;0.0044;0.0062;0.1472
-0.0078;0.0059;-0.0042;0.0106;0.1494
-0.0010;-0.0020;-0.0095;0.0098;0.1510
-0.0002;-0.0007;0.0042;0.0042;0.1526
-0.0020;0.0015;-0.0063;0.0068;0.1541
-0.0012;0.0002;-0.0085;0.0086;0.1559
-0.0027;-0.0015;-0.0032;0.0044;0.1574
-0.0046;0.0005;-0.0037;0.0059;0.1591
-0.0039;0.0024;0.0076;0.0089;0.1609
-0.0010;-0.0005;0.0024;0.0027;0.1625
0.0007;0.0020;-0.0100;0.0102;0.1639
0.0020;0.0000;0.0002;0.0020;0.1654
-0.0007;-0.0034;0.0007;0.0036;0.1670
0.0059;0.0044;0.0076;0.0105;0.1685
0.0022;-0.0020;-0.0042;0.0051;0.1706
0.0056;-0.0027;-0.0024;0.0067;0.1719
0.0083;-0.0037;0.0042;0.0100;0.1732
0.0032;0.0002;-0.0042;0.0052;0.1744
-0.0032;0.0063;-0.0022;0.0074;0.1757
0.0017;-0.0049;-0.0032;0.0061;0.1770
0.0002;0.0066;0.0029;0.0072;0.1784
0.0020;-0.0005;-0.0022;0.0030;0.1797
0.0012;-0.0010;0.0037;0.0040;0.1810
0.0054;-0.0085;0.0005;0.0101;0.1823
0.0027;0.0002;-0.0037;0.0045;0.1835
0.0022;0.0002;0.0085;0.0088;0.1848
-0.0059;-0.0002;-0.0027;0.0065;0.1861
0.0007;-0.0081;-0.0012;0.0082;0.1874
-0.0007;-0.0022;-0.0081;0.0084;0.1888
-0.0007;0.0010;-0.0081;0.0081;0.1900
-0.0007;0.0000;0.0046;0.0047;0.1914
0.0046;0.0020;0.0056;0.0075;0.1926
0.0020;0.0012;0.0037;0.0043;0.1939
-0.0039;-0.0024;-0.0078;0.0091;0.1994
-0.0044;0.0000;-0.0024;0.0050;0.2019
0.0024;0.0012;-0.0046;0.0054;0.2035
-0.0010;0.0000;-0.0063;0.0064;0.2049
0.0063;0.0000;-0.0051;0.0082;0.2062
-0.0012;-0.0037;0.0073;0.0083;0.2077
0.0002;-0.0020;-0.0005;0.0020;0.2092
-0.0015;0.0032;-0.0022;0.0041;0.2107
-0.0007;0.0022;0.0032;0.0039;0.2124
-0.0034;0.0007;-0.0007;0.0036;0.2141
0.0054;-0.0027;-0.0005;0.0060;0.2159
0.0027;0.0037;-0.0022;0.0050;0.2178
0.0000;-0.0017;-0.0012;0.0021;0.2197
0.0029;0.0022;-0.0012;0.0039;0.2212
0.0032;0.0000;-0.0039;0.0050;0.2225
0.0010;0.0010;0.0017;0.0022;0.2240
-0.0002;-0.0010;-0.0032;0.0033;0.2254
-0.0017;-0.0044;0.0007;0.0048;0.2268
0.0002;-0.0037;0.0039;0.0054;0.2282
0.0078;-0.0037;0.0029;0.0091;0.2297
-0.0002;-0.0032;-0.0034;0.0047;0.2310
0.0015;-0.0012;-0.0068;0.0071;0.2325
0.0027;0.0002;0.0061;0.0067;0.2339
0.0017;-0.0044;-0.0029;0.0056;0.2352
0.0029;0.0039;0.0056;0.0074;0.2366
-0.0044;-0.0083;-0.0010;0.0094;0.2389
-0.0037;0.0017;0.0059;0.0071;0.2415
0.0012;-0.0046;0.0012;0.0049;0.2431
0.0034;-0.0022;0.0034;0.0053;0.2447
0.0046;0.0066;0.0066;0.0104;0.2462
-0.0029;-0.0032;-0.0024;0.0050;0.2483
-0.0042;-0.0032;-0.0024;0.0058;0.2498
0.0005;-0.0010;-0.0002;0.0011;0.2513
0.0022;-0.0020;-0.0063;0.0070;0.2526
0.0017;-0.0007;-0.0005;0.0019;0.2540
-0.0015;0.0027;0.0039;0.0050;0.2552
0.0017;0.0002;-0.0032;0.0036;0.2568
0.0015;-0.0015;0.0046;0.0051;0.2585
0.0039;-0.0022;-0.0044;0.0063;0.2598
-0.0042;0.0007;-0.0020;0.0046;0.2610
-0.0066;-0.0020;-0.0002;0.0069;0.2621
-0.0066;0.0049;-0.0032;0.0088;0.2632
