ax(g);ay(g);az(g);accRMS(g);time(s)
0.0004;0.0012;-0.0001;0.0013;0.0000
0.0001;0.0001;0.0002;0.0003;0.5035
0.0000;-0.0006;0.0009;0.0011;0.7553
0.0006;0.0006;0.0009;0.0012;1.0072
-0.0007;0.0002;0.0002;0.0008;1.2593
0.0012;0.0006;0.0007;0.0015;1.5114
-0.0004;0.0002;0.0013;0.0014;1.7635
0.0000;0.0001;0.0013;0.0013;2.0156
0.0005;-0.0006;0.0016;0.0018;2.2678
-0.0004;0.0002;0.0004;0.0006;2.5199
0.0000;0.0012;0.0005;0.0013;2.7720
0.0001;-0.0004;-0.0005;0.0006;3.0242
-0.0002;-0.0006;0.0006;0.0009;3.2763
0.0005;-0.0005;0.0010;0.0012;3.5284
0.0001;0.0006;-0.0002;0.0007;3.7806
