ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0107;-0.0408;1.0042;1.0050;0.0000
-0.0109;-0.0410;1.0035;1.0044;0.5103
-0.0109;-0.0400;1.0044;1.0053;0.7657
-0.0109;-0.0403;1.0044;1.0053;1.0210
-0.0105;-0.0408;1.0042;1.0050;1.2762
-0.0104;-0.0400;1.0043;1.0051;1.5314
-0.0109;-0.0400;1.0052;1.0061;1.7867
-0.0109;-0.0408;1.0043;1.0052;2.0425
-0.0109;-0.0408;1.0046;1.0055;2.2979
-0.0103;-0.0399;1.0046;1.0055;2.5535
-0.0099;-0.0404;1.0038;1.0046;2.8088
-0.0103;-0.0399;1.0043;1.0051;3.0640
-0.0110;-0.0408;1.0031;1.0039;3.3193
-0.0109;-0.0408;1.0050;1.0059;3.5760
-0.0116;-0.0408;1.0044;1.0053;3.8311
-0.0103;-0.0402;1.0032;1.0040;4.0864
-0.0107;-0.0396;1.0056;1.0065;4.3417
-0.0103;-0.0400;1.0043;1.0051;4.5970
-0.0103;-0.0400;1.0049;1.0057;4.8523
-0.0103;-0.0410;1.0048;1.0056;5.1077
-0.0106;-0.0405;1.0039;1.0048;5.3631
-0.0109;-0.0398;1.0048;1.0056;5.6211
-0.0110;-0.0410;1.0046;1.0055;5.8763
-0.0107;-0.0408;1.0042;1.0050;6.1317
-0.0116;-0.0397;1.0042;1.0050;6.3869
-0.0109;-0.0400;1.0049;1.0057;6.6423
-0.0104;-0.0408;1.0049;1.0058;6.8976
-0.0118;-0.0404;1.0051;1.0060;7.1529
-0.0107;-0.0405;1.0051;1.0060;7.4081
-0.0107;-0.0408;1.0043;1.0052;7.6634
-0.0107;-0.0402;1.0040;1.0049;7.9188
-0.0105;-0.0400;1.0040;1.0049;8.1740
-0.0112;-0.0405;1.0057;1.0066;8.4292
-0.0112;-0.0406;1.0056;1.0065;8.6844
-0.0100;-0.0408;1.0048;1.0056;8.9397
-0.0103;-0.0402;1.0060;1.0068;9.1949
-0.0116;-0.0411;1.0043;1.0052;9.4503
-0.0104;-0.0404;1.0051;1.0060;9.7055
-0.0111;-0.0406;1.0048;1.0056;9.9607
-0.0112;-0.0405;1.0042;1.0050;10.2160
-0.0115;-0.0402;1.0042;1.0050;10.4713
-0.0112;-0.0400;1.0039;1.0048;10.7266
-0.0109;-0.0400;1.0050;1.0059;10.9819
-0.0107;-0.0405;1.0042;1.0050;11.2372
-0.0099;-0.0410;1.0038;1.0047;11.4922
-0.0115;-0.0399;1.0042;1.0050;11.7457
-0.0109;-0.0414;1.0040;1.0049;11.9991
-0.0100;-0.0398;1.0052;1.0061;12.2528
-0.0111;-0.0403;1.0038;1.0047;12.5081
-0.0117;-0.0410;1.0040;1.0049;12.7633
-0.0107;-0.0402;1.0043;1.0051;13.0189
-0.0115;-0.0404;1.0048;1.0056;13.2745
-0.0101;-0.0405;1.0038;1.0047;13.5298
-0.0109;-0.0404;1.0059;1.0067;13.7850
-0.0111;-0.0394;1.0040;1.0049;14.0403
-0.0098;-0.0409;1.0051;1.0060;14.2961
-0.0106;-0.0408;1.0042;1.0050;14.5514
-0.0103;-0.0404;1.0052;1.0061;14.8066
-0.0095;-0.0415;1.0043;1.0052;15.0619
-0.0098;-0.0396;1.0057;1.0066;15.3174
-0.0103;-0.0404;1.0040;1.0049;15.5729
-0.0107;-0.0411;1.0056;1.0065;15.8282
-0.0111;-0.0406;1.0055;1.0064;16.0836
-0.0117;-0.0408;1.0052;1.0061;16.3389
-0.0101;-0.0399;1.0055;1.0063;16.5945
-0.0101;-0.0409;1.0033;1.0042;16.8500
-0.0112;-0.0404;1.0031;1.0039;17.1052
-0.0110;-0.0410;1.0045;1.0054;17.3604
-0.0110;-0.0393;1.0034;1.0042;17.6156
-0.0110;-0.0406;1.0032;1.0041;17.8708
-0.0104;-0.0404;1.0051;1.0060;18.1262
-0.0109;-0.0411;1.0042;1.0051;18.3816
-0.0101;-0.0408;1.0038;1.0047;18.6368
-0.0104;-0.0402;1.0042;1.0050;18.8920
-0.0100;-0.0410;1.0032;1.0041;19.1472
-0.0107;-0.0410;1.0044;1.0053;19.4024
-0.0107;-0.0403;1.0052;1.0061;19.6577
-0.0109;-0.0409;1.0059;1.0067;19.9129
-0.0101;-0.0399;1.0044;1.0052;20.1682
-0.0098;-0.0402;1.0033;1.0041;20.4234
-0.0103;-0.0405;1.0031;1.0039;20.6789
-0.0107;-0.0397;1.0026;1.0034;20.9341
-0.0105;-0.0404;1.0042;1.0050;21.2000
-0.0101;-0.0402;1.0049;1.0057;21.4553
-0.0107;-0.0399;1.0046;1.0055;21.7105
-0.0098;-0.0399;1.0054;1.0062;21.9657
-0.0110;-0.0409;1.0055;1.0064;22.2209
-0.0111;-0.0403;1.0046;1.0055;22.4762
-0.0111;-0.0408;1.0051;1.0060;22.7316
-0.0109;-0.0406;1.0054;1.0063;22.9872
-0.0104;-0.0413;1.0035;1.0044;23.2424
-0.0111;-0.0403;1.0046;1.0055;23.4977
-0.0111;-0.0415;1.0044;1.0053;23.7530
-0.0100;-0.0403;1.0044;1.0053;24.0082
-0.0100;-0.0408;1.0049;1.0058;24.2636
-0.0110;-0.0405;1.0049;1.0058;24.5189
-0.0111;-0.0403;1.0039;1.0048;24.7741
-0.0111;-0.0406;1.0035;1.0044;25.0295
-0.0104;-0.0411;1.0043;1.0052;25.2847
-0.0107;-0.0403;1.0052;1.0061;25.5400
-0.0105;-0.0400;1.0037;1.0045;25.7952
-0.0114;-0.0402;1.0039;1.0048;26.0505
-0.0111;-0.0406;1.0045;1.0054;26.3058
-0.0106;-0.0396;1.0054;1.0062;26.5612
-0.0115;-0.0405;1.0044;1.0053;26.8165
-0.0111;-0.0402;1.0055;1.0064;27.0716
-0.0122;-0.0408;1.0037;1.0046;27.3251
-0.0103;-0.0413;1.0044;1.0053;27.5787
-0.0110;-0.0405;1.0046;1.0055;27.8324
-0.0107;-0.0413;1.0046;1.0055;28.0876
-0.0109;-0.0410;1.0035;1.0044;28.3429
-0.0107;-0.0399;1.0057;1.0066;28.5979
-0.0111;-0.0402;1.0048;1.0056;28.8514
-0.0106;-0.0404;1.0044;1.0053;29.1047
-0.0111;-0.0408;1.0049;1.0058;29.3590
-0.0105;-0.0406;1.0057;1.0066;29.6147
-0.0107;-0.0403;1.0034;1.0043;29.8680
-0.0114;-0.0408;1.0054;1.0063;30.1216
-0.0112;-0.0399;1.0042;1.0050;30.3752
-0.0101;-0.0397;1.0035;1.0044;30.6306
-0.0101;-0.0408;1.0045;1.0054;30.8865
-0.0110;-0.0403;1.0052;1.0061;31.1420
-0.0101;-0.0404;1.0031;1.0039;31.3974
-0.0114;-0.0409;1.0039;1.0048;31.6529
-0.0104;-0.0405;1.0051;1.0060;31.9082
-0.0103;-0.0411;1.0045;1.0054;32.1637
-0.0101;-0.0400;1.0040;1.0049;32.4192
-0.0103;-0.0406;1.0055;1.0064;32.6746
-0.0112;-0.0406;1.0055;1.0064;32.9299
-0.0112;-0.0398;1.0038;1.0046;33.1852
-0.0117;-0.0402;1.0043;1.0051;33.4405
-0.0110;-0.0410;1.0045;1.0054;33.6958
-0.0110;-0.0405;1.0044;1.0053;33.9511
-0.0110;-0.0410;1.0050;1.0059;34.2064
-0.0110;-0.0416;1.0046;1.0056;34.4617
-0.0100;-0.0403;1.0045;1.0054;34.7169
-0.0101;-0.0403;1.0049;1.0057;34.9722
-0.0104;-0.0399;1.0056;1.0065;35.2276
-0.0110;-0.0406;1.0038;1.0047;35.4827
-0.0107;-0.0408;1.0038;1.0047;35.7361
-0.0106;-0.0406;1.0051;1.0060;35.9895
-0.0111;-0.0410;1.0061;1.0070;36.2431
-0.0109;-0.0397;1.0046;1.0055;36.4984
-0.0115;-0.0408;1.0049;1.0058;36.7537
