ax(m/s);ay(m/s);az(m/s);accRMS(m/s);time(s)
-0.1090;-0.4000;9.8399;9.8487;217.2153
-0.1102;-0.4000;9.8423;9.8511;217.2208
-0.1066;-0.3988;9.8411;9.8498;217.2263
-0.1042;-0.4012;9.8387;9.8475;217.2319
-0.1078;-0.4000;9.8399;9.8487;217.2374
-0.1030;-0.3976;9.8447;9.8533;217.2432
-0.1054;-0.3976;9.8471;9.8557;217.2489
-0.0994;-0.3964;9.8435;9.8520;217.2544
-0.1006;-0.3964;9.8507;9.8592;217.2600
-0.1006;-0.3976;9.8519;9.8604;217.2655
-0.0994;-0.3976;9.8519;9.8604;217.2711
-0.1018;-0.3976;9.8555;9.8640;217.2766
-0.1030;-0.3952;9.8591;9.8676;217.2822
-0.1030;-0.3928;9.8627;9.8710;217.2877
-0.1042;-0.3916;9.8663;9.8746;217.2934
-0.1042;-0.3940;9.8711;9.8795;217.2990
-0.1066;-0.3952;9.8675;9.8760;217.3045
-0.1066;-0.3928;9.8531;9.8615;217.3132
-0.1066;-0.3916;9.8531;9.8615;217.3199
-0.1102;-0.3868;9.8531;9.8613;217.3256
-0.1090;-0.3856;9.8519;9.8601;217.3311
-0.1138;-0.3940;9.8651;9.8736;217.3366
-0.1102;-0.3952;9.8699;9.8784;217.3424
-0.1078;-0.3952;9.8711;9.8796;217.3480
-0.1138;-0.3952;9.8663;9.8748;217.3536
-0.1102;-0.3952;9.8603;9.8688;217.3591
-0.1090;-0.3904;9.8543;9.8626;217.3646
-0.1078;-0.3904;9.8567;9.8650;217.3702
-0.1030;-0.3904;9.8567;9.8650;217.3758
-0.0994;-0.3940;9.8555;9.8639;217.3817
-0.1018;-0.3964;9.8507;9.8592;217.3876
-0.1030;-0.3988;9.8531;9.8617;217.3935
-0.1042;-0.3964;9.8483;9.8568;217.3994
-0.1102;-0.3976;9.8531;9.8617;217.4057
-0.1090;-0.3952;9.8567;9.8652;217.4122
-0.1030;-0.3940;9.8567;9.8651;217.4178
-0.1030;-0.3988;9.8627;9.8713;217.4234
-0.1030;-0.3964;9.8567;9.8652;217.4290
-0.1078;-0.4000;9.8543;9.8630;217.4345
-0.1102;-0.4024;9.8531;9.8619;217.4401
-0.1078;-0.3964;9.8531;9.8617;217.4461
-0.1114;-0.3940;9.8567;9.8652;217.4516
-0.1114;-0.3988;9.8603;9.8690;217.4572
-0.1114;-0.3964;9.8591;9.8677;217.4627
-0.1114;-0.3952;9.8615;9.8700;217.4683
-0.1114;-0.3964;9.8663;9.8749;217.4739
-0.1090;-0.3952;9.8627;9.8712;217.4794
-0.1054;-0.3916;9.8603;9.8686;217.4850
-0.1018;-0.3940;9.8591;9.8675;217.4905
-0.1006;-0.3964;9.8615;9.8700;217.4962
-0.1006;-0.4000;9.8615;9.8701;217.5018
-0.1030;-0.4000;9.8579;9.8665;217.5073
-0.1042;-0.3976;9.8627;9.8713;217.5129
-0.1030;-0.3964;9.8627;9.8712;217.5183
-0.1066;-0.3964;9.8543;9.8629;217.5241
-0.1102;-0.3976;9.8603;9.8689;217.5297
-0.1114;-0.3952;9.8603;9.8688;217.5353
-0.1030;-0.3952;9.8639;9.8723;217.5408
-0.1078;-0.3952;9.8639;9.8724;217.5467
-0.1102;-0.4000;9.8639;9.8726;217.5523
-0.1078;-0.4036;9.8603;9.8691;217.5578
-0.1114;-0.4060;9.8651;9.8741;217.5633
-0.1138;-0.4060;9.8627;9.8717;217.5690
-0.1114;-0.4048;9.8591;9.8680;217.5745
-0.1078;-0.4000;9.8591;9.8678;217.5801
-0.1054;-0.4000;9.8579;9.8666;217.5856
-0.1030;-0.4012;9.8543;9.8630;217.5911
-0.1042;-0.4000;9.8543;9.8630;217.5967
-0.1030;-0.3964;9.8543;9.8628;217.6023
-0.1054;-0.3964;9.8567;9.8652;217.6078
-0.1030;-0.3976;9.8579;9.8665;217.6133
-0.1054;-0.3952;9.8591;9.8676;217.6189
-0.1054;-0.3904;9.8555;9.8638;217.6245
-0.1054;-0.3880;9.8471;9.8553;217.6300
-0.1030;-0.3904;9.8435;9.8518;217.6355
-0.1030;-0.3916;9.8543;9.8626;217.6410
-0.1030;-0.3952;9.8567;9.8652;217.6468
-0.1042;-0.3964;9.8603;9.8688;217.6524
-0.1018;-0.3988;9.8579;9.8665;217.6579
-0.1006;-0.3976;9.8591;9.8676;217.6635
-0.0958;-0.3976;9.8567;9.8652;217.6690
-0.0958;-0.3976;9.8507;9.8592;217.6746
-0.0994;-0.3988;9.8543;9.8629;217.6801
-0.1006;-0.3976;9.8519;9.8604;217.6857
-0.0946;-0.3988;9.8495;9.8580;217.6912
-0.0982;-0.4000;9.8459;9.8545;217.6968
-0.0982;-0.3976;9.8471;9.8556;217.7023
-0.0982;-0.3976;9.8507;9.8592;217.7078
-0.0946;-0.3964;9.8579;9.8663;217.7134
-0.0970;-0.4012;9.8567;9.8653;217.7189
-0.1006;-0.3988;9.8591;9.8677;217.7246
-0.1018;-0.4024;9.8555;9.8642;217.7301
-0.1054;-0.4024;9.8519;9.8607;217.7357
-0.1042;-0.3988;9.8555;9.8641;217.7412
-0.1042;-0.3940;9.8555;9.8639;217.7469
-0.1030;-0.3964;9.8579;9.8664;217.7525
-0.0994;-0.3988;9.8591;9.8677;217.7580
-0.0994;-0.3964;9.8639;9.8723;217.7635
-0.0994;-0.4012;9.8639;9.8725;217.7691
-0.0970;-0.4000;9.8615;9.8701;217.7749
-0.0946;-0.3964;9.8651;9.8735;217.7805
-0.0994;-0.3988;9.8663;9.8748;217.7860
-0.0982;-0.4012;9.8591;9.8677;217.7915
-0.0958;-0.3988;9.8519;9.8604;217.7971
-0.0970;-0.4000;9.8543;9.8629;217.8026
-0.0982;-0.3964;9.8459;9.8544;217.8081
-0.0994;-0.3964;9.8447;9.8532;217.8136
-0.0970;-0.3952;9.8495;9.8579;217.8191
-0.0934;-0.3952;9.8471;9.8555;217.8247
-0.0970;-0.3988;9.8483;9.8569;217.8302
-0.0982;-0.3976;9.8507;9.8592;217.8358
-0.1054;-0.3940;9.8531;9.8615;217.8413
-0.1030;-0.3952;9.8531;9.8616;217.8470
-0.1030;-0.3940;9.8603;9.8687;217.8527
-0.1018;-0.3928;9.8555;9.8639;217.8582
-0.1018;-0.3940;9.8543;9.8627;217.8637
-0.1018;-0.3964;9.8567;9.8652;217.8694
-0.1042;-0.4000;9.8615;9.8702;217.8749
-0.1078;-0.4048;9.8651;9.8740;217.8804
-0.1078;-0.4072;9.8567;9.8657;217.8860
-0.1042;-0.4048;9.8555;9.8644;217.8915
-0.1018;-0.4024;9.8579;9.8666;217.8970
-0.1018;-0.4048;9.8603;9.8691;217.9027
-0.1018;-0.4024;9.8543;9.8630;217.9085
-0.0946;-0.4024;9.8519;9.8606;217.9144
-0.0958;-0.4036;9.8579;9.8666;217.9203
-0.0922;-0.4060;9.8579;9.8667;217.9263
-0.0946;-0.4012;9.8555;9.8641;217.9325
-0.0958;-0.3964;9.8579;9.8663;217.9388
-0.0982;-0.4000;9.8519;9.8605;217.9444
-0.1018;-0.4000;9.8447;9.8534;217.9502
-0.1018;-0.3988;9.8447;9.8533;217.9558
-0.1042;-0.3988;9.8459;9.8545;217.9614
-0.1030;-0.3952;9.8435;9.8520;217.9669
-0.1018;-0.3952;9.8459;9.8544;217.9725
-0.0970;-0.3916;9.8471;9.8554;217.9780
-0.0982;-0.3952;9.8411;9.8496;217.9839
-0.0970;-0.3928;9.8399;9.8483;217.9894
-0.0982;-0.3964;9.8411;9.8496;217.9951
-0.0982;-0.3952;9.8495;9.8579;218.0008
-0.0994;-0.3988;9.8507;9.8593;218.0064
-0.0994;-0.3976;9.8531;9.8616;218.0119
-0.1042;-0.3976;9.8495;9.8581;218.0174
-0.1066;-0.3952;9.8519;9.8604;218.0236
-0.1102;-0.3964;9.8543;9.8629;218.0292
-0.1114;-0.3940;9.8471;9.8556;218.0350
-0.1066;-0.3928;9.8567;9.8651;218.0407
-0.1078;-0.3904;9.8579;9.8662;218.0463
-0.1090;-0.3904;9.8591;9.8674;218.0520
-0.1066;-0.3892;9.8615;9.8697;218.0576
-0.1066;-0.3928;9.8603;9.8687;218.0631
-0.1066;-0.3952;9.8579;9.8664;218.0687
-0.1078;-0.3988;9.8627;9.8713;218.0742
-0.1102;-0.4000;9.8591;9.8678;218.0798
-0.1090;-0.3952;9.8567;9.8652;218.0857
-0.1030;-0.3964;9.8543;9.8628;218.0913
-0.1042;-0.4000;9.8579;9.8666;218.0969
-0.1066;-0.3964;9.8639;9.8724;218.1024
-0.1066;-0.4012;9.8603;9.8690;218.1079
-0.0982;-0.4000;9.8639;9.8725;218.1135
-0.1030;-0.4048;9.8651;9.8739;218.1192
-0.1054;-0.4048;9.8663;9.8751;218.1248
-0.1042;-0.4060;9.8675;9.8764;218.1304
-0.1042;-0.4048;9.8651;9.8739;218.1361
-0.1066;-0.3952;9.8651;9.8736;218.1417
-0.1090;-0.3952;9.8675;9.8760;218.1472
-0.1042;-0.3940;9.8639;9.8723;218.1530
-0.1066;-0.3988;9.8639;9.8725;218.1587
-0.1090;-0.3964;9.8663;9.8748;218.1643
-0.1090;-0.4000;9.8639;9.8726;218.1700
-0.1054;-0.4000;9.8591;9.8678;218.1756
-0.1042;-0.3964;9.8603;9.8688;218.1811
-0.1042;-0.3988;9.8591;9.8677;218.1869
-0.1042;-0.4000;9.8507;9.8594;218.1925
-0.1042;-0.3964;9.8483;9.8568;218.1981
-0.1090;-0.3988;9.8483;9.8570;218.2036
-0.1102;-0.4012;9.8459;9.8547;218.2092
-0.1042;-0.4012;9.8447;9.8534;218.2147
-0.1054;-0.4000;9.8447;9.8534;218.2202
-0.1054;-0.4000;9.8423;9.8510;218.2257
-0.1054;-0.3988;9.8495;9.8582;218.2313
-0.1030;-0.3976;9.8495;9.8581;218.2368
-0.1054;-0.3952;9.8567;9.8652;218.2424
-0.1030;-0.3928;9.8483;9.8567;218.2479
-0.1054;-0.3928;9.8543;9.8627;218.2537
-0.1006;-0.3940;9.8603;9.8687;218.2593
-0.1042;-0.3952;9.8579;9.8664;218.2649
-0.1042;-0.3952;9.8507;9.8592;218.2704
-0.1042;-0.3928;9.8459;9.8543;218.2760
-0.0994;-0.3928;9.8531;9.8614;218.2815
-0.1018;-0.3880;9.8519;9.8601;218.2871
-0.0970;-0.3904;9.8543;9.8625;218.2926
-0.0994;-0.3916;9.8615;9.8698;218.2982
-0.0970;-0.3952;9.8651;9.8735;218.3038
-0.0958;-0.3976;9.8591;9.8676;218.3093
-0.0958;-0.3940;9.8579;9.8662;218.3148
-0.0982;-0.3952;9.8519;9.8603;218.3204
-0.0982;-0.3964;9.8495;9.8580;218.3259
-0.1006;-0.3928;9.8483;9.8567;218.3314
-0.0982;-0.3916;9.8507;9.8590;218.3369
-0.0994;-0.3952;9.8519;9.8603;218.3425
-0.0970;-0.3928;9.8447;9.8530;218.3480
-0.0958;-0.3904;9.8507;9.8589;218.3538
-0.0970;-0.3856;9.8519;9.8599;218.3594
-0.0982;-0.3856;9.8507;9.8587;218.3649
-0.1006;-0.3904;9.8507;9.8590;218.3705
-0.1018;-0.3928;9.8507;9.8591;218.3760
-0.1030;-0.3940;9.8519;9.8603;218.3816
-0.0994;-0.3928;9.8483;9.8567;218.3873
-0.1006;-0.3952;9.8447;9.8532;218.3929
-0.1006;-0.3916;9.8459;9.8542;218.3984
-0.1006;-0.3904;9.8471;9.8554;218.4040
-0.0910;-0.3928;9.8483;9.8566;218.4095
-0.0958;-0.3892;9.8483;9.8565;218.4150
-0.0958;-0.3928;9.8519;9.8602;218.4207
-0.0970;-0.3940;9.8519;9.8603;218.4262
-0.0994;-0.3916;9.8483;9.8566;218.4321
-0.1030;-0.3940;9.8495;9.8579;218.4380
-0.1018;-0.3952;9.8519;9.8604;218.4440
-0.0994;-0.3988;9.8543;9.8629;218.4499
-0.0982;-0.3976;9.8471;9.8556;218.4559
-0.1006;-0.3976;9.8447;9.8533;218.4620
-0.1054;-0.4000;9.8363;9.8450;218.4676
-0.1078;-0.4012;9.8316;9.8403;218.4733
-0.1066;-0.3952;9.8363;9.8449;218.4789
-0.1078;-0.3976;9.8387;9.8474;218.4845
-0.1114;-0.4000;9.8447;9.8535;218.4903
-0.1114;-0.4024;9.8423;9.8512;218.4959
-0.1054;-0.4036;9.8495;9.8583;218.5014
-0.1078;-0.4060;9.8507;9.8597;218.5070
-0.1042;-0.4036;9.8591;9.8679;218.5125
-0.1066;-0.4036;9.8603;9.8691;218.5180
-0.1102;-0.4000;9.8627;9.8714;218.5235
-0.1090;-0.4036;9.8543;9.8632;218.5291
-0.1102;-0.4048;9.8519;9.8608;218.5346
-0.1114;-0.4072;9.8483;9.8574;218.5404
-0.1090;-0.4036;9.8411;9.8500;218.5459
-0.1102;-0.4048;9.8447;9.8537;218.5515
-0.1114;-0.4024;9.8471;9.8560;218.5572
-0.1078;-0.3988;9.8567;9.8654;218.5628
-0.1054;-0.4000;9.8603;9.8690;218.5683
-0.1090;-0.4024;9.8579;9.8667;218.5739
-0.1150;-0.4012;9.8567;9.8655;218.5794
-0.1162;-0.4060;9.8627;9.8717;218.5850
-0.1114;-0.4048;9.8615;9.8704;218.5909
-0.1114;-0.4036;9.8579;9.8668;218.5964
-0.1102;-0.3988;9.8531;9.8618;218.6021
-0.1090;-0.3988;9.8519;9.8606;218.6076
-0.1090;-0.3952;9.8495;9.8580;218.6132
-0.1126;-0.3964;9.8543;9.8629;218.6189
-0.1138;-0.3976;9.8531;9.8618;218.6244
-0.1150;-0.4024;9.8531;9.8620;218.6301
-0.1078;-0.3976;9.8471;9.8557;218.6357
-0.1078;-0.4000;9.8507;9.8594;218.6417
-0.1042;-0.4012;9.8495;9.8582;218.6472
-0.1018;-0.4036;9.8615;9.8703;218.6531
-0.0994;-0.4012;9.8603;9.8690;218.6591
-0.0970;-0.4024;9.8591;9.8678;218.6646
-0.0970;-0.3988;9.8651;9.8736;218.6702
-0.1006;-0.3940;9.8603;9.8687;218.6758
-0.1030;-0.3928;9.8627;9.8710;218.6814
-0.1006;-0.3940;9.8651;9.8735;218.6925
-0.1078;-0.3928;9.8567;9.8651;218.6981
-0.1042;-0.3952;9.8567;9.8652;218.7037
-0.1030;-0.3940;9.8507;9.8591;218.7092
-0.1006;-0.3940;9.8507;9.8591;218.7147
-0.0994;-0.3940;9.8471;9.8555;218.7203
-0.0994;-0.3976;9.8483;9.8568;218.7258
-0.0994;-0.4000;9.8519;9.8605;218.7313
-0.1030;-0.3964;9.8459;9.8544;218.7368
-0.1030;-0.3964;9.8507;9.8592;218.7423
-0.0982;-0.3988;9.8483;9.8569;218.7478
-0.0958;-0.4000;9.8459;9.8545;218.7534
-0.0958;-0.4000;9.8483;9.8569;218.7593
-0.0946;-0.3976;9.8507;9.8592;218.7648
-0.0922;-0.3976;9.8459;9.8544;218.7704
-0.0898;-0.3940;9.8399;9.8482;218.7759
-0.0886;-0.3916;9.8387;9.8469;218.7815
-0.0910;-0.3976;9.8375;9.8460;218.7871
-0.0946;-0.3976;9.8423;9.8508;218.7926
-0.0994;-0.3940;9.8531;9.8615;218.7981
-0.1006;-0.3940;9.8519;9.8603;218.8036
-0.1018;-0.3928;9.8411;9.8495;218.8093
-0.1042;-0.3892;9.8459;9.8542;218.8185
-0.1006;-0.3868;9.8483;9.8564;218.8242
-0.1006;-0.3880;9.8531;9.8613;218.8298
-0.1042;-0.3916;9.8531;9.8614;218.8353
-0.1066;-0.3904;9.8543;9.8626;218.8408
-0.1066;-0.3928;9.8567;9.8651;218.8466
-0.1114;-0.3952;9.8603;9.8688;218.8522
-0.1138;-0.3916;9.8531;9.8615;218.8579
-0.1078;-0.3928;9.8567;9.8651;218.8636
-0.1090;-0.3928;9.8519;9.8603;218.8692
-0.1030;-0.3964;9.8483;9.8568;218.8747
-0.1006;-0.3964;9.8495;9.8580;218.8803
-0.0970;-0.3928;9.8447;9.8530;218.8858
-0.0994;-0.3916;9.8447;9.8530;218.8914
-0.0946;-0.3916;9.8435;9.8518;218.8972
-0.0934;-0.3904;9.8459;9.8541;218.9027
-0.0994;-0.3964;9.8423;9.8508;218.9085
-0.1006;-0.3964;9.8423;9.8508;218.9140
-0.0970;-0.4024;9.8375;9.8462;218.9195
-0.0934;-0.4084;9.8363;9.8453;218.9251
-0.0982;-0.4107;9.8351;9.8442;218.9306
-0.0994;-0.4084;9.8411;9.8501;218.9361
-0.1018;-0.4072;9.8435;9.8525;218.9417
-0.1042;-0.4119;9.8543;9.8635;218.9475
-0.1042;-0.4107;9.8591;9.8682;218.9533
-0.1054;-0.4095;9.8591;9.8682;218.9594
-0.1090;-0.4107;9.8591;9.8683;218.9653
-0.1102;-0.4084;9.8531;9.8622;218.9712
-0.1126;-0.4048;9.8519;9.8609;218.9770
-0.1090;-0.4036;9.8495;9.8584;218.9830
-0.1030;-0.4072;9.8495;9.8585;218.9891
-0.1066;-0.4060;9.8495;9.8585;218.9947
-0.1054;-0.4072;9.8543;9.8633;219.0006
-0.1066;-0.4072;9.8519;9.8609;219.0062
-0.1018;-0.4048;9.8543;9.8631;219.0118
-0.0994;-0.4060;9.8543;9.8632;219.0173
-0.0970;-0.4048;9.8531;9.8619;219.0236
-0.1018;-0.4036;9.8483;9.8571;219.0310
-0.1066;-0.4048;9.8507;9.8596;219.0368
-0.1054;-0.4036;9.8495;9.8583;219.0505
-0.1066;-0.4048;9.8531;9.8620;219.0570
-0.1078;-0.4048;9.8519;9.8608;219.0630
-0.1054;-0.4012;9.8567;9.8654;219.0686
-0.1078;-0.4000;9.8567;9.8654;219.0742
-0.1078;-0.4036;9.8555;9.8644;219.0798
-0.1066;-0.4000;9.8567;9.8654;219.0854
-0.1090;-0.4012;9.8591;9.8679;219.0910
-0.1078;-0.3964;9.8591;9.8677;219.0965
-0.1078;-0.3964;9.8651;9.8736;219.1021
-0.1066;-0.3964;9.8603;9.8688;219.1076
-0.1018;-0.3976;9.8555;9.8640;219.1132
-0.0994;-0.3976;9.8507;9.8592;219.1188
-0.1018;-0.4012;9.8483;9.8570;219.1243
-0.1054;-0.3964;9.8483;9.8569;219.1300
-0.1042;-0.3964;9.8459;9.8545;219.1358
-0.1006;-0.3952;9.8483;9.8568;219.1415
-0.1018;-0.3940;9.8471;9.8555;219.1470
-0.1054;-0.3952;9.8507;9.8592;219.1526
-0.1078;-0.3976;9.8555;9.8641;219.1581
-0.1030;-0.3928;9.8471;9.8555;219.1639
-0.1006;-0.3940;9.8459;9.8543;219.1696
-0.1030;-0.3916;9.8519;9.8602;219.1752
-0.1042;-0.3916;9.8495;9.8578;219.1808
-0.1066;-0.3916;9.8471;9.8555;219.1863
-0.1018;-0.3928;9.8447;9.8531;219.1919
-0.1054;-0.3952;9.8399;9.8484;219.1974
-0.1006;-0.3952;9.8423;9.8508;219.2029
-0.1006;-0.3976;9.8471;9.8557;219.2084
-0.1030;-0.3976;9.8531;9.8617;219.2140
-0.1030;-0.3952;9.8471;9.8556;219.2196
-0.0994;-0.3964;9.8447;9.8532;219.2251
-0.1030;-0.3964;9.8447;9.8532;219.2307
-0.1018;-0.3952;9.8495;9.8580;219.2362
-0.1018;-0.3964;9.8507;9.8592;219.2417
-0.1006;-0.3976;9.8543;9.8628;219.2473
-0.1030;-0.4000;9.8555;9.8642;219.2528
-0.1042;-0.4012;9.8555;9.8642;219.2583
-0.1054;-0.3976;9.8543;9.8629;219.2641
-0.1054;-0.3928;9.8591;9.8675;219.2699
-0.1042;-0.3952;9.8519;9.8604;219.2755
-0.1054;-0.3976;9.8543;9.8629;219.2811
-0.1042;-0.3976;9.8519;9.8605;219.2867
-0.1042;-0.4000;9.8567;9.8654;219.2922
-0.1054;-0.4000;9.8579;9.8666;219.2977
-0.1078;-0.3988;9.8591;9.8677;219.3033
-0.1090;-0.3940;9.8615;9.8700;219.3089
-0.1030;-0.3916;9.8627;9.8710;219.3146
-0.1054;-0.3892;9.8603;9.8685;219.3202
-0.1018;-0.3928;9.8627;9.8710;219.3257
-0.1018;-0.3916;9.8639;9.8722;219.3313
-0.0994;-0.3928;9.8639;9.8722;219.3368
-0.1018;-0.3940;9.8651;9.8735;219.3424
-0.1018;-0.3940;9.8603;9.8687;219.3479
-0.1042;-0.3928;9.8567;9.8651;219.3535
-0.1030;-0.3928;9.8591;9.8675;219.3590
-0.1030;-0.3892;9.8567;9.8649;219.3648
-0.1054;-0.3916;9.8531;9.8615;219.3704
-0.1090;-0.3940;9.8543;9.8628;219.3760
-0.1042;-0.3904;9.8579;9.8662;219.3818
-0.1042;-0.3928;9.8519;9.8603;219.3874
-0.0994;-0.3928;9.8507;9.8590;219.3929
-0.0982;-0.3892;9.8603;9.8685;219.3985
-0.0934;-0.3892;9.8639;9.8720;219.4040
-0.0958;-0.3904;9.8543;9.8625;219.4096
-0.0994;-0.3952;9.8495;9.8579;219.4151
-0.1018;-0.3940;9.8447;9.8531;219.4207
-0.1054;-0.3964;9.8495;9.8581;219.4262
-0.0994;-0.3928;9.8471;9.8555;219.4318
-0.0970;-0.3916;9.8483;9.8566;219.4373
-0.0958;-0.3928;9.8531;9.8614;219.4429
-0.0970;-0.3928;9.8531;9.8614;219.4484
-0.0982;-0.3952;9.8579;9.8663;219.4539
-0.0970;-0.3952;9.8615;9.8699;219.4595
-0.0982;-0.3952;9.8615;9.8699;219.4653
-0.0970;-0.4000;9.8627;9.8713;219.4710
-0.0946;-0.4024;9.8591;9.8678;219.4777
-0.0946;-0.4060;9.8651;9.8739;219.4840
-0.0946;-0.4012;9.8603;9.8689;219.4899
-0.0970;-0.3988;9.8555;9.8640;219.4958
-0.0994;-0.4036;9.8567;9.8655;219.5017
-0.0982;-0.4048;9.8567;9.8655;219.5080
-0.0994;-0.4024;9.8555;9.8642;219.5142
-0.0958;-0.4036;9.8615;9.8702;219.5199
-0.0958;-0.4084;9.8639;9.8728;219.5256
-0.0982;-0.4036;9.8579;9.8666;219.5312
-0.1018;-0.4036;9.8555;9.8643;219.5368
-0.1006;-0.4012;9.8555;9.8642;219.5423
-0.1054;-0.4000;9.8579;9.8666;219.5478
-0.1066;-0.3964;9.8555;9.8640;219.5533
-0.1042;-0.4024;9.8555;9.8643;219.5591
-0.1030;-0.4048;9.8615;9.8703;219.5654
-0.1054;-0.4060;9.8627;9.8716;219.5711
-0.1066;-0.4024;9.8639;9.8727;219.5766
-0.1126;-0.4012;9.8639;9.8727;219.5823
-0.1114;-0.4036;9.8615;9.8704;219.5878
-0.1126;-0.4000;9.8579;9.8667;219.5934
-0.1090;-0.4012;9.8627;9.8714;219.5989
-0.1054;-0.3964;9.8615;9.8700;219.6044
-0.1006;-0.3952;9.8591;9.8675;219.6103
-0.1030;-0.3976;9.8579;9.8665;219.6159
-0.1018;-0.3976;9.8699;9.8784;219.6214
-0.1006;-0.3976;9.8675;9.8760;219.6269
-0.1054;-0.3988;9.8651;9.8737;219.6325
-0.1030;-0.4024;9.8627;9.8714;219.6380
-0.1018;-0.4000;9.8591;9.8677;219.6435
-0.1018;-0.3988;9.8591;9.8677;219.6490
-0.1018;-0.4036;9.8615;9.8703;219.6545
-0.1042;-0.3988;9.8603;9.8689;219.6603
-0.1102;-0.3976;9.8591;9.8677;219.6660
-0.1078;-0.4000;9.8663;9.8750;219.6719
-0.1090;-0.4000;9.8723;9.8810;219.6780
-0.1114;-0.3964;9.8699;9.8785;219.6839
-0.1066;-0.4012;9.8591;9.8678;219.6899
-0.1042;-0.4000;9.8627;9.8713;219.6958
-0.1054;-0.3952;9.8507;9.8592;219.7017
-0.1030;-0.3904;9.8495;9.8578;219.7076
-0.1042;-0.3892;9.8447;9.8530;219.7137
-0.1078;-0.3856;9.8423;9.8505;219.7194
-0.1090;-0.3868;9.8435;9.8517;219.7250
-0.1090;-0.3892;9.8363;9.8446;219.7306
-0.1066;-0.3904;9.8387;9.8471;219.7362
-0.1090;-0.3892;9.8435;9.8518;219.7417
-0.1054;-0.3916;9.8459;9.8543;219.7472
-0.1018;-0.3916;9.8435;9.8518;219.7528
-0.1006;-0.3952;9.8447;9.8532;219.7583
-0.1018;-0.3964;9.8435;9.8520;219.7641
-0.1006;-0.3964;9.8447;9.8532;219.7821
-0.1030;-0.3952;9.8375;9.8460;219.7879
-0.1030;-0.3928;9.8340;9.8423;219.7936
-0.1006;-0.3952;9.8304;9.8388;219.7991
-0.0994;-0.3976;9.8387;9.8473;219.8046
-0.1018;-0.3988;9.8423;9.8509;219.8101
-0.1066;-0.3940;9.8423;9.8508;219.8160
-0.1066;-0.3952;9.8483;9.8568;219.8216
-0.1078;-0.3964;9.8435;9.8521;219.8271
-0.1030;-0.3916;9.8495;9.8578;219.8327
-0.1030;-0.3952;9.8519;9.8604;219.8382
-0.1006;-0.3976;9.8531;9.8616;219.8442
-0.1018;-0.3904;9.8651;9.8733;219.8566
-0.0970;-0.3916;9.8627;9.8709;219.8627
-0.1006;-0.3928;9.8711;9.8794;219.8707
-0.1018;-0.3916;9.8711;9.8794;219.8766
-0.0958;-0.3940;9.8675;9.8758;219.8825
-0.1018;-0.3988;9.8591;9.8677;219.8889
-0.1054;-0.3988;9.8555;9.8641;219.8946
-0.1042;-0.4000;9.8579;9.8666;219.9004
-0.1042;-0.4036;9.8567;9.8655;219.9061
-0.1054;-0.4012;9.8579;9.8666;219.9120
-0.1042;-0.4024;9.8567;9.8655;219.9189
-0.0994;-0.4000;9.8555;9.8641;219.9248
-0.1030;-0.3988;9.8567;9.8653;219.9308
-0.1018;-0.4036;9.8651;9.8739;219.9366
-0.1006;-0.4072;9.8663;9.8752;219.9406
-0.1018;-0.4119;9.8591;9.8682;219.9446
-0.1042;-0.4107;9.8531;9.8622;219.9486
-0.1054;-0.4072;9.8507;9.8597;219.9527
-0.1042;-0.4048;9.8495;9.8584;219.9574
-0.1054;-0.4060;9.8483;9.8572;219.9616
-0.1090;-0.4024;9.8495;9.8583;219.9661
-0.1078;-0.4012;9.8435;9.8523;219.9728
-0.1066;-0.3952;9.8351;9.8437;219.9775
-0.1018;-0.3964;9.8375;9.8461;219.9820
-0.1054;-0.4012;9.8387;9.8475;219.9865
-0.1054;-0.4012;9.8363;9.8451;219.9913
-0.1054;-0.4000;9.8340;9.8426;219.9954
-0.1066;-0.4000;9.8351;9.8439;220.0028
-0.1030;-0.4000;9.8363;9.8450;220.0068
-0.1006;-0.4060;9.8340;9.8428;220.0109
-0.0982;-0.4048;9.8340;9.8428;220.0150
-0.0982;-0.4024;9.8340;9.8427;220.0192
-0.0982;-0.4024;9.8375;9.8463;220.0233
-0.1018;-0.4012;9.8411;9.8498;220.0271
-0.0982;-0.4036;9.8423;9.8511;220.0309
-0.1006;-0.4024;9.8483;9.8570;220.0346
-0.1006;-0.3988;9.8495;9.8581;220.0384
-0.1054;-0.3988;9.8483;9.8570;220.0421
-0.1114;-0.3964;9.8459;9.8545;220.0459
-0.1090;-0.3940;9.8495;9.8580;220.0496
-0.1090;-0.3928;9.8507;9.8591;220.0533
-0.1102;-0.3964;9.8531;9.8617;220.0571
-0.1066;-0.3976;9.8531;9.8617;220.0608
-0.1030;-0.4000;9.8543;9.8630;220.0645
-0.1042;-0.4024;9.8495;9.8583;220.0692
-0.1018;-0.4036;9.8507;9.8595;220.0731
-0.1030;-0.4048;9.8531;9.8620;220.0774
-0.1018;-0.4048;9.8555;9.8643;220.0814
-0.1018;-0.4072;9.8543;9.8632;220.0856
-0.1018;-0.4060;9.8519;9.8608;220.0896
-0.1018;-0.4024;9.8543;9.8630;220.0935
-0.0994;-0.4024;9.8483;9.8570;220.1011
-0.0970;-0.4036;9.8435;9.8523;220.1053
-0.0946;-0.4036;9.8507;9.8594;220.1094
-0.0946;-0.4000;9.8519;9.8605;220.1132
-0.0898;-0.3940;9.8567;9.8650;220.1170
