ax(g);ay(g);az(g);accRMS(g);time(s)
-0.0371;-0.0332;0.0547;0.0740;0.0000
-0.0605;-0.0254;0.0000;0.0657;0.0039
-0.0469;0.0293;-0.0488;0.0738;0.0053
-0.0371;0.0176;-0.1035;0.1114;0.0065
-0.0488;-0.0117;-0.0293;0.0581;0.0078
-0.0488;0.0273;0.0156;0.0581;0.0098
0.0273;-0.0078;0.0254;0.0381;0.0113
0.0449;-0.0254;0.0234;0.0567;0.0126
0.0449;-0.0254;-0.0391;0.0647;0.0139
0.0508;0.0215;0.0410;0.0687;0.0152
0.0059;0.0039;0.0332;0.0339;0.0165
0.0273;-0.0293;-0.0352;0.0533;0.0180
0.0059;-0.0293;-0.0078;0.0309;0.0198
0.0039;0.0020;0.0391;0.0393;0.0214
-0.0371;0.0273;0.0039;0.0463;0.0231
0.0039;-0.0312;0.0352;0.0472;0.0246
0.0293;-0.0234;0.0234;0.0442;0.0260
0.0312;0.0059;-0.0176;0.0363;0.0273
0.0137;0.0078;-0.0078;0.0176;0.0286
0.0391;-0.0137;0.0566;0.0701;0.0301
0.0137;-0.0176;0.0000;0.0223;0.0315
0.0078;-0.0078;-0.0059;0.0125;0.0329
-0.0215;0.0020;-0.0488;0.0534;0.0342
-0.0117;0.0020;-0.0156;0.0196;0.0354
-0.0176;-0.0215;0.0195;0.0339;0.0367
0.0117;0.0176;0.0156;0.0263;0.0380
-0.0039;0.0410;0.0918;0.1006;0.0393
0.0117;0.0078;-0.0918;0.0929;0.0405
-0.0117;0.0176;-0.0410;0.0461;0.0418
-0.0391;0.0742;0.0352;0.0909;0.0431
0.0098;0.0332;-0.0098;0.0360;0.0443
0.0039;-0.0039;-0.0488;0.0491;0.0456
-0.0352;0.0371;-0.0156;0.0535;0.0469
-0.0371;0.0098;-0.0430;0.0576;0.0482
-0.0137;0.0098;-0.0117;0.0205;0.0495
0.0078;0.0020;0.0586;0.0591;0.0507
-0.0195;0.0000;0.0059;0.0204;0.0520
-0.0156;0.0156;-0.0273;0.0352;0.0533
0.0020;0.0020;0.0059;0.0065;0.0545
-0.0137;0.0039;0.0059;0.0154;0.0558
0.0215;0.0312;0.0371;0.0531;0.0571
0.0098;0.0117;-0.0371;0.0401;0.0584
-0.0020;0.0332;0.0039;0.0335;0.0597
-0.0039;0.0312;-0.0156;0.0352;0.0610
-0.0195;0.0117;-0.0078;0.0241;0.0622
-0.0098;0.0039;-0.0059;0.0120;0.0635
-0.0098;-0.0078;0.0059;0.0138;0.0648
-0.0391;-0.0430;0.0039;0.0582;0.0661
-0.0371;0.0059;-0.0098;0.0388;0.0673
-0.0371;-0.0332;-0.0234;0.0550;0.0686
-0.0117;-0.0078;0.0176;0.0225;0.0699
-0.0020;0.0371;0.0371;0.0525;0.0712
0.0020;0.0215;0.0234;0.0319;0.0724
0.0117;0.0078;-0.0078;0.0161;0.0737
0.0273;0.0293;-0.0059;0.0405;0.0749
-0.0527;-0.0195;-0.0137;0.0579;0.0762
-0.0527;-0.0234;-0.0156;0.0598;0.0775
0.0234;0.0312;0.0332;0.0513;0.0787
0.0430;0.0156;0.0332;0.0565;0.0801
0.0078;-0.0312;-0.0078;0.0331;0.0814
-0.0059;0.0137;-0.0117;0.0189;0.0827
-0.0020;0.0039;-0.0195;0.0200;0.0839
-0.0137;0.0488;-0.0195;0.0543;0.0852
